Gene1	Gene2	EdgeWeight
g13	g18	98.76082630198343
g39	g45	93.8610890199265
g3	g45	88.43754979352072
g45	g39	88.36063807730116
g3	g30	84.04076901254169
g45	g3	81.12459893577156
g14	g41	76.3117180367189
g30	g2	74.65956416506295
g2	g30	74.25916647012856
g36	g46	73.24202173147273
g46	g36	71.05497383676412
g30	g56	70.62497582033504
g3	g39	66.07607814487892
g12	g22	65.07672591439147
g14	g46	62.307746586957634
g22	g12	61.260048569832115
g56	g30	60.100045770918044
g2	g56	58.56298102423653
g4	g3	58.54442695040969
g14	g36	58.457677277079256
g14	g13	57.593588001079674
g56	g2	57.326150694184896
g2	g1	56.991453367565356
g39	g3	55.21378252904235
g36	g41	53.994473547854774
g41	g14	53.739659604130004
g3	g4	53.12423546048197
g14	g18	49.93298371497351
g4	g45	49.3789280619997
g18	g47	48.4455814898238
g46	g41	47.72424740375735
g4	g39	47.38159266760285
g41	g46	47.301264111511934
g41	g36	46.37747875636795
g22	g17	46.25092551811813
g45	g4	45.87951886816748
g36	g14	45.06146182023165
g17	g22	44.357653054225075
g39	g30	43.7203793477038
g30	g39	43.70115152515122
g13	g46	43.43111902454206
g50	g1	42.58560615977469
g3	g2	42.546923376414135
g41	g13	41.92232774437003
g3	g56	40.81484757699105
g20	g22	40.50191152681387
g22	g20	40.21543589743464
g17	g12	39.80972710734547
g13	g36	39.78636196424839
g56	g45	39.21318036199453
g46	g14	38.861818163527296
g18	g13	38.832690662494294
g13	g47	38.70909130703542
g30	g1	37.14917360219804
g47	g14	36.80403245259018
g18	g41	35.606609187231825
g18	g14	35.53759739793039
g12	g17	35.382913448762366
g47	g41	35.347841130744186
g47	g18	35.331748858593805
g1	g2	35.20121926500017
g17	g20	34.69188571181013
g47	g13	34.59323509718997
g47	g22	34.396444791914384
g13	g41	34.35374984208687
g41	g47	33.84997062045311
g46	g18	33.841573553458154
g39	g56	33.58536467985397
g46	g13	33.41556521783745
g18	g46	33.15578687914109
g61	g50	33.0462348701572
g30	g45	32.910809420231836
g20	g12	32.751134107428996
g47	g12	31.726669865510484
g45	g56	31.69228275624977
g1	g50	30.797174156214705
g46	g47	30.453978947850857
g14	g47	30.383062236069414
g41	g18	30.06146214250239
g47	g36	29.60531590913398
g56	g39	29.227727388476254
g50	g6	29.22696985631113
g12	g20	28.95374441516788
g12	g13	28.642693797914664
g10	g11	28.61653899651505
g13	g14	28.572550273936386
g2	g39	28.52285871780577
g2	g50	28.207557842834284
g18	g12	27.04766262713068
g9	g55	26.928452334201964
g39	g2	26.869397746515283
g61	g6	26.75345712191153
g61	g1	26.73498474321731
g11	g57	26.344230513826762
g61	g15	26.19910729213996
g18	g29	26.15623238051389
g31	g11	26.037829890842268
g20	g47	25.955740527662808
g18	g22	25.94853305414876
g2	g3	25.788892810590266
g13	g22	25.777716766014038
g47	g20	25.762511045707413
g36	g18	25.221027680514464
g56	g1	24.9506924816305
g1	g56	24.608197262468657
g50	g30	24.42883359103169
g11	g10	24.07297234727593
g56	g3	23.873591343120136
g56	g50	23.65578483217972
g31	g57	23.607101318913788
g39	g4	23.54424610195595
g2	g45	23.384970750691128
g47	g46	23.20291765643157
g6	g1	23.16620163800593
g15	g55	23.127063465551213
g30	g3	22.705037775450506
g6	g61	22.63737086257822
g61	g26	22.413870615818553
g11	g31	22.032317023734283
g47	g37	21.9501834653826
g6	g50	21.85254698156264
g17	g18	21.618028114882517
g50	g61	21.456669669769607
g3	g1	21.319730101847746
g26	g15	21.280394578995992
g45	g2	21.280332737421254
g61	g55	21.25455136144096
g1	g30	21.05975871652476
g36	g13	20.81982603192529
g13	g12	20.61994434593055
