Gene1	Gene2	EdgeWeight
g28	g34	1.998672886741821
g34	g28	1.998672886741821
g34	g60	1.9986200194557944
g60	g34	1.9986200194557944
g28	g60	1.993150843427324
g60	g28	1.993150843427324
g30	g56	1.991315838891778
g56	g30	1.991315838891778
g36	g46	1.9902047137585708
g46	g36	1.9902047137585708
g39	g45	1.9895455248542289
g45	g39	1.9895455248542289
g23	g5	1.9890274986409997
g5	g23	1.9890274986409997
g2	g56	1.9872014820028012
g56	g2	1.9872014820028012
g3	g45	1.9858247698563876
g45	g3	1.9858247698563876
g2	g30	1.9857620726700256
g30	g2	1.9857620726700256
g24	g34	1.982799609668636
g34	g24	1.982799609668636
g3	g39	1.9816105684691243
g39	g3	1.9816105684691243
g39	g64	1.9733863000156884
g64	g39	1.9733863000156884
g27	g32	1.9728541051422221
g32	g27	1.9728541051422221
g3	g4	1.9725333005295544
g4	g3	1.9725333005295544
g5	g58	1.9722588447443532
g58	g5	1.9722588447443532
g32	g5	1.9697913293873357
g5	g32	1.9697913293873357
g4	g5	1.9695568803727133
g5	g4	1.9695568803727133
g17	g20	1.964147934139671
g20	g17	1.964147934139671
g14	g41	1.9639801317066092
g41	g14	1.9639801317066092
g4	g45	1.9630543669227072
g45	g4	1.9630543669227072
g32	g42	1.9618280931754013
g42	g32	1.9618280931754013
g46	g52	1.9602955520209424
g52	g46	1.9602955520209424
g43	g50	1.9598699479400328
g50	g43	1.9598699479400328
g14	g46	1.958941742394776
g46	g14	1.958941742394776
g14	g36	1.9583908586777359
g36	g14	1.9583908586777359
g45	g64	1.957649654108819
g64	g45	1.957649654108819
g41	g46	1.953291949521874
g46	g41	1.953291949521874
g36	g41	1.9532427843843072
g41	g36	1.9532427843843072
g2	g3	1.9531794534349751
g3	g2	1.9531794534349751
g39	g56	1.9495352984942171
g56	g39	1.9495352984942171
g3	g30	1.9488937033214395
g30	g3	1.9488937033214395
g26	g9	1.9482769050593087
g9	g26	1.9482769050593087
g39	g4	1.9462697152004689
g4	g39	1.9462697152004689
g3	g56	1.9458047149427995
g56	g3	1.9458047149427995
g43	g63	1.9448517667532403
g63	g43	1.9448517667532403
g36	g52	1.942658869038817
g52	g36	1.942658869038817
g42	g5	1.9403747582542668
g5	g42	1.9403747582542668
g19	g50	1.9400559525563976
g50	g19	1.9400559525563976
g18	g47	1.9379966891854932
g47	g18	1.9379966891854932
g0	g33	1.9351374336108211
g33	g0	1.9351374336108211
g30	g45	1.934306278037095
g45	g30	1.934306278037095
g35	g4	1.9337214887114165
g4	g35	1.9337214887114165
g1	g63	1.9318042772959911
g63	g1	1.9318042772959911
g45	g56	1.9304163475057663
g56	g45	1.9304163475057663
g61	g63	1.9287909832734456
g63	g61	1.9287909832734456
g12	g22	1.9273771811394165
g22	g12	1.9273771811394165
g20	g22	1.926674725340272
g22	g20	1.926674725340272
g50	g63	1.9249657450258415
g63	g50	1.9249657450258415
g30	g39	1.9235850400691918
g39	g30	1.9235850400691918
g3	g64	1.9229993760546569
g64	g3	1.9229993760546569
g12	g17	1.9224549308577497
g17	g12	1.9224549308577497
g49	g58	1.9214964267747316
g58	g49	1.9214964267747316
g33	g39	1.9205096495305292
g39	g33	1.9205096495305292
g23	g54	1.9199010607904845
g54	g23	1.9199010607904845
g17	g22	1.9189099068866264
g22	g17	1.9189099068866264
g49	g5	1.9187260910551476
g5	g49	1.9187260910551476
g13	g47	1.916251315239808
g47	g13	1.916251315239808
g36	g38	1.9158022894780464
g38	g36	1.9158022894780464
g13	g14	1.9145203882901929
g14	g13	1.9145203882901929
g12	g20	1.9139176159914968
g20	g12	1.9139176159914968
g55	g9	1.9126844100732896
g9	g55	1.9126844100732896
g13	g18	1.9126224756772996
g18	g13	1.9126224756772996
g48	g6	1.9114278580933493
g6	g48	1.9114278580933493
g13	g41	1.9112209218737304
g41	g13	1.9112209218737304
g6	g63	1.9100101455805023
g63	g6	1.9100101455805023
g43	g6	1.906559880336084
g6	g43	1.906559880336084
g48	g61	1.9037044821638431
g61	g48	1.9037044821638431
g57	g59	1.9007397036479048
g59	g57	1.9007397036479048
g38	g46	1.8995036082677332
g46	g38	1.8995036082677332
g13	g36	1.8938690612609708
g36	g13	1.8938690612609708
g50	g6	1.892326227207089
g6	g50	1.892326227207089
g11	g9	1.8917557556679987
g9	g11	1.8917557556679987
g4	g56	1.8914317732289496
g56	g4	1.8914317732289496
g43	g7	1.8899814217497288
g7	g43	1.8899814217497288
g2	g45	1.8882616836324768
g45	g2	1.8882616836324768
g18	g20	1.8864366159388384
g20	g18	1.8864366159388384
g41	g47	1.8861108269308933
g47	g41	1.8861108269308933
g61	g9	1.885454476966263
g9	g61	1.885454476966263
g20	g47	1.885326556573224
g47	g20	1.885326556573224
g18	g41	1.8835690257051207
g41	g18	1.8835690257051207
g19	g61	1.8833427449843607
g61	g19	1.8833427449843607
g35	g45	1.8827896158845652
g45	g35	1.8827896158845652
g0	g60	1.882187227635608
g60	g0	1.882187227635608
g2	g39	1.8794689723985527
g39	g2	1.8794689723985527
g14	g18	1.8790817095558492
g18	g14	1.8790817095558492
g15	g8	1.877596747992862
g8	g15	1.877596747992862
g14	g47	1.877358485540348
g47	g14	1.877358485540348
g50	g7	1.8744642930970379
g7	g50	1.8744642930970379
g35	g58	1.8735353962605148
g58	g35	1.8735353962605148
g1	g7	1.8722560171156104
g7	g1	1.8722560171156104
g48	g50	1.8718832950484368
g50	g48	1.8718832950484368
g2	g43	1.8715310508305167
g43	g2	1.8715310508305167
g10	g11	1.870829260132336
g11	g10	1.870829260132336
g4	g49	1.8699935449463392
g49	g4	1.8699935449463392
g13	g46	1.8686102661157016
g46	g13	1.8686102661157016
g36	g51	1.8684352639692048
g51	g36	1.8684352639692048
g31	g40	1.8676557838903205
g40	g31	1.8676557838903205
g44	g59	1.867459864112332
g59	g44	1.867459864112332
g21	g26	1.8661877955627373
g26	g21	1.8661877955627373
g1	g43	1.8654679335606208
g43	g1	1.8654679335606208
g10	g44	1.8643056620490144
g44	g10	1.8643056620490144
g4	g58	1.8630845061172152
g58	g4	1.8630845061172152
