TF	target	importance
g39	g45	0.21690585743900306
g45	g39	0.20038180059382427
g30	g2	0.20007916414763896
g36	g46	0.1972361947188648
g46	g36	0.1928617186304264
g56	g30	0.18192822754313637
g30	g56	0.18140925380718909
g2	g30	0.18116993855475658
g39	g3	0.1802553536268143
g45	g3	0.177697046853427
g47	g18	0.17464080110615296
g14	g46	0.17210121334847245
g41	g14	0.1716910890723564
g2	g56	0.1704729112121618
g3	g39	0.16993956299186996
g14	g36	0.1683546052068927
g3	g45	0.16734433532785958
g14	g41	0.1667392359838836
g3	g4	0.16163486319894987
g56	g2	0.1569872622502627
g18	g47	0.15424549829613818
g46	g14	0.15287510727332987
g18	g13	0.15263170521295305
g13	g18	0.15232993137737122
g17	g22	0.15221278074075664
g47	g13	0.14979849928224442
g22	g12	0.14975537655745588
g17	g20	0.14888752838908492
g13	g47	0.14641860511929122
g12	g17	0.14509045784826619
g41	g36	0.1443402711729248
g20	g17	0.140112079808149
g12	g22	0.1399844047184757
g4	g5	0.13934044878519738
g46	g41	0.13552101205194186
g39	g4	0.13366022334051578
g41	g46	0.13274764672326614
g1	g6	0.1307995725000441
g36	g14	0.12990122976140087
g20	g12	0.1298940859760029
g12	g20	0.12985993040985794
g36	g41	0.12773765792584496
g22	g20	0.1240270089704804
g17	g12	0.12215429456849662
g22	g17	0.11924945325374688
g45	g4	0.1171067617590667
g20	g22	0.11343834248931893
g11	g31	0.11341359703834847
g3	g2	0.11303458223436792
g4	g39	0.11243543756496031
g41	g47	0.11135315880089945
g1	g50	0.11066540593682522
g2	g1	0.11054115075416487
g4	g3	0.11018971842849061
g56	g1	0.10984485308073551
g3	g56	0.10743363229604024
g50	g6	0.10733107163879761
g41	g13	0.10501980330846804
g6	g50	0.10476845309886314
g3	g30	0.10239301432275193
g4	g45	0.10184366400350385
g30	g1	0.10078916027147743
g22	g11	0.1000705035516988
g2	g3	0.0981924823132726
g13	g41	0.09740910948349792
g6	g1	0.09601655893246107
g14	g47	0.09487546284484764
g18	g17	0.09413000181115987
g47	g12	0.09368473397496194
g31	g11	0.09142994193797137
g1	g61	0.09138816980335122
g10	g40	0.09093944321558536
g9	g21	0.09058204582156908
g39	g56	0.08944896700213988
g14	g18	0.08942065258339786
g14	g13	0.08917435292466477
g13	g14	0.08783207246408939
g11	g59	0.08705117288121414
g56	g39	0.08600909379997754
g41	g18	0.0832613517974671
g21	g9	0.08290293142446759
g47	g22	0.08236327708922372
g45	g2	0.08211641092874929
g40	g9	0.08188621989320655
g22	g31	0.08174411841292363
g50	g1	0.08084457328352235
g17	g59	0.08071903826743433
g18	g20	0.07926387111377949
g18	g22	0.07917491789549895
g13	g12	0.07892200308467917
g47	g17	0.07874405556580721
g12	g13	0.07827342454658597
g13	g17	0.07800891409931728
g47	g14	0.07798507180571884
g47	g20	0.07786967697850541
g45	g56	0.07780810166285358
g30	g3	0.07733445935787527
g30	g45	0.07634735394398681
g59	g11	0.07585192267534771
g56	g3	0.07569852269514529
g5	g54	0.07543384506703217
g9	g40	0.0745155425177545
g20	g18	0.07446654139434962
g18	g12	0.07444646205146187
g13	g20	0.07431792535015067
g59	g31	0.07420414497188473
g39	g30	0.07419171605352304
g47	g41	0.07416824492114563
