Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
KEGG_2019	TGF-beta signaling pathway	1/107	0.02646792081347635	0.050235116326080416	0.054606611142212734	0.10295917230630158	-17.983585924254808	65.31317966480579	smad7
KEGG_2019	Phosphatidylinositol signaling system	1/108	0.026712612936842524	0.050235116326080416	0.05510270702554946	0.10295917230630158	-11.266886532814949	40.81564207479853	plcb3
KEGG_2019	Inositol phosphate metabolism	1/86	0.021318006935751647	0.050235116326080416	0.04414844647225296	0.10295917230630158	-8.68261456068705	33.41246485347179	plcb3
KEGG_2019	Wnt signaling pathway	2/184	0.0008266228048121103	0.01074609646255744	0.0029788051327169197	0.03872446672531998	-2.9708552929187237	21.0876123484532	plcb3;wif1
KEGG_2019	AGE-RAGE signaling pathway in diabetic complications	1/123	0.03037709443715132	0.050235116326080416	0.06252333250963614	0.10295917230630158	-3.387167114412593	11.834986897226507	plcb3
KEGG_2019	Melanogenesis	1/137	0.033787310808373196	0.050235116326080416	0.06941410301900883	0.10295917230630158	-2.8012370563716487	9.489666645901627	plcb3
KEGG_2019	Vascular smooth muscle contraction	1/157	0.038642397173908015	0.050235116326080416	0.07919936331253967	0.10295917230630158	-2.8441270232134563	9.253097740354738	plcb3
KEGG_2019	Gap junction	1/123	0.03037709443715132	0.050235116326080416	0.06252333250963614	0.10295917230630158	-1.9714565756380709	6.888400233294632	plcb3
KEGG_2019	GnRH signaling pathway	1/123	0.03037709443715132	0.050235116326080416	0.06252333250963614	0.10295917230630158	-1.730415878994349	6.046188027602643	plcb3
KEGG_2019	NOD-like receptor signaling pathway	1/148	0.036460029491618376	0.050235116326080416	0.0748045293279035	0.10295917230630158	-0.8203531760322483	2.716631290800895	plcb3
KEGG_2019	Apelin signaling pathway	1/175	0.04299526945907845	0.050812591178910876	0.08794723477564119	0.10393764109848498	-0.1026637143926602	0.32304833552596035	plcb3
KEGG_2019	Adrenergic signaling in cardiomyocytes	1/202	0.049495000851404	0.05361958425568766	0.10096488282818117	0.10937862306386291	3.6799908573064113	-11.061624193390669	plcb3
KEGG_2019	Calcium signaling pathway	1/268	0.06523464923423392	0.06523464923423392	0.13226305267737715	0.13226305267737715	6.059278579298788	-16.54040369005217	plcb3
