Gene1	Gene2	EdgeWeight
g24	g34	1.9920701544496544
g34	g24	1.9920701544496544
g23	g5	1.9890808903085235
g5	g23	1.9890808903085235
g39	g45	1.9879000287586732
g45	g39	1.9879000287586732
g24	g60	1.9869933123761652
g60	g24	1.9869933123761652
g28	g34	1.9847402414792947
g34	g28	1.9847402414792947
g2	g56	1.9828694282624613
g56	g2	1.9828694282624613
g3	g45	1.9778311126063808
g45	g3	1.9778311126063808
g30	g56	1.9754474255767644
g56	g30	1.9754474255767644
g3	g39	1.9739661344398969
g39	g3	1.9739661344398969
g36	g46	1.973126398817792
g46	g36	1.973126398817792
g49	g5	1.966129319674466
g5	g49	1.966129319674466
g2	g30	1.9659182179984915
g30	g2	1.9659182179984915
g14	g36	1.96513741746739
g36	g14	1.96513741746739
g32	g5	1.9634106801359612
g5	g32	1.9634106801359612
g4	g45	1.9610570810189285
g45	g4	1.9610570810189285
g19	g6	1.957646643935627
g6	g19	1.957646643935627
g3	g56	1.9553960862287743
g56	g3	1.9553960862287743
g14	g46	1.9544647988579655
g46	g14	1.9544647988579655
g14	g41	1.9537344122092688
g41	g14	1.9537344122092688
g39	g64	1.9513029159198607
g64	g39	1.9513029159198607
g1	g6	1.9490702460143208
g6	g1	1.9490702460143208
g39	g4	1.9488116786754244
g4	g39	1.9488116786754244
g2	g3	1.9487826619012572
g3	g2	1.9487826619012572
g13	g47	1.943438458120036
g47	g13	1.943438458120036
g18	g47	1.9393446726680104
g47	g18	1.9393446726680104
g27	g54	1.9389299890755751
g54	g27	1.9389299890755751
g3	g4	1.9366246194948584
g4	g3	1.9366246194948584
g35	g42	1.9363931062668427
g42	g35	1.9363931062668427
g17	g20	1.9356157010373591
g20	g17	1.9356157010373591
g45	g64	1.9355742387901336
g64	g45	1.9355742387901336
g3	g30	1.9354233076025449
g30	g3	1.9354233076025449
g43	g6	1.9340293794930743
g6	g43	1.9340293794930743
g42	g5	1.9337375631238185
g5	g42	1.9337375631238185
g41	g46	1.9323043213467452
g46	g41	1.9323043213467452
g36	g41	1.9321676870533568
g41	g36	1.9321676870533568
g43	g63	1.9291729021798265
g63	g43	1.9291729021798265
g13	g18	1.928641787072728
g18	g13	1.928641787072728
g54	g58	1.928308767082466
g58	g54	1.928308767082466
g35	g4	1.9260640943565068
g4	g35	1.9260640943565068
g2	g45	1.9239744786027289
g45	g2	1.9239744786027289
g33	g60	1.9239411148124248
g60	g33	1.9239411148124248
g1	g2	1.923627963087402
g2	g1	1.923627963087402
g35	g5	1.922318986209312
g5	g35	1.922318986209312
g13	g14	1.9220749272150317
g14	g13	1.9220749272150317
g12	g17	1.9219563926249252
g17	g12	1.9219563926249252
g20	g22	1.9209715519424175
g22	g20	1.9209715519424175
g36	g38	1.9206616379512536
g38	g36	1.9206616379512536
g11	g31	1.9202859545725244
g31	g11	1.9202859545725244
g33	g4	1.9171708289137688
g4	g33	1.9171708289137688
g39	g56	1.9170956988476182
g56	g39	1.9170956988476182
g17	g22	1.9156070285531293
g22	g17	1.9156070285531293
g27	g5	1.9154804450752605
g5	g27	1.9154804450752605
g1	g50	1.915192298777805
g50	g1	1.915192298777805
g12	g20	1.9151165738358773
g20	g12	1.9151165738358773
g33	g45	1.9149179974103636
g45	g33	1.9149179974103636
g45	g56	1.9145894980087887
g56	g45	1.9145894980087887
g2	g39	1.9135575380732908
g39	g2	1.9135575380732908
g34	g58	1.912805091432304
g58	g34	1.912805091432304
g28	g54	1.9126952611507573
g54	g28	1.9126952611507573
g12	g22	1.91230558958176
g22	g12	1.91230558958176
