TF	target	importance
g36	g46	0.23030743127864495
g46	g36	0.2222537858016401
g39	g45	0.20497209703457894
g45	g39	0.19770328389813113
g45	g3	0.1926834654670617
g2	g56	0.19084231845281002
g39	g3	0.1896858561700441
g3	g39	0.1839434869709856
g2	g30	0.1837052474152437
g56	g30	0.1820361268785701
g18	g47	0.17758906970312716
g30	g56	0.1770243211729891
g47	g18	0.17391103353033072
g3	g45	0.17368572005667296
g14	g41	0.16985442484072702
g41	g14	0.16981140466798314
g30	g2	0.16872091156474314
g56	g2	0.16853212921454488
g14	g36	0.1619501350921692
g14	g46	0.1611801268214664
g36	g14	0.156911351333851
g46	g14	0.15259692982985956
g46	g41	0.14737392557581902
g45	g4	0.14702426696033005
g2	g1	0.14567452198518016
g50	g6	0.14155944540126705
g6	g50	0.14124777314610965
g17	g12	0.14082570862109609
g12	g17	0.14020867299418993
g47	g13	0.14018091957186715
g39	g4	0.1395902231670593
g41	g46	0.13956832676903955
g3	g4	0.13804775675760694
g4	g5	0.13589137426210104
g13	g47	0.13101686918230798
g22	g12	0.13074386101233207
g30	g1	0.13046040371905968
g36	g41	0.12937098214582404
g41	g36	0.12897706619254476
g18	g22	0.12320679292808513
g14	g13	0.12129849814454376
g4	g45	0.11992635253681302
g18	g20	0.11984372903239435
g22	g20	0.11842067619501918
g4	g3	0.11631353904969229
g12	g22	0.11561959744408486
g56	g1	0.11547324105637824
g4	g39	0.11116297033773555
g1	g2	0.11069284817392916
g1	g50	0.11056105952435391
g17	g20	0.10940676885062253
g20	g17	0.1081154222339516
g5	g4	0.1067937485233031
g20	g12	0.10630538008773925
g18	g13	0.10520719906816506
g18	g17	0.10452726012190637
g1	g6	0.1038903113241509
g20	g22	0.10131130838308779
g17	g22	0.09998116260111042
g18	g12	0.0969313978211551
g2	g50	0.0962053773826347
g22	g17	0.09604455867849061
g22	g59	0.09566831020678855
g3	g56	0.09376139040348283
g5	g54	0.09273693076343688
g1	g30	0.09201124533117463
g31	g11	0.0915455389239486
g22	g18	0.08925486916658314
g20	g18	0.08903275298573261
g41	g47	0.08897836928726462
g12	g20	0.08835683377499337
g41	g13	0.08786891878369811
g13	g18	0.0872851668232907
g47	g12	0.08722348059360928
g1	g61	0.08623895868907518
g50	g1	0.08513682875262363
g6	g61	0.0839664398805679
g11	g31	0.08296657110250387
g13	g41	0.0822052498178264
g3	g2	0.08150252713929566
g3	g30	0.08042317484042372
g13	g14	0.07999771320527656
g1	g56	0.07994391298247763
g14	g18	0.07963017726537035
g59	g31	0.07925748385246076
g41	g18	0.07850397279787094
g39	g30	0.07828938551789912
g14	g47	0.07825496450758891
g10	g55	0.07808744636746534
g47	g17	0.07805317561274402
g10	g40	0.07754151858808774
g50	g61	0.0775066704753052
g59	g40	0.07726378566616128
g45	g5	0.07695288261306364
g30	g39	0.07624952436232485
g56	g45	0.07600159497030302
g47	g22	0.07586160187962741
g47	g31	0.0756564733679865
g17	g11	0.07471849168681916
g56	g3	0.07439358837805894
g12	g11	0.07436935768780469
g47	g20	0.07401300489807744
g2	g6	0.07301764173792052
g2	g3	0.07257700921050099
g6	g1	0.07246318003709447
g31	g59	0.07239314006909646
g6	g7	0.07205386232107057
g59	g44	0.07178882474955547
g31	g10	0.07170513335298218
g20	g11	0.07130434906447457
g57	g54	0.07044810209233543
g13	g22	0.07028876801932973
g11	g10	0.07012103454186196
g30	g61	0.06975630424784221
g47	g59	0.06971243499293898
g12	g18	0.06964194896635256
g30	g50	0.06930894410528736
g30	g45	0.06875148252108546
g30	g3	0.06854867313424377
g47	g41	0.06843541176628903
g39	g5	0.06828384196945683
g56	g50	0.06762094743509778
g45	g56	0.06759027255344398
g3	g5	0.06754058856514131
g45	g2	0.06742310217824143
g22	g13	0.06708372398408177
g61	g6	0.06695823031521222
g13	g20	0.06678824091632458
g21	g55	0.06568393312711938
g39	g56	0.06560356969382412
g20	g47	0.06520883575417884
g56	g39	0.06512994577445187
g40	g10	0.06508052034281704
g13	g46	0.06445409721723994
g55	g21	0.06421345203582568
g9	g21	0.06390359857110418
g6	g19	0.06364233949896489
g21	g9	0.0630185368724955
g31	g44	0.06290164397053048
g13	g36	0.06255415793460793
g41	g51	0.06231000858726614
g47	g14	0.062250093182522365
g22	g9	0.06214122166111681
g11	g40	0.06209551342702225
g2	g45	0.06184829068868027
g10	g31	0.06145960360331846
g20	g59	0.06133341058763568
g17	g18	0.06130491350128116
g2	g39	0.0612758540259754
g61	g8	0.06107418494267211
g12	g47	0.060956295357719396
g61	g26	0.06069547595011897
g45	g64	0.060326336209158206
g59	g10	0.060029827174342076
g22	g47	0.059966921943608885
g59	g57	0.05981087168181604
g9	g15	0.05977416867408883
g18	g41	0.05966852459610318
g22	g16	0.05964939685787947
g6	g8	0.05956694830123074
g50	g19	0.059098264886854476
g18	g14	0.0582669834283653
g55	g10	0.05820003452708967
g59	g9	0.058114104768516424
g12	g59	0.058086362982810114
g12	g31	0.05808380867134185
g50	g7	0.057473095319823884
g31	g57	0.05675285773639861
g39	g2	0.05640139935199481
g13	g17	0.05623140137297541
g13	g59	0.055958153481774735
g59	g55	0.055447208357134764
g31	g53	0.05535666932851577
g45	g30	0.05528529725474987
g56	g61	0.054843045395643004
g18	g29	0.054625586792043136
g20	g13	0.0545086298320278
g12	g10	0.054241016800824084
g30	g6	0.05387492877423107
g22	g31	0.05325128885475476
g15	g26	0.05319043160868813
g18	g11	0.053098580697188306
g61	g50	0.0529577649690824
g14	g51	0.052752163585263696
g17	g47	0.052584344111648695
g47	g25	0.05254483871368732
g50	g63	0.05249293608437751
g18	g37	0.05230308084084421
g17	g59	0.05144887755783547
g36	g38	0.05115713026431474
g59	g53	0.051127541499726294
g46	g52	0.051124416990492284
g9	g26	0.05106737287628985
g6	g34	0.05085872947834988
g2	g61	0.05080848569093228
g46	g38	0.05042708565428068
g61	g1	0.050419908378938554
g47	g46	0.049832417580610966
g1	g19	0.04973602181272391
g30	g26	0.04963293717422803
g18	g25	0.0495496720025767
g18	g53	0.04903939982094022
g13	g31	0.04865205163927985
g3	g1	0.04827398005921971
g12	g62	0.048148962382298065
g18	g31	0.048146227001527125
g13	g12	0.04806987352210918
g10	g11	0.04795784455838315
g41	g12	0.047725677203792206
g17	g31	0.0474244296351483
g50	g43	0.04741226009328816
g21	g15	0.047341310712777536
g22	g10	0.047334070221477335
g18	g46	0.046822407734835605
g55	g15	0.046754823137114106
g22	g11	0.0466921077252016
g18	g59	0.04637918804601939
g59	g11	0.04634823187484162
g55	g26	0.04617844197797974
g13	g37	0.046172658304570284
g2	g4	0.04612906030651889
g2	g7	0.04599116247502329
g6	g63	0.045980109495336256
g6	g43	0.04588168667664701
g50	g2	0.04583185439397902
g54	g5	0.04564487566446747
g47	g37	0.045603788519230366
g14	g38	0.045560986338197856
g12	g44	0.04526041091035188
g17	g44	0.04503743091644862
g31	g40	0.044985005012540456
g12	g13	0.04478568225229529
g22	g62	0.044664588521126994
g48	g8	0.04457013719727681
g6	g48	0.04445565514356975
g30	g19	0.04430240950484881
g12	g53	0.04410101782154057
g36	g52	0.04387229577414085
g47	g36	0.04380093464530584
g17	g62	0.04377291532056251
g22	g21	0.043662519198116555
g18	g36	0.04355033995536966
g50	g56	0.043413175556008265
g34	g28	0.043086381660206056
g20	g25	0.04302335444322582
g14	g22	0.04297078235225511
g5	g45	0.04287511707687502
g9	g57	0.04265285599835385
g22	g37	0.04264206690667134
g6	g2	0.042613816011766587
g36	g13	0.04260385905352292
g8	g48	0.04256595512994194
g41	g22	0.04251443258640404
g1	g43	0.04245484867172969
g46	g13	0.04244811251845903
g17	g13	0.04228446345656019
g11	g44	0.042237026116864036
g56	g4	0.042168046111192875
g55	g40	0.04210421143062291
g34	g24	0.04179302735987248
g18	g55	0.04162255025219384
g56	g6	0.041306718803835164
g18	g16	0.041259253341549805
g11	g57	0.040932874701897166
g55	g9	0.04090815476316391
g61	g48	0.040852997425032345
g41	g20	0.04060876279748589
g40	g9	0.04054979983085762
g17	g21	0.04050578099468089
g14	g52	0.0404865016097725
g44	g54	0.040403924233809285
g14	g20	0.04039366435232395
g10	g21	0.040237301195965934
g10	g57	0.03994749684164796
g22	g44	0.03988427787492111
g47	g55	0.03952716410696845
g47	g11	0.03951403549324977
g20	g44	0.039430568326311366
g50	g48	0.03931245744247337
g20	g37	0.03922047648387562
g20	g21	0.03912831010867974
g47	g10	0.03911487544779511
g61	g63	0.038990451177654886
g50	g62	0.03889377772059328
g26	g15	0.0388725911389239
g50	g30	0.03883667520968272
g59	g15	0.038833522241779286
g20	g16	0.03880370366027772
g40	g55	0.03873658429836076
g12	g9	0.038522468649630985
g39	g64	0.03843886917890315
g2	g26	0.03842211221042724
g2	g19	0.03833029562383753
g47	g29	0.03829775992399079
g17	g16	0.03828782639472461
g56	g43	0.0382540397826515
g31	g9	0.03819869238907897
g13	g25	0.038158199562414855
g14	g17	0.038136199333180305
g14	g12	0.03808930517688307
g4	g49	0.03789892945913196
g20	g31	0.037659389949685686
g11	g17	0.0374982106571173
g6	g30	0.03748116408354925
g3	g64	0.037405623372302105
g20	g55	0.03740309300845879
g26	g61	0.03724067368639053
g34	g60	0.03702659751210805
g13	g29	0.03693328884143065
g50	g8	0.03688049388214954
g40	g21	0.036880070763682535
g14	g59	0.036766040595598105
g12	g16	0.036760774847156584
g41	g25	0.03675496664800661
g24	g34	0.03660525380061898
g1	g63	0.03647211799041301
g45	g54	0.03645626334488728
g12	g14	0.03643967966934201
g31	g21	0.03643478500944296
g1	g3	0.0364260566380899
g5	g39	0.03637891809466907
g20	g29	0.036374835537717434
g13	g57	0.036318067221526834
g56	g63	0.03620610197444264
g47	g53	0.036163265589035
g41	g17	0.03608783400312587
g41	g52	0.035896903200223484
g45	g33	0.035849257903095746
g4	g58	0.03584690405558186
g30	g8	0.03584643762011161
g7	g54	0.03556293878134884
g1	g7	0.03540899154722877
g21	g26	0.035356908775214295
g5	g23	0.03527846569302742
g30	g4	0.03490813985263632
g46	g51	0.0348463085500968
g9	g55	0.034654418569480594
g1	g39	0.03462276136404655
g28	g34	0.03449689456337571
g51	g54	0.034438400225518716
g17	g41	0.03436331699641594
g9	g40	0.03427568344561502
g26	g55	0.034232355441873016
g5	g32	0.03417630022567569
g8	g61	0.03414160620131652
g39	g35	0.034123923602641784
g45	g35	0.034078384851586124
g12	g37	0.03399588866776135
g7	g6	0.03366262086351405
g8	g19	0.033640543182481795
g10	g44	0.03359594585182197
g13	g16	0.03358737197877739
g12	g41	0.0335552159549867
g11	g9	0.033453151132572696
g47	g16	0.03345255602749036
