	g0	g1	g10	g11	g12	g13	g14	g15	g16	g17	g18	g19	g2	g20	g21	g22	g23	g24	g25	g26	g27	g28	g29	g3	g30	g31	g32	g33	g34	g35	g36	g37	g38	g39	g4	g40	g41	g42	g43	g44	g45	g46	g47	g48	g49	g5	g50	g51	g52	g53	g54	g55	g56	g57	g58	g59	g6	g60	g61	g62	g63	g64	g7	g8	g9
E71_2433	0.0	0.006194123237030582	0.0	0.0	2.517675570965817	2.003440633132466	2.1038868096969563	0.0	0.0	1.4824272607500784	1.6339470498774045	0.0	0.02333586887373881	1.7643192749864225	2.8736478953580535	2.0283528008888503	0.0	0.0	0.0	0.0	0.0	2.163792318676745	0.0007857588074463664	0.0	0.0	1.6984230829476876	1.6451829312897788	2.3048841472353887	0.0	2.4403044162002536	1.9594260393044776	0.013293257586344727	0.018683384377144854	0.0	0.0	1.716614489697001	2.277161320291224	2.5477778107563736	1.8346518285381481	0.0	0.0	1.9279027159834183	1.890328406537348	2.05963661586387	1.899092925856032	0.0	0.0	0.0	0.0	0.0	0.1206677564858106	0.0	0.0	0.0	0.0	2.0453733847216307	0.0	1.8057641562674949	0.027225936539293345	0.0	2.7047309297839925	2.4269535247513443	0.0	0.0	2.10260265083161
E80_400	0.0	1.6083588928228063	0.0	0.0	0.0	0.0	0.0	2.091699588746844	1.9765515834426128	0.0	0.0	0.0	1.3228103552486747	0.0	0.0	0.0	0.0	1.8982577637105384	0.0	2.135598735116248	0.0	1.8454768523667189	0.0	0.0	1.082126589677465	0.01343251641084984	0.0	0.0	0.2898610926199408	2.5362202234169056	0.0	1.8318207935274409	1.6184228919682464	0.0	0.0	0.0	0.0	2.774957306584021	0.0	1.8993467415803609	0.004487161267040545	0.0	0.0	0.0	1.81069031911456	0.0	0.0	1.7508927045705711	0.0	0.0	0.042899307001532425	0.12760502969917714	1.1258400925155119	2.1928250343232047	2.1314341384042894	0.0008682043803367491	0.0	1.4075264728584511	0.0	0.0	0.0	0.0	0.0	0.02218692876478142	0.0
E1_1126	0.0	0.0	1.468641242791753	0.02479859673968688	0.0	0.0273076091476403	0.0	0.0	2.4558506858182323	0.0	0.0	0.0	0.0019232813405500914	0.0	2.426654711698139	0.0	1.6277731453763489	0.0	0.0	0.19163136453887766	0.0	0.0	0.0	0.0	0.0	0.0	1.4122017675509833	0.0	0.0217361187413944	0.0	0.0	2.414845467603707	1.9694310577449283	0.0	0.0	0.0	0.018196013018187795	0.0	2.1513908946200284	2.1453251735421697	0.01542529859107874	0.0	0.0007697371682027223	0.0	0.0	0.005073620658919478	0.0	0.0	1.5549141638864423	2.7236621308111078	0.17064751121831498	0.0	0.0	1.86143322783008	0.0	0.0	0.0	0.0	0.0022507389483728338	2.44308915523874	2.673325285134645	0.0	0.0	2.481457124391129	2.4578923270045903
E92_1301	0.0	0.10387261488796264	0.4222404090993795	0.0	0.0	0.0	0.0	0.0	2.034747087187571	0.0	0.0	2.5754252335592813	0.0	0.0	2.38417452673136	0.013614627849297251	2.4572442651742694	0.0	0.0	0.006174826559037379	0.0	0.0	2.3792127000394414	0.0	0.0	0.026484204821522868	0.0	2.346961308023224	0.0	2.1445089750186974	0.14056535992792665	2.3720510433343427	2.1343231328638024	0.0	0.0	0.0	0.0	0.0	1.3311895219070442	1.888347636826551	0.010026014676238376	0.0	0.0	2.00276244646672	1.813091130242393	0.0521874804781728	0.0	1.7123252805919726	1.7721420612075969	2.154094211805191	0.050946040300821636	1.89837139283848	0.002211001045371484	2.1079485848657016	0.0	0.0	3.9423492894356106e-05	0.0	0.0	0.0	0.0	0.0	2.1031524211444474	0.0	2.139259492688011
E105_1781	2.398440632121557	0.0	0.0	0.0	2.161452865947444	1.6047472656581032	1.5514183437788156	0.0	0.0	1.8778407058142563	1.5658853053015394	0.0	0.010938213897833298	1.5593747366335204	0.0	2.398212751154825	1.9878666212582887	0.0	0.0	0.0	2.3253027029744766	0.0	0.0	0.017188543336417818	0.0	1.5091578173729696	0.0	0.0	0.0	2.439852274377833	0.0	0.0	0.0	0.0	0.011412034544068918	1.215555661926229	1.904354304409518	0.0	0.0	0.0	0.0	0.0	1.606600272168465	0.0	1.7639681694479914	0.0	0.0	0.27276245679483163	0.0	0.0	0.004289594870084622	0.0	0.0	0.026838774172884883	0.0	2.11253267703204	0.0	1.9910216502067768	0.0	0.0	2.059165230469425	2.4978897097764436	2.2880393633192324	1.8052145129396808	2.1430932027026164
E128_2073	0.0	0.013547947244274359	2.0998209380652746	1.6984320929714642	2.4177153371086297	1.9784334030020432	1.7845525169542729	0.0	0.0	1.3012221669501902	1.576367875122746	2.8554241286291404	0.07560169995752372	1.8967987400596031	0.0	1.866008360086672	0.0	0.0	0.0	0.0	2.186970694110534	2.206431923437848	0.4283234101077977	0.0	0.0013200248727163676	1.710444419002738	1.5382650817211947	2.107693426289309	0.007626166146074244	2.1788919872941475	1.8123346927815016	0.0	0.0	0.0	0.0	0.0	2.1247238386720517	2.8257672772543967	2.2894370882340995	0.047735906131562866	0.0	1.6432649707203837	1.3371765177086592	0.0	1.9880466437596631	0.014016400309927823	0.0	0.0	0.0	0.0	0.0975193566392362	1.7464154601681074	0.0	0.008570439441165862	2.4139704304536536	1.947094518109577	0.0	0.0	0.4660909328105723	0.0	2.8086373053207097	2.2160449156516813	0.0	2.430014188958937	2.1189930110435773
E289_1576	0.0	0.0	2.11034316112812	1.684194055369774	1.8975696050034283	0.0	0.0	0.3041338072356412	0.0	2.306172637482267	1.8303427273297241	0.0	0.0	1.9339262061379336	0.0	2.0477586548896123	2.2778982201347087	1.5487743217987218	0.0	0.0	2.3706833234154754	2.468000395763731	0.0	0.0	0.0	1.6918992236190915	2.2541617814425443	2.0851548787962684	0.0008715734268656835	2.146171162963532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6554446599319008	0.046316682423458336	0.010470366450267004	0.0	0.9830873469442316	2.399330334281161	2.045118471837841	0.0	0.0	0.0	0.0	0.0	0.0	1.956608614674167	0.0	0.0	0.0	1.9454975066289844	0.01497925355683236	0.0	0.0	0.0	0.0	2.8103460005935386	2.167492004501872	2.2051645433785474	2.31553925746178
E64_1902	2.0833468253197442	0.0	1.5031375897850208	1.893440167161048	2.0920367365077945	1.811971875095122	1.996952160982756	3.862507353115968e-05	0.0	1.7924784521019062	1.8508664482681432	0.0	0.0	1.763782655409308	1.9884771184180408	1.6859608327859366	0.0	0.0	0.12279729929720536	0.025475460123888908	2.361256103739156	1.6889262722237817	0.0	0.028836056715879337	0.0071251119994794184	2.2273231922918635	0.0	2.298550759751414	0.0	0.0	2.0616519697684974	0.05600260678234389	0.0	0.010188461965250771	0.0	1.7767025252989392	2.256687746946147	0.0	0.0	0.0	0.0	1.7607665201947875	2.25790826826998	2.035332257895409	1.8886491971260173	0.0	0.001250850675039959	0.0	0.0	0.003449663205149392	0.045230210221695946	1.623814177050835	0.0	0.0	0.0	2.462647075444577	0.022807439743752544	2.4471719862404853	0.0	0.0	0.0	0.0	0.0	2.2559222822149585	2.2586019190638145
E97_907	2.4533410282060117	1.1938626843939688	0.0	0.0	0.0	0.0	0.02181058132186828	2.077141100079511	2.2402138922218224	0.0	0.0	0.0	1.1233540931991812	0.0	0.003797565683712258	0.0	1.6665368270478038	2.2002906134388938	0.0	0.0	2.118092600465105	2.467005702432712	2.162898179818133	1.0962340328301745	1.7506762229447894	0.0	0.0	0.0	0.00509324560660324	0.043686355041787056	0.0	0.0	0.0	1.258985332257217	0.825835762839696	0.0	0.08768032992153027	0.0	0.0	1.872398315227589	1.6460625262483777	0.07803610688258117	0.012289370823914014	0.0	0.0	0.6780585883968622	0.0	0.0	0.0	0.0	0.015837675340304627	0.015659267216389074	1.7301680878798582	0.0	0.0	0.0008666126134904392	0.0	0.0	0.0	0.0	0.552850350790536	0.0	0.0	0.00018670128344689288	0.0
E220_414	0.0	0.0	0.0497909981175106	0.0	0.013619518302889164	0.0	0.001842468960143153	0.0	0.0	0.0	0.0	0.0	1.9063060849197024	0.010604491181350059	0.0	0.004640433982795028	2.0467632672214804	0.0	0.0	2.7630472583733576	2.3668839587276547	1.0418223934199682	0.0	1.750887502881414	1.65664895055616	0.0	2.2620767055716096	0.0	0.0	0.0	0.0	0.0	2.1523560080056834	1.3936556976588226	0.0029585328941424296	0.0	0.0	0.0	0.0	1.7043571826059816	1.6083073432974335	0.0	0.00040714402259493625	0.0	0.0	0.031911003865403666	1.8397586429283896	1.6980615685781688	0.0	1.7385009494167167	0.08123715315879843	0.0	1.5351394834996757	2.0209949314842053	0.0	0.0	2.2208426338877056	2.358644895878317	2.437735945374538	0.0	0.020485945885296	0.0	0.0067186392152088475	0.0	0.0
