Gene1	Gene2	EdgeWeight
g34	g60	1.997103582590344
g60	g34	1.997103582590344
g28	g34	1.995570764989604
g34	g28	1.995570764989604
g36	g46	1.9893413475925352
g46	g36	1.9893413475925352
g28	g60	1.9891816547157344
g60	g28	1.9891816547157344
g24	g34	1.986965392721661
g34	g24	1.986965392721661
g39	g45	1.9856376791649024
g45	g39	1.9856376791649024
g4	g5	1.9836532860197829
g5	g4	1.9836532860197829
g30	g56	1.9836057770789812
g56	g30	1.9836057770789812
g3	g45	1.9818757264798323
g45	g3	1.9818757264798323
g2	g30	1.9817437702317269
g30	g2	1.9817437702317269
g3	g39	1.9768568070469332
g39	g3	1.9768568070469332
g2	g56	1.9743779715543053
g56	g2	1.9743779715543053
g3	g30	1.9717088224045891
g30	g3	1.9717088224045891
g14	g41	1.9698009848260098
g41	g14	1.9698009848260098
g3	g56	1.968908323416575
g56	g3	1.968908323416575
g30	g45	1.965891524563552
g45	g30	1.965891524563552
g14	g46	1.965250245837132
g46	g14	1.965250245837132
g14	g36	1.965200702760345
g36	g14	1.965200702760345
g2	g3	1.9588325939529498
g3	g2	1.9588325939529498
g1	g56	1.9578754602299508
g56	g1	1.9578754602299508
g0	g24	1.9577850788581488
g24	g0	1.9577850788581488
g45	g56	1.9573985013246455
g56	g45	1.9573985013246455
g12	g17	1.954866714437172
g17	g12	1.954866714437172
g30	g39	1.9525977857580457
g39	g30	1.9525977857580457
g46	g52	1.951470567829836
g52	g46	1.951470567829836
g39	g56	1.9511608346392568
g56	g39	1.9511608346392568
g4	g45	1.9508777258327683
g45	g4	1.9508777258327683
g1	g2	1.9506129925671107
g2	g1	1.9506129925671107
g36	g38	1.9485918789949013
g38	g36	1.9485918789949013
g41	g46	1.9481736692334797
g46	g41	1.9481736692334797
g33	g4	1.9448267611460297
g4	g33	1.9448267611460297
g2	g45	1.9435264450807288
g45	g2	1.9435264450807288
g1	g30	1.942682687041344
g30	g1	1.942682687041344
g36	g41	1.9425864010596168
g41	g36	1.9425864010596168
