	g0	g1	g10	g11	g12	g13	g14	g15	g16	g17	g18	g19	g2	g20	g21	g22	g23	g24	g25	g26	g27	g28	g29	g3	g30	g31	g32	g33	g34	g35	g36	g37	g38	g39	g4	g40	g41	g42	g43	g44	g45	g46	g47	g48	g49	g5	g50	g51	g52	g53	g54	g55	g56	g57	g58	g59	g6	g60	g61	g62	g63	g64	g7	g8	g9
E283_1465	0.0	0.0	0.0	1.7987565758262714	1.884442863078064	0.0	0.0	0.0	0.0	1.2229767708449482	0.0	2.4051834851664955	0.0	2.136659910500315	2.2214169164557243	1.4829610044982309	2.11001856845736	1.8455249195581205	0.0	0.04739178488350426	0.0	0.0	0.0	0.0	0.0	2.057195990935359	0.0	0.0	0.2270698742452368	0.0	0.0020311398311692198	2.254756504098963	0.0	0.013696091468161756	0.0	1.9535450743608795	0.0002060676505261194	2.9131022918649574	2.6052320093569152	0.0	0.012488720006613043	0.06500390020225504	0.0024890545239666076	1.8423474730030247	2.3124006885236508	0.0	0.002207177148067359	1.9252104688236176	1.9020254385839288	0.025450464368097205	0.0	2.539079662030437	0.0	0.0	0.0	1.839757421439504	0.08565123287752481	1.231348819879914	0.0	0.0	2.729723544825465	2.2161118518249503	2.172997010815088	0.0	2.1380318853558284
E93_231	2.008786902902283	0.0	0.0	0.012692468105893036	0.0	0.0	0.07101115424348581	2.1197974134813697	2.7400807532894143	0.013008055787017256	0.053452392641451706	0.01908221239577175	0.07443929910632271	0.0	0.0	0.0	0.0	0.0	2.308304879596108	2.3551236203722428	0.0	0.0	1.4812363174138137	0.0	0.0	0.00500628453212645	2.0972284802635683	2.3094863417087903	1.3029640622218897	0.0	0.023299906739889117	2.0691645521847946	0.0	0.0	0.0	0.12155295069575622	0.015537922135879371	2.601176861648082	0.0	0.0	0.0	0.0	0.0	0.0007437274984156035	1.6321146286716386	0.000836572981443762	2.7918871430172114	1.4776398538607067	1.6537156428093231	0.0	0.03973449948726745	0.0	0.0	1.812591405911613	0.0	0.00593401959156473	2.2142678359228185	0.536893206466334	2.4489005861573188	2.3242398337412884	0.0018876922586924321	2.213336705187961	0.021456514695438828	0.0	0.11041866587292
E247_1274	0.0	0.0	0.0	0.0	0.0038955295467018322	0.0	0.0	2.00544417310078	2.364875173056061	0.0	0.0	0.0	0.0	0.0009472940255395524	0.0	0.03233139302955063	0.0	2.2539503320712937	1.5642831270713102	2.046544146072156	2.1660340424431577	0.0	2.700427157097048	0.0	0.0	0.0	0.0	0.0	0.01743845982673285	2.3116517360633337	0.0	0.0	2.317110464528201	1.7966694904484022	0.05463544052298595	0.0	0.0	0.0	2.1475495984021866	2.7296596988570907	1.974566886864968	9.743412133590248e-05	0.0	0.0	0.0	0.26973596489486784	0.16180670982780634	2.0325410567335025	2.192944528465014	0.0	0.0	0.0	0.021006547658563444	1.3471939319849109	0.0	0.017467915923931984	0.0	1.9430251533959848	1.4543189659558828	2.1053276786593806	0.0	0.0	2.0766141506835853	0.0	0.0
E253_1074	0.0	0.0	1.9553062827909853	1.7293016956169138	0.5586974101739737	0.0	0.0	0.0	0.0	0.0	0.00948063390443065	2.299119026785976	0.0	0.0	2.357317179338789	0.7164808312366486	2.019039406622309	0.0	0.0	0.043755482391901586	1.4457489487609845	1.8660214998434577	2.4044792930714727	0.0008904938626664642	0.0	1.7509677354187965	0.0	0.0	0.004553275886547499	2.0862023969934502	0.0	0.0	0.0	0.05441127983648133	0.0	1.862879133503885	0.0	2.549672694851094	2.4747956505291535	0.0	0.007910821200276374	0.0	0.0	1.9366801457894984	1.8661583083313555	0.0	0.0	1.7566314359563593	1.8566405097571763	0.0	0.0	1.7786756752913004	0.0	0.0	2.7389017074828206	2.1330418823728152	0.0	2.722487008594189	0.0	1.3588440316126331	0.0	2.1025936466904414	0.0	2.208319245045705	2.6709495452501586
E13_419	0.0	2.001752788735004	0.0	0.0	0.0	0.0	0.03230597504179879	0.0	0.0	0.0	0.0	0.0	0.9900705747929308	0.0024748511425605364	0.0	0.028854023700814174	0.0	0.0	2.7018793954962272	2.0245301159753963	0.0	0.0	0.0	0.0	1.44059714510556	0.002331538659489746	0.0	0.0	0.0	1.7538593942764966	0.0	0.0	2.10630898928914	0.0	0.10222169363457034	0.0	0.0	2.633029643712568	0.0	2.2674788037832685	0.0	0.04394329460749684	0.02255864683081728	0.01675191410578465	2.5464545239705894	0.06285692957986946	0.0	0.0	0.0	2.2280133797984747	0.0	0.014045286395531124	0.8162415232238003	2.144774999046782	0.0	0.0	2.6114818179037336	2.1997041648262474	0.0	0.0	0.04938068886124759	0.0	0.0	0.0	0.0
E218_349	0.0	1.8644614729512787	0.0	0.015456106623137443	0.0063946066791026645	0.0	0.009532320431866187	0.0	0.0	0.007025483187525564	0.0	0.0	1.3950502751295857	0.0	0.0	0.013502329476288056	0.0	0.0	0.0	2.4530203900214977	3.1394106195405462	0.0	2.1994235426120152	0.0	2.2316525043548787	0.0	0.0	2.2967634168679605	0.06579493383327091	0.0	0.0	0.0	0.0	0.0	0.0	0.002318149857887082	0.0	2.5817073235487205	0.007330083730880998	0.0	0.0	0.0	0.0052792962946574575	0.0	0.0	0.0	2.0706800334711524	0.0	0.0	1.8986225280924995	0.0	0.0	1.9480128711461333	1.6253553477233256	0.0	0.0	2.409971318218541	0.0	2.5538778715077126	2.4011883299767414	0.0	0.0	0.0	0.0	0.0
E171_1522	0.0	0.0	1.4652221356533441	1.7962026649333385	2.319813187216476	0.0	0.0	0.0	0.13942489228693633	1.5879952771842325	0.024063529214074817	2.498806990369877	0.02438814067409681	1.8458868822467385	2.5657242685856	2.494428858928704	2.545342794660733	2.478513485976757	0.0	0.0	2.7176249613422296	1.8781967573585645	0.0	0.0	0.0	2.200497806592164	0.0	2.1829834610817054	0.0	0.0	0.0	2.9223925340334707	2.417521359366603	0.0	0.0	0.0	0.17848057205906578	2.5296561823692056	1.6720741146743603	0.007381393447478514	0.0	0.0	0.0	1.8466730211600968	0.0	0.0002267067627570112	0.0	2.3465260421111718	1.400403678835633	0.126257874809679	0.0	0.0	6.574930143375332e-05	0.0	0.0	1.8903877201054784	0.05301482093219256	2.501591215960832	0.016548744630466777	0.0	2.733920199800332	0.0	2.2756951969589525	2.220714184719989	0.0
E6_1338	0.9325622804716568	0.0	1.8973267781809813	1.5811642713070924	2.963347246977429	0.0	0.0	0.0	0.17645278374852694	0.0	0.5089869020147681	0.0	0.00647406299104915	1.3050593644023791	2.237511808810128	2.42978461716377	0.0	0.3082523913603485	1.409723077084864	0.0	2.049799739629414	0.0	0.0	0.0	0.0	0.0	2.770401973222268	0.0	1.6617409644159031	0.0	0.0	0.0	2.262960407319944	0.0	0.0014831488312241907	1.8874241761367685	0.07898169858808737	2.5379376967581524	0.0	0.03404471871149884	0.0	0.020112754925607483	0.503062550261405	0.0	0.0	0.06719112207721871	0.00023466571089698232	2.620794725546627	0.0	0.013320798517442051	0.0	1.575368984314721	0.04841601723915518	0.005760028129475292	0.0	2.177416773570114	0.012088065787146959	0.0	0.0	0.0	0.0	0.0	2.1470098180716994	1.9598709227726183	2.1421499170393337
E101_161	2.2231738188836774	0.0	0.011385204851378228	0.008486518077072189	0.0	0.0	0.0	0.0	0.0	0.030872367361884232	0.02079415245039104	0.044808061082963965	0.0	0.0	0.0	0.00537170480599494	0.0	1.8964929272283115	0.0	0.0	0.0	0.0	0.0	0.014024577463995413	0.008113409376619717	0.02525056709755119	1.5191901477727454	0.0	0.1339565580329686	1.935842193418633	0.0	0.0	2.5067884360427075	0.0	0.0	0.0	0.0	2.892359050139478	0.0	1.7183434760025014	0.0098836767672453	0.03262697219417554	0.003053717139243748	0.0	0.0	0.0	2.0666522712543345	2.3400058972278206	1.4194288049106594	2.521480762328098	0.08907066553914122	0.0	0.0	1.897427671671304	0.0	0.013177600120358806	2.13697502691184	0.0	0.0	0.0	0.0	1.4914203122569087	0.0	0.0	0.0
E268_329	0.0	2.028835067958399	0.0007135287321982543	0.0	0.0007868368210298128	0.0	0.0	2.0894209900574587	2.3778659180021067	0.0	0.0	0.0	0.6369266242845171	0.0028844720175734955	0.0	0.0	2.1170231376095847	0.0	1.8823320911681856	0.0	0.0	2.0558000852196203	0.0	0.0	0.5846193825091803	0.0	1.728239580528126	2.304780123591035	0.0	0.0	0.00010333408344558208	0.0	0.0	0.0	0.0003152407518936648	0.031950982049561	0.0	0.0	0.0	1.8720812711680173	0.04158611094413603	0.0	0.0	0.0007190274128716411	2.0182982124528794	0.04896933986997088	2.164021528168371	1.7565093435814152	2.085536519249698	2.4384059297461342	0.0	0.0	0.7069038317452385	0.0	2.7968478004166166	0.0039046577792424203	1.9187561402821447	0.0	1.9202865259367257	0.0	0.0	2.147488437000837	0.0006918973649028609	0.0	0.0
