	g0	g1	g10	g11	g12	g13	g14	g15	g16	g17	g18	g19	g2	g20	g21	g22	g23	g24	g25	g26	g27	g28	g29	g3	g30	g31	g32	g33	g34	g35	g36	g37	g38	g39	g4	g40	g41	g42	g43	g44	g45	g46	g47	g48	g49	g5	g50	g51	g52	g53	g54	g55	g56	g57	g58	g59	g6	g60	g61	g62	g63	g64	g7	g8	g9
E45_491	2.546383466406241	1.6467239500486552	0.011725924714685226	0.0	0.0	0.0	0.027333095745973538	2.06008412727117	2.6115720320305065	0.0	0.0026271476313604524	0.0	2.2037964491557784	0.009317298144131372	0.0	0.0	2.490047717382128	0.0	2.390261668520101	0.0	0.0	1.960768234680444	0.0	1.0733236396750057	1.5312110208612744	0.0	0.0	0.0	0.0	2.1677932191701355	0.0	1.3773554794801521	0.0	1.0052655082892836	0.06279542256144018	0.0	0.007561723741981845	0.0	0.010649536545204966	1.9589775979395327	1.069088604199328	0.003428568505768766	0.0	0.0	0.0	0.0	1.982357781970669	2.1741190235078665	1.8955631637750991	2.5252379352750154	0.0	0.0	1.4130599925445533	1.8566455215310813	0.0	0.0	1.820875093324552	2.20683188688348	2.2565773603407653	0.0	0.020004403927882254	0.0	0.0	0.0	0.04733143341640562
E183_1692	2.0544941965167767	0.0007125778253205652	1.8611547991897368	1.32472527603725	0.0	0.08512033591290374	0.0	0.0	0.0	0.0	0.0	2.802934640554988	0.0	0.0	0.0	0.0	2.1994631874603234	0.0	1.6985510031216071	0.0	2.300655309755702	1.7888466532415468	2.4058997606360872	0.0	0.0	2.098970692644577	2.5256558350072127	0.0	0.1350464691211924	0.0	0.004374925488683396	0.0	2.730148724849264	0.0	0.0315025908357047	1.6682064272259294	0.0	3.0674118818555427	0.0	0.0	0.0	0.0	0.0	2.032461625710167	0.0	0.0	0.0011099901248866591	0.0	2.168689860626545	0.14924120893754994	0.04256436422414104	1.9021791555047496	0.022904640553760427	0.039096827010967325	2.2769254067592195	1.8431683281951887	0.013992246031737458	0.0	0.012383476672871235	0.0	0.0	1.9078405169222723	1.5849108051290342	2.2187448912044974	2.116174761095853
E272_2103	0.0	0.0	2.187658449154562	2.065811196219608	1.74978169921722	1.6586723671135772	0.4493637935770925	0.0	0.2436860356846774	0.0	2.1415716603876107	2.1162060035366927	0.0	2.06256335786414	2.371569439291921	2.009173912951626	0.0	0.0	0.0	0.0	0.0	0.0	0.3465773718305633	0.05387354576531509	0.0	0.0	2.4678003482536486	0.0	2.077954794082199	2.1860342049556123	0.005238467617636534	0.1178004277988455	2.0654879815835767	0.0	0.0	2.0234957814745966	0.4890004810072248	2.726845871420032	1.8002094415861138	0.0	0.0	0.015136943688901347	2.811915889012944	2.1072189679214435	0.0	0.0	0.0012163872884245663	0.0	2.1570773762081963	0.0	0.0	2.348188720082552	0.0	0.0	0.0	2.0980283118299745	0.06171850314013432	0.001378787446625859	0.0	0.0	0.0	0.0	2.0007627995198405	0.0	2.108962804861334
E1_1551	0.0	0.0	1.5802333474287007	2.128410537395022	1.9242784431461704	2.052096683988008	0.575469891349055	0.0	0.0	1.5189345212963314	2.227635526743221	2.36811571369298	0.0	2.4115837638086006	2.3347416554538127	1.973161607990676	1.9410763941707747	0.0	0.0	0.0030130694051050447	2.6726141241817545	0.0	0.0	0.0	0.002050365330847336	0.0	2.1087465840265818	2.3871700059612	0.042046918262132485	2.5894595410445933	0.0	0.0	0.0	0.021055639708497668	0.0	1.7764084245250242	0.9118470790181532	0.0	0.0	0.0	0.0	0.0	1.4478731069178081	0.0	0.0	0.0	0.0013786616115895524	0.0	1.5399826373051082	0.0030796462984856838	0.0	1.951839174660939	0.0	0.0	1.978680883553886	1.9849564269774964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2185673587526376
E241_638	0.0	1.4311670556406637	0.0	0.0	0.0	0.0	0.0	2.167024713337786	2.701536213016894	0.0	0.007141141701509648	0.0	1.7623187756886547	0.010036580210198846	0.0	0.0	0.0	0.0	0.0	1.8521037794049755	0.0	2.676145234919104	0.0	0.0	1.5563582699877867	0.0	0.0	0.0	0.0	0.0	0.0	2.2708925436552043	2.024630457463252	0.0	0.0	0.0	0.003154314839275867	2.5248448367403915	0.0	2.084401481012189	0.09787774828939153	0.0	0.008791736641359547	0.0	1.9910381333878573	0.0	2.331884282559709	2.4929012649750484	2.031675509284419	0.0	0.0	0.0411977574900553	1.9840998474455267	1.8488603405468416	2.6394247797487767	0.006528974151072228	2.067029903250672	2.365248323061868	2.450289893817859	1.6992427952615887	0.0	1.3398610106402586	0.0	0.0	0.0
E299_946	2.3671474877842456	0.0075718361102284784	0.0	0.0	0.0022290882822021034	0.0	0.0	2.400512765474024	2.427342764174284	0.0	0.0	2.4923543729261066	0.0	0.01266212258275605	0.0	0.0	0.0	2.6150623515654225	2.2085525194017346	0.0	0.0	2.1081742976980533	1.7306447904591946	0.06829460163515227	0.0	0.0	0.0	1.6747720219704294	0.02305766430414961	0.0	0.0	0.0	0.0	0.36052465644387016	0.23019842804827986	0.0	0.0	0.0	0.0	0.0	0.5152591792872092	0.0003308065527502984	0.0	0.0	0.0	0.06763185898275938	0.0	0.0	1.9545964423260875	2.606569276049355	0.02883937441841137	0.05113310992212482	0.027669194737631943	2.171606760634764	2.5895835858698	0.0	0.04039797848646536	0.0	0.0	1.8555238627956308	2.5608898832681257	0.0	2.4753179700353547	0.0	0.0
E17_2046	2.8048405617079437	0.0495981323062737	2.16375778326287	1.7398759808259037	2.42935738138506	1.6381360620663556	1.4970130306126732	0.0	0.0	2.136474757309596	1.5393047118288137	0.0	0.0	2.0157767125290884	1.5834804811300889	2.154130767390392	0.0	1.7389158615912217	0.018033067193538112	0.13960336379648355	0.0	0.0	0.0	0.0	0.00028682438817170683	1.740855532085706	1.9716034186116769	2.1604832918852908	0.02213907211205553	2.13070479250314	0.08845003224600267	0.0	1.9319340112960472	0.0	0.042275193674059325	1.9264014396961824	1.5879738139503	0.0	1.8189551270050577	0.0	0.0	0.06442276243548785	2.2187029045924818	2.34579569076806	0.0	0.036653590423135436	0.0	0.0	0.0	0.0	0.0015350167014646905	0.0	0.0	0.002170549587764775	2.577485546839602	2.123463856688335	0.0	0.0	0.0	0.0	1.8076946029660463	1.7588711194310926	0.0	2.701738033887392	2.294884962882493
E288_787	0.0	1.6425869967654327	0.0	0.0	0.0	0.0	0.003630369494236099	2.2183884592251877	1.8045603364521308	0.0	0.0	0.0	2.697006897803372	0.0	0.0047981653979715716	0.0	0.0	2.048283482794484	1.6664794067878024	1.9910345896671524	0.0	1.5734615841286026	0.0	1.4392795337529205	1.493597912644079	0.013130584107338807	0.0	0.0	0.013727850914982107	0.0	0.0	0.0	2.4333784435763146	1.6902358371025938	1.3943620289446836	0.0	0.02211113236016971	0.12731348794058625	0.015895301556388373	0.0	2.1277606483421048	0.0	0.0	0.00615321679995295	0.0	1.7534290835544226	2.256366667450846	1.9704080279922602	1.9239540779258213	2.3378854618165765	0.028201578924885017	0.0038942887540539006	1.7316382578578031	1.2612672840290582	0.04747254911777042	0.009353761978660249	0.7546790494637934	2.663412729022841	0.0	2.468864801656086	0.0	0.08850303844357145	0.014980185089002725	0.0	0.0
E73_845	1.5104038128274602	0.0	0.0	0.0	0.0	0.002402411796875291	0.0	0.0	2.408574866501468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6849916521081316	0.0	2.0057121780803318	2.3994994125000315	2.4671646540034047	2.7250558243677987	0.0	0.0	0.0	0.0	0.0	0.00861132195361358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007286763292796355	0.0	1.8989910984890723	1.9683419595463647	0.0	0.0013320062440788855	0.0	1.8631315439529847	1.8275815343286868	0.0003790950762546937	0.0	0.0	1.6346350068705175	2.054251082815948	0.0	0.0	0.0	1.8577809542601	2.6394761944447573	0.0	0.0	1.7167538219349416	0.0	2.9257114957234407	2.41881308877085	2.27815063687326	0.0	2.1475529369276307	0.0
E52_1549	1.8234880441424828	0.0	2.3480899928249257	1.5986807559339031	2.555362899340297	2.07820419881912	0.8677616108557461	0.0	0.010166406767635085	2.0083845729105034	1.7865226620128587	2.359292198905829	0.0005890670687314541	1.7540320176529232	2.1559560305520424	2.9513519811563573	2.6979735818377826	2.101128858032016	0.0	0.0	2.335126960676047	0.0	0.0	0.017305620062254997	0.00513761200794289	1.755792090759025	0.0	0.0	0.0	1.7712617372683928	0.0	0.03019163724110792	0.0	0.0	0.0	0.0	1.1966164921057396	2.214197189179663	1.5497122227980775	0.0	0.0	0.08119043578775094	1.9483667321246885	1.9399052336022957	1.6852084928043016	0.033337384492125234	0.007504571746517355	0.0	1.9442304683959244	0.0	0.0025262268572837604	2.1458344526254938	0.0	0.0	2.8320808539980287	1.8081136623972027	0.0	2.537352260434304	0.0	0.0	2.4754925381490116	2.321307935020409	2.1251480604799005	2.1045097390113847	2.2060560923595105
