Gene1	Gene2	EdgeWeight
g23	g3	1.0
g54	g3	0.9271558981694971
g9	g14	0.926149180774335
g9	g18	0.7838334079328271
g54	g2	0.678572900657651
g9	g20	0.6727640267605749
g54	g56	0.665346501965381
g40	g14	0.5804025676248521
g40	g20	0.5765689569758979
g24	g3	0.571771529000504
g31	g14	0.548457662353811
g28	g3	0.54444936988182
g23	g56	0.5374634872795759
g9	g36	0.518525618887856
g60	g2	0.51843681577735
g60	g56	0.488731212195002
g0	g14	0.486703383605401
g49	g14	0.48204436559433295
g10	g14	0.474045548694838
g60	g3	0.473485182358161
g40	g18	0.470047942516477
g57	g26	0.470034577279175
g31	g20	0.46716688004415996
g1	g3	0.46711348408475506
g11	g14	0.46448172889118394
g31	g18	0.45928521087364704
g57	g20	0.457755887524767
g60	g50	0.45165128802225607
g53	g2	0.44719792901348904
g61	g26	0.44440705826535903
g54	g30	0.43898946168566794
g11	g20	0.436911310258384
g24	g56	0.42671890817464503
g58	g50	0.426582936696489
g29	g14	0.42167230932564603
g10	g20	0.41900090281052205
g10	g18	0.41261401411886206
g58	g56	0.411160739692466
g53	g16	0.403181196034557
g22	g14	0.4004112378791989
g60	g5	0.397618849368654
g25	g14	0.397121554792934
g58	g2	0.39650217964757895
g61	g56	0.39425339742554405
g28	g2	0.383555218894814
g49	g36	0.37947613606301206
g28	g56	0.379285651183315
g6	g50	0.37690830491645
g59	g14	0.375310014973428
g60	g4	0.375240934606993
g53	g20	0.374467136845135
g23	g30	0.374209375469939
g24	g2	0.37185563039101704
g58	g5	0.36541698360371905
g23	g15	0.362531978730892
g11	g18	0.36197365218725003
g54	g50	0.36193461405098104
g51	g14	0.36184975192345703
g9	g13	0.35158117214721096
g61	g1	0.34847112825197496
g1	g56	0.34425375268342895
g18	g14	0.343710415462227
g7	g3	0.341778698648339
g12	g14	0.3395913249448089
g37	g20	0.33924853948095696
g8	g14	0.339220045477489
g51	g46	0.33898048363067607
g6	g3	0.338205715224714
g44	g16	0.33816563250197607
g58	g26	0.337943349707948
g23	g34	0.335237972907609
g29	g15	0.33389854919664697
g0	g36	0.330266635689906
g44	g14	0.32699193504112395
g54	g4	0.326563488620784
g23	g2	0.32644048529102504
g58	g1	0.32641913544844103
g51	g36	0.32185395875365197
g60	g30	0.32086351923071804
g58	g4	0.320283445391783
g6	g56	0.315891260339148
