SourceGENES,TargetGENES,Interaction,Edges
g15,g54,1,activation
g17,g23,0.898119420045472,repression
g47,g27,0.88553002527637,activation
g47,g63,0.881766164030439,repression
g17,g54,0.860219582774347,activation
g53,g23,0.844444588671161,repression
g43,g32,0.791338426839479,activation
g15,g42,0.776615000850626,activation
g29,g0,0.769098363482131,activation
g53,g54,0.740945788956411,activation
g17,g25,0.73894120131644,repression
g15,g23,0.721866371211588,activation
g53,g42,0.695127384405109,repression
g29,g54,0.691826321663694,activation
g17,g42,0.689674893063048,activation
g53,g31,0.687660672804217,repression
g52,g63,0.669054534678017,repression
g14,g63,0.655906484961778,repression
g15,g0,0.653332580990453,repression
g51,g62,0.629234251434158,repression
g20,g25,0.619387818174293,activation
g53,g10,0.606523278670196,repression
g53,g19,0.606401198155001,activation
g51,g25,0.600169679714215,activation
g29,g63,0.596429950275525,activation
g15,g1,0.594181055560912,repression
g15,g48,0.592819478244928,repression
g62,g25,0.592372808867328,activation
g26,g42,0.590920441130616,repression
g51,g16,0.586467890731388,activation
g43,g54,0.584874340123205,repression
g44,g7,0.583901999384277,repression
g53,g25,0.568702605630877,activation
g56,g33,0.563060683720965,repression
g13,g40,0.549490810507945,activation
g20,g42,0.548856702625818,activation
g44,g25,0.542329395618201,repression
g17,g7,0.536466711835072,repression
g51,g10,0.535617121754105,activation
g44,g23,0.534331367021571,repression
g41,g63,0.527646982032296,activation
g17,g48,0.524379995247387,activation
g14,g12,0.519436979902842,activation
g16,g42,0.518580579564825,activation
g51,g31,0.517876816461334,repression
g17,g55,0.516201539930687,activation
g62,g23,0.514157310051825,repression
g13,g63,0.51413086865728,repression
g53,g55,0.513570578828788,repression
g47,g12,0.509386638450771,repression
g57,g23,0.50708519790575,activation
g41,g62,0.506352083577581,repression
g20,g29,0.505394635949386,repression
g57,g54,0.501804245297036,repression
g53,g21,0.498598001606441,repression
g20,g38,0.497368839866054,activation
g14,g27,0.496982443940761,repression
g43,g23,0.494424297246347,activation
g36,g25,0.492019959799474,activation
g51,g26,0.482706383706025,activation
g13,g38,0.482033082675843,activation
g41,g12,0.481140195602899,repression
g44,g10,0.48070047542773,activation
g57,g1,0.467458943624715,activation
g17,g19,0.462844227846146,repression
g20,g9,0.462601546865945,activation
g31,g1,0.462360118742677,repression
g41,g16,0.458288019735603,repression
g22,g31,0.455856003132552,activation
g43,g64,0.455090938459295,repression
g47,g44,0.447536760908141,activation
g26,g24,0.445351520923417,activation
g13,g27,0.441388098461121,repression
g43,g8,0.439637307124116,activation
g15,g50,0.438800596326651,activation
g53,g15,0.43763351583745,activation
g53,g8,0.436194984829527,activation
g17,g38,0.435575191565781,repression
g17,g8,0.434422143352336,activation
g29,g23,0.428821413026711,activation
g53,g61,0.426728521996239,activation
g14,g22,0.424781000160973,activation
g47,g43,0.423606929458207,repression
g31,g54,0.422784426131838,repression
g6,g60,0.4224828235734,repression
g14,g62,0.421694409372776,repression
g57,g48,0.420703457092859,activation
g20,g7,0.4191528883502,activation
g62,g54,0.418731795209358,activation
g41,g28,0.418338637628858,repression
g56,g6,0.417473107724373,activation
g52,g64,0.415966031947182,repression
g31,g42,0.415280370933056,activation
g53,g9,0.412924991793041,repression
g36,g16,0.412279848731744,repression
g13,g29,0.411739122718941,repression
g20,g28,0.411449726189765,activation
g44,g48,0.408583261334204,activation
g41,g20,0.407571949544411,repression
g6,g24,0.406705920443494,repression
g53,g50,0.405311333368808,repression
g17,g31,0.404550438199055,activation
g22,g62,0.403319668013143,repression
g52,g20,0.401570968338548,repression
g22,g10,0.400459296082704,activation
g17,g40,0.399656884502006,repression
g10,g42,0.399480084201151,activation
g47,g0,0.399473271737447,repression
g62,g10,0.397764509057208,repression
g17,g10,0.397654856880859,activation
g17,g0,0.397424464184683,activation
g29,g44,0.394763018289548,activation
g53,g7,0.391380621102951,repression
g10,g27,0.390254700949778,activation
g57,g32,0.388579232804619,repression
g14,g20,0.387853454201908,repression
g22,g49,0.387491131970038,repression
g15,g5,0.386858641781493,activation
g16,g27,0.386750554583265,activation
g15,g55,0.38483211318681,repression
g13,g12,0.382843075425174,activation
g44,g19,0.381843024068553,activation
g14,g16,0.379668025480664,activation
g20,g27,0.379559933352386,activation
g13,g49,0.379494398081436,activation
g13,g9,0.379054777759865,activation
g41,g22,0.377348553760935,repression
g52,g62,0.37685928416539,repression
g43,g35,0.374505921002087,activation
g53,g48,0.373737252362372,activation
g14,g13,0.373338613496918,activation
g31,g0,0.373320188487443,repression
g15,g43,0.372895102994775,activation
g17,g50,0.372415899304111,repression
g53,g1,0.371933996571281,repression
g47,g62,0.370860995937317,activation
g47,g59,0.36912861258324,activation
g41,g13,0.364921855621835,activation
g22,g63,0.361039993850466,activation
g29,g62,0.360224501420442,repression
g57,g19,0.35967304673253,repression
g43,g49,0.358964681426212,activation
g17,g21,0.358566663451805,repression
g20,g55,0.356345640696689,repression
g10,g1,0.355165337857698,repression
g20,g52,0.35390489589665,repression
g44,g42,0.353784400798767,activation
g52,g44,0.351676162938822,activation
g52,g0,0.351651711149656,activation
g14,g44,0.351389542782265,activation
g57,g50,0.349762651491566,activation
g36,g22,0.349500015854672,repression
g41,g25,0.348935777665858,activation
g52,g54,0.348781446223993,activation
g41,g44,0.348425982914336,activation
