TF	target	importance
g36	g46	0.23142036767930008
g46	g36	0.20875299188073826
g45	g39	0.19658782860629292
g47	g18	0.19270731950255943
g3	g39	0.19219679336054374
g3	g45	0.1905440752470838
g39	g45	0.19031068160898068
g41	g14	0.18732899617469334
g14	g41	0.1866909775823903
g56	g30	0.18393074330589512
g45	g3	0.18273588445953817
g30	g2	0.1780415145531629
g2	g56	0.17581074792226803
g2	g30	0.17520559760130164
g30	g56	0.17461416945633082
g39	g3	0.17346284894678993
g18	g47	0.1726362794985624
g56	g2	0.16250365822096002
g18	g13	0.1562019019491435
g2	g1	0.15300301299038557
g14	g36	0.1501716140501862
g14	g46	0.14431464684965
g56	g1	0.14416682010425516
g3	g4	0.14256051390503136
g17	g12	0.14178848124506996
g13	g18	0.14152311416786037
g12	g22	0.14142831301888942
g13	g47	0.13826423833894386
g46	g14	0.13536858946466926
g46	g41	0.1347642552933635
g47	g13	0.13390344702934842
g22	g17	0.1334612189193904
g20	g12	0.13067390322622696
g12	g20	0.12968357945330128
g22	g12	0.1287490250986701
g41	g36	0.12724531458053168
g4	g5	0.12718437681355355
g12	g17	0.12431096379535826
g41	g46	0.12373132555283785
g36	g14	0.12119844899546697
g45	g4	0.12061680733283839
g39	g4	0.11946196510432386
g17	g22	0.11945524762484395
g20	g17	0.1178539141087346
g41	g13	0.11644357451829719
g36	g41	0.11529504737590442
g20	g22	0.11476705074708242
g22	g20	0.11319874691751343
g3	g56	0.11230012703993354
g14	g13	0.10958768680769738
g41	g47	0.10910870129531057
g3	g2	0.10762178072069492
g50	g6	0.10691087079519111
g56	g3	0.10442079427033069
g22	g11	0.10370803990964594
g30	g1	0.10203069478822308
g6	g50	0.10034012780521437
g17	g20	0.09970355444694257
g13	g41	0.09943771418434455
g3	g30	0.09906264903446707
g14	g47	0.09833594059980269
g13	g14	0.09830231572054073
g56	g45	0.09763384777103698
g14	g18	0.09594991380687214
g41	g18	0.09565557029312625
g4	g45	0.0933619183662154
