Gene1	Gene2	EdgeWeight
g34	g60	1.9958651150118538
g60	g34	1.9958651150118538
g24	g34	1.9936327719706832
g34	g24	1.9936327719706832
g24	g58	1.9911578335015048
g58	g24	1.9911578335015048
g28	g34	1.987830445057376
g34	g28	1.987830445057376
g39	g45	1.987359904244992
g45	g39	1.987359904244992
g36	g46	1.9853244407408464
g46	g36	1.9853244407408464
g23	g33	1.9805556774725657
g33	g23	1.9805556774725657
g3	g39	1.9801027088439804
g39	g3	1.9801027088439804
g2	g30	1.9791248575659992
g30	g2	1.9791248575659992
g30	g56	1.9773992418846265
g56	g30	1.9773992418846265
g2	g56	1.9755115055146144
g56	g2	1.9755115055146144
g50	g6	1.9721694656707789
g6	g50	1.9721694656707789
g3	g45	1.9715277388271504
g45	g3	1.9715277388271504
g4	g45	1.9661315508204904
g45	g4	1.9661315508204904
g1	g2	1.9648921564156097
g2	g1	1.9648921564156097
g14	g36	1.958501047773318
g36	g14	1.958501047773318
g3	g4	1.9581847265593304
g4	g3	1.9581847265593304
g45	g64	1.9571778007071416
g64	g45	1.9571778007071416
g36	g41	1.9563158353496781
g41	g36	1.9563158353496781
g43	g50	1.9558655178370141
g50	g43	1.9558655178370141
g4	g5	1.9556421831513309
g5	g4	1.9556421831513309
g1	g30	1.955617519813814
g30	g1	1.955617519813814
g36	g52	1.9528038210642649
g52	g36	1.9528038210642649
g14	g41	1.9518945955148244
g41	g14	1.9518945955148244
g46	g52	1.9475357533885516
g52	g46	1.9475357533885516
g1	g50	1.947522560661858
g50	g1	1.947522560661858
g41	g46	1.9471985041275337
g46	g41	1.9471985041275337
g39	g4	1.946935602003232
g4	g39	1.946935602003232
g23	g60	1.9458545696029919
g60	g23	1.9458545696029919
g19	g6	1.9439698468746085
g6	g19	1.9439698468746085
g14	g46	1.9437274049413091
g46	g14	1.9437274049413091
g18	g47	1.9433543082627915
g47	g18	1.9433543082627915
g27	g54	1.9428088768943188
g54	g27	1.9428088768943188
g3	g64	1.9419054927647053
g64	g3	1.9419054927647053
g63	g7	1.9417459253420144
g7	g63	1.9417459253420144
g6	g7	1.9412942501623898
g7	g6	1.9412942501623898
g50	g7	1.940614482045788
g7	g50	1.940614482045788
g42	g5	1.9403318933468563
g5	g42	1.9403318933468563
g12	g17	1.9386743248534484
g17	g12	1.9386743248534484
g24	g49	1.9349438573071711
g49	g24	1.9349438573071711
g39	g56	1.9346631839630917
g56	g39	1.9346631839630917
g0	g28	1.9340159080215535
g28	g0	1.9340159080215535
g3	g56	1.9339981358952387
g56	g3	1.9339981358952387
g31	g44	1.9330116596193971
g44	g31	1.9330116596193971
g32	g5	1.9328278566383776
g5	g32	1.9328278566383776
g28	g60	1.9303217867481544
g60	g28	1.9303217867481544
g24	g54	1.929073167915825
g54	g24	1.929073167915825
g50	g63	1.9289679306170195
g63	g50	1.9289679306170195
g55	g9	1.9281420168848813
g9	g55	1.9281420168848813
g13	g47	1.925690748890404
g47	g13	1.925690748890404
g45	g56	1.9251947873488824
g56	g45	1.9251947873488824
g1	g7	1.9249652349761088
g7	g1	1.9249652349761088
g12	g22	1.9244316732916784
g22	g12	1.9244316732916784
g1	g6	1.9231486209433235
g6	g1	1.9231486209433235
g1	g56	1.92180406057962
g56	g1	1.92180406057962
g2	g3	1.9195139950392732
g3	g2	1.9195139950392732
g2	g45	1.9174650575615104
g45	g2	1.9174650575615104
g39	g64	1.91708801518542
g64	g39	1.91708801518542
g36	g38	1.912847256433972
g38	g36	1.912847256433972
g17	g20	1.912486095697379
g20	g17	1.912486095697379
g12	g20	1.9121291395127609
g20	g12	1.9121291395127609
g48	g8	1.9120592079729777
g8	g48	1.9120592079729777
g2	g39	1.9115683069561908
g39	g2	1.9115683069561908
g0	g34	1.9109392886934355
g34	g0	1.9109392886934355
g30	g39	1.91090118792472
g39	g30	1.91090118792472
g13	g18	1.9102857802253808
g18	g13	1.9102857802253808
g3	g30	1.9089513601466883
g30	g3	1.9089513601466883
g20	g22	1.9084812558294009
g22	g20	1.9084812558294009
g21	g26	1.906400261551132
g26	g21	1.906400261551132
g18	g22	1.9050268513448885
g22	g18	1.9050268513448885
g42	g60	1.9033860656733168
g60	g42	1.9033860656733168
g17	g22	1.9027085249329831
g22	g17	1.9027085249329831
g41	g51	1.898766210366916
g51	g41	1.898766210366916
g18	g20	1.8971849165834496
g20	g18	1.8971849165834496
g26	g9	1.896640864316439
g9	g26	1.896640864316439
g43	g63	1.895157532393388
g63	g43	1.895157532393388
g32	g54	1.8949877482624085
g54	g32	1.8949877482624085
g38	g46	1.8938661367783567
g46	g38	1.8938661367783567
g11	g31	1.8935891917454717
g31	g11	1.8935891917454717
g32	g42	1.8933393359030581
g42	g32	1.8933393359030581
g38	g52	1.8929394684072207
g52	g38	1.8929394684072207
g3	g33	1.89133367729434
g33	g3	1.89133367729434
g12	g18	1.8894299067812323
g18	g12	1.8894299067812323
g24	g42	1.8879688172573144
g42	g24	1.8879688172573144
g2	g50	1.8853529910363789
g50	g2	1.8853529910363789
g30	g45	1.8851103056979317
g45	g30	1.8851103056979317
g13	g41	1.8849432910863515
g41	g13	1.8849432910863515
g6	g8	1.8841010994015657
g8	g6	1.8841010994015657
g41	g47	1.8837912337640292
g47	g41	1.8837912337640292
g14	g52	1.882991497738164
g52	g14	1.882991497738164
g1	g19	1.8816239221803768
g19	g1	1.8816239221803768
g21	g55	1.880386629529128
g55	g21	1.880386629529128
g16	g22	1.8801005241984727
g22	g16	1.8801005241984727
g10	g57	1.879022626019092
g57	g10	1.879022626019092
g17	g18	1.8771930536346089
g18	g17	1.8771930536346089
g1	g63	1.87662649355554
g63	g1	1.87662649355554
g22	g47	1.8736219798012308
g47	g22	1.8736219798012308
g18	g41	1.8734240510876277
g41	g18	1.8734240510876277
g1	g43	1.8717218451937727
g43	g1	1.8717218451937727
g23	g35	1.8700282561628128
g35	g23	1.8700282561628128
g33	g4	1.8678667181181487
g4	g33	1.8678667181181487
g13	g14	1.867715212055689
g14	g13	1.867715212055689
g37	g47	1.8658684707239144
g47	g37	1.8658684707239144
g46	g51	1.8658076021594483
g51	g46	1.8658076021594483
g20	g47	1.8650196443880365
g47	g20	1.8650196443880365
g10	g55	1.864434389036288
g55	g10	1.864434389036288
g19	g2	1.863577364059931
g2	g19	1.863577364059931
g33	g5	1.8627466465670108
g5	g33	1.8627466465670108
g16	g20	1.862676654569732
g20	g16	1.862676654569732
g4	g58	1.8625821629354613
g58	g4	1.8625821629354613
g15	g9	1.860604826159044
g9	g15	1.860604826159044
g6	g63	1.860214708601874
g63	g6	1.860214708601874
g13	g46	1.8600059982522632
g46	g13	1.8600059982522632
g13	g22	1.859945938759339
g22	g13	1.859945938759339
g19	g50	1.8582742055223465
g50	g19	1.8582742055223465
g23	g5	1.8570030956036545
g5	g23	1.8570030956036545
g0	g24	1.8564198691629028
g24	g0	1.8564198691629028
g36	g51	1.856361748907372
g51	g36	1.856361748907372
g40	g57	1.8548915159992359
g57	g40	1.8548915159992359
g14	g47	1.8541081753805049
g47	g14	1.8541081753805049
g12	g47	1.8527713186232209
g47	g12	1.8527713186232209
g15	g21	1.8524489661144783
g21	g15	1.8524489661144783
g14	g18	1.8521874726157777
g18	g14	1.8521874726157777
g33	g39	1.8509874640964372
g39	g33	1.8509874640964372
g19	g63	1.8508791197168737
g63	g19	1.8508791197168737
g50	g8	1.8506832579427597
g8	g50	1.8506832579427597
