SourceGENES,TargetGENES,Interaction,Edges
g3,g24,1.1244861985312,repression
g47,g53,1,activation
g4,g24,0.971627577056854,activation
g3,g54,0.837260512232469,activation
g3,g53,0.797957309543878,repression
g14,g53,0.770201857880921,repression
g45,g24,0.758338116996577,repression
g41,g0,0.726389815874397,activation
g41,g53,0.647912813595247,activation
g41,g31,0.630098123195489,activation
g41,g38,0.618355779516122,activation
g4,g42,0.614887649677485,activation
g32,g32,0.609671252053697,activation
g41,g11,0.579554976573848,repression
g14,g28,0.574496171985302,activation
g3,g63,0.570304964894587,activation
g4,g29,0.566569948401947,activation
g4,g54,0.563802827552968,activation
g9,g63,0.563187107099321,activation
g14,g38,0.56170416471846,repression
g4,g53,0.550919235670559,activation
g14,g24,0.546952916589262,repression
g56,g24,0.546775626404124,activation
g14,g63,0.544931300479818,repression
g56,g63,0.541534364995641,repression
g32,g23,0.534221209200371,repression
g45,g53,0.533464947584056,activation
g47,g38,0.532793851630577,activation
g47,g0,0.532739974959978,repression
g14,g60,0.526520464445992,activation
g3,g44,0.5240483969188,repression
g35,g24,0.518160595981318,repression
g46,g9,0.517124782490049,repression
g46,g63,0.509343599533779,activation
g47,g11,0.504688056222595,repression
g52,g42,0.500393490507272,repression
g47,g31,0.482084668658302,repression
g14,g37,0.473544310298072,activation
g36,g42,0.472173125405858,activation
g56,g54,0.471349782483334,repression
g47,g27,0.461811089446387,activation
g14,g31,0.461642416645696,repression
g45,g54,0.458302878049905,activation
g45,g44,0.458063319033432,repression
g4,g60,0.45539983507143,repression
g4,g44,0.448665362122083,repression
g4,g28,0.446615395977956,repression
g36,g9,0.446469852628909,repression
g3,g29,0.445007830913373,repression
g14,g58,0.43843183534658,repression
g41,g37,0.434910403008269,repression
g36,g63,0.431577152530076,activation
g35,g54,0.430388444192548,repression
g4,g63,0.424166193878245,activation
g45,g63,0.418294815730805,repression
g14,g11,0.417069176635927,repression
g4,g8,0.416410239250262,activation
g45,g0,0.415519553903459,activation
g3,g5,0.40645449817978,activation
g13,g53,0.400331937614058,repression
g41,g63,0.397705290364472,activation
g35,g44,0.395645897220775,repression
g45,g52,0.394238878699421,activation
g47,g63,0.391398058114383,repression
g47,g37,0.390629528364742,repression
g41,g20,0.383995848868778,repression
g14,g20,0.382764105896675,activation
g35,g53,0.38084661750568,repression
g35,g8,0.375048388520135,activation
g36,g40,0.372060518705485,activation
g35,g42,0.370886189555143,activation
g41,g22,0.366177747621838,repression
g13,g0,0.363753626270054,repression
g46,g37,0.363096763774932,repression
g41,g62,0.362497817608603,repression
g56,g53,0.362360662525627,activation
g35,g60,0.361399042197533,repression
g36,g32,0.359091714372274,repression
g3,g28,0.348134242843318,activation
g46,g31,0.346299986852429,repression
g46,g11,0.342023876471487,activation
g64,g53,0.339187779139847,activation
g64,g24,0.337569422597438,activation
g47,g62,0.336712554977122,activation
g46,g38,0.336404838562643,activation
g3,g60,0.33582204231479,activation
g46,g18,0.335698212873683,repression
g3,g50,0.33422716137715,repression
g32,g58,0.333660193085786,repression
g64,g63,0.332724858176854,repression
g41,g25,0.331964593646102,activation
g47,g60,0.329626869085752,repression
g46,g64,0.329596168130713,activation
g35,g6,0.329503506247428,repression
g46,g20,0.32843305007985,activation
g47,g22,0.326494981006625,activation
g36,g18,0.326403839758033,repression
g14,g57,0.32628450965381,repression
g9,g53,0.324770503350994,activation
g2,g42,0.324211929589263,activation
g35,g19,0.321446947656247,activation
g4,g50,0.319665203439367,repression
g47,g20,0.31946672731001,activation
g14,g62,0.314694334295786,activation
g13,g38,0.313089787982399,repression
g56,g42,0.310103149310348,activation
g3,g42,0.309725877318601,repression
g3,g1,0.307486636855654,activation
g4,g1,0.30640420565928,activation
g25,g24,0.304069262796177,repression
g32,g40,0.303418550780363,activation
g18,g53,0.303283115090236,repression
g35,g29,0.302645031068928,activation
g41,g18,0.298047115120007,activation
g35,g50,0.297421750758961,activation
g9,g0,0.296074898206246,activation
g25,g28,0.294343764708681,repression
g13,g11,0.29376813260778,activation
g47,g59,0.293684975397032,activation
g47,g25,0.29302120351608,repression
g3,g0,0.291263448463891,activation
g3,g2,0.289679463115297,activation
g46,g25,0.289446159630863,activation
g36,g13,0.28890426348914,activation
g25,g60,0.288854793705874,activation
g36,g47,0.286394528787806,activation
g9,g24,0.285268561696686,repression
g4,g34,0.284149760008427,repression
g52,g8,0.283250970954419,repression
g14,g44,0.281992333999961,activation
g46,g13,0.280558283715345,activation
g3,g34,0.280458589073919,repression
g64,g54,0.277766750466864,repression
g41,g10,0.275527771228132,activation
g36,g46,0.273354554997888,activation
g46,g62,0.27291525423864,repression
g45,g28,0.271299598581042,repression
g46,g47,0.271150501250315,repression
g9,g54,0.270057651997493,repression
g46,g40,0.268116585933169,activation
g36,g37,0.264927362264103,activation
g25,g35,0.264454771193885,activation
g13,g31,0.263341151365881,repression
g36,g20,0.261626197711067,repression
g41,g40,0.261331851339714,repression
g14,g22,0.259757021102395,repression
g41,g12,0.259736243099468,activation
g4,g6,0.259346495518454,repression
g3,g30,0.258759583816987,activation
g25,g15,0.257805654391517,activation
g25,g8,0.255014517003194,repression
g14,g59,0.254249887122204,repression
g41,g60,0.253360011821969,activation
g4,g30,0.252876681630463,activation
g52,g43,0.251992552940038,repression
g14,g0,0.25113685779206,activation
g45,g60,0.250393351149703,activation
g4,g2,0.250305956679496,repression
g64,g60,0.249624892818859,activation
g36,g25,0.247308913600835,activation
g32,g36,0.246730203517995,repression
g36,g31,0.246726765679902,activation
g14,g29,0.243499875242893,repression
g3,g15,0.240914035094045,activation
g3,g33,0.240489229533813,repression
g4,g56,0.240343794380271,activation
g25,g44,0.238462115117292,repression
g46,g12,0.237820763819724,repression
g3,g56,0.237491981461384,repression
g32,g64,0.237040947111999,activation
g32,g46,0.236640303022436,activation
g14,g8,0.236577069308466,activation
g41,g9,0.235734416902159,activation
g14,g16,0.235504664524864,activation
g2,g54,0.235002063586272,activation
g45,g50,0.232424158761983,activation
g47,g17,0.230269803699763,activation
g27,g52,0.22999331024306,repression
g41,g59,0.229521391901642,activation
g47,g54,0.229271587547572,activation
g36,g43,0.229251997010117,repression
g45,g29,0.228914189598513,repression
g56,g33,0.228633643427572,activation
g46,g22,0.227149746679206,activation
g0,g26,0.225851584228581,repression
g3,g6,0.22337563256548,activation
g14,g12,0.222287640472272,repression
g46,g41,0.222148924099573,activation
g41,g17,0.221462389054164,activation
g64,g0,0.221380141993125,activation
g36,g12,0.220802759518026,activation
g56,g29,0.219652850769368,repression
g36,g11,0.218483002668424,repression
g47,g10,0.218260361742171,repression
g13,g37,0.217588644099795,repression
g29,g63,0.217277401584929,repression
g41,g13,0.216725957434811,activation
g36,g41,0.215318140735166,activation
g2,g5,0.214751413755022,activation
g46,g28,0.214324716336936,repression
g36,g38,0.214140423280796,repression
g46,g58,0.212856851725265,repression
g64,g28,0.211710503223809,repression
g36,g62,0.210990556137082,activation
g14,g18,0.210233820758633,activation
g18,g0,0.20924174780931,activation
g45,g5,0.208719261987251,activation
g14,g17,0.208466729934972,activation
g36,g36,0.207873708229956,activation
g52,g15,0.207374559680082,activation
g64,g29,0.207138869518377,activation
g35,g15,0.206749388816052,activation
g36,g22,0.205366417227453,activation
g64,g44,0.204737777035576,repression
g25,g26,0.203980943297195,activation
g14,g41,0.199760513096225,activation
g36,g14,0.197440608785373,activation
g0,g9,0.195890765355467,activation
g14,g10,0.194947388549888,activation
g3,g52,0.194888390824145,repression
g35,g28,0.193688083285973,repression
g47,g44,0.192289436024584,repression
g46,g46,0.19200522490387,activation
g56,g5,0.191126280624464,activation
g25,g61,0.190914874793845,activation
g25,g21,0.190854249836004,repression
g36,g55,0.190711171377,activation
g35,g1,0.189858261733052,activation
g9,g60,0.189771834342845,repression
g46,g14,0.188490474020562,activation
g45,g1,0.188079906979457,activation
g13,g25,0.187617715219797,activation
g49,g42,0.18721013388146,activation
g56,g28,0.185907375359141,activation
g0,g49,0.183415461248785,activation
g2,g63,0.183105466128699,repression
g46,g10,0.181912092044197,repression
g46,g16,0.18178658040141,repression
g45,g2,0.181576309556168,activation
g9,g44,0.181260200128779,repression
g14,g13,0.180342636361705,activation
g4,g15,0.179849524022475,activation
g13,g20,0.179211711120451,repression
g2,g24,0.179017373867071,activation
g3,g19,0.178918918603757,repression
g25,g57,0.178615888789018,activation
g46,g51,0.178577189432687,activation
g56,g0,0.178552569211168,repression
g52,g6,0.177210794102141,repression
g18,g38,0.177066166060375,repression
g4,g19,0.17691905748606,repression
g52,g55,0.176373832826676,repression
g36,g64,0.176070867684534,activation
g46,g57,0.175879889505808,repression
g46,g59,0.175757044087707,activation
g3,g35,0.175436377996118,activation
g52,g9,0.174863064680563,activation
g64,g38,0.174771978997534,repression
g25,g53,0.173796022038632,activation
g52,g61,0.173755404836146,activation
g45,g34,0.173662210532374,repression
g25,g58,0.171085951659316,repression
g56,g44,0.170623560320676,activation
g18,g11,0.169869002055501,activation
g14,g51,0.168344030952651,repression
g13,g22,0.167893885223859,repression
g45,g15,0.167685118603567,repression
g0,g7,0.167531440192104,activation
g14,g47,0.167434484666664,activation
g3,g8,0.166226763546089,activation
g41,g41,0.166033529399418,activation
g47,g28,0.16582114800632,repression
g52,g26,0.165685832601891,repression
g7,g42,0.165345495292745,repression
g45,g6,0.164812034018758,activation
g47,g12,0.163535102864398,activation
g2,g33,0.163530417171317,repression
g52,g49,0.162790872797745,activation
g54,g33,0.162668017164655,activation
g36,g10,0.162625155970467,activation
g52,g21,0.162294818441488,activation
g18,g31,0.159794028863639,activation
g49,g63,0.159732375515998,activation
g4,g61,0.15967798999816,activation
g25,g50,0.158501099311345,repression
g52,g60,0.158167085157115,activation
g25,g31,0.158037975955211,repression
g0,g64,0.157153142224482,activation
g41,g28,0.156420848441492,activation
g52,g50,0.155430843025104,repression
g64,g8,0.15396188783643,repression
g2,g15,0.153626667325525,activation
g0,g55,0.153517533618066,repression
g45,g35,0.152287378590864,repression
g45,g19,0.151816938160756,activation
g47,g16,0.151776492828612,activation
