Gene1	Gene2	EdgeWeight
g24	g3	1.1244861985312
g53	g47	1.0
g24	g4	0.9716275770568541
g54	g3	0.8372605122324692
g53	g3	0.797957309543878
g53	g14	0.7702018578809209
g24	g45	0.758338116996577
g0	g41	0.726389815874397
g53	g41	0.647912813595247
g31	g41	0.6300981231954891
g38	g41	0.6183557795161221
g42	g4	0.614887649677485
g32	g32	0.609671252053697
g11	g41	0.579554976573848
g28	g14	0.574496171985302
g63	g3	0.570304964894587
g29	g4	0.5665699484019471
g54	g4	0.5638028275529681
g63	g9	0.5631871070993211
g38	g14	0.56170416471846
g53	g4	0.550919235670559
g24	g14	0.546952916589262
g24	g56	0.546775626404124
g63	g14	0.544931300479818
g63	g56	0.541534364995641
g23	g32	0.5342212092003711
g53	g45	0.533464947584056
g38	g47	0.532793851630577
g0	g47	0.5327399749599779
g60	g14	0.526520464445992
g44	g3	0.5240483969187999
g24	g35	0.518160595981318
g9	g46	0.517124782490049
g63	g46	0.5093435995337791
g11	g47	0.5046880562225949
g42	g52	0.500393490507272
g31	g47	0.48208466865830196
g37	g14	0.47354431029807204
g42	g36	0.47217312540585793
g54	g56	0.47134978248333403
g27	g47	0.461811089446387
g31	g14	0.461642416645696
g54	g45	0.458302878049905
g44	g45	0.458063319033432
g60	g4	0.45539983507143
g44	g4	0.4486653621220829
g28	g4	0.44661539597795596
g9	g36	0.446469852628909
g29	g3	0.445007830913373
g58	g14	0.43843183534658
g37	g41	0.434910403008269
g63	g36	0.431577152530076
g54	g35	0.43038844419254796
g63	g4	0.424166193878245
g63	g45	0.418294815730805
g11	g14	0.417069176635927
g8	g4	0.416410239250262
g0	g45	0.415519553903459
g5	g3	0.40645449817978
g53	g13	0.40033193761405794
g63	g41	0.39770529036447205
g44	g35	0.39564589722077503
g52	g45	0.394238878699421
g63	g47	0.391398058114383
g37	g47	0.390629528364742
g20	g41	0.38399584886877797
g20	g14	0.382764105896675
g53	g35	0.38084661750568005
g8	g35	0.375048388520135
g40	g36	0.372060518705485
g42	g35	0.37088618955514296
g22	g41	0.3661777476218379
g0	g13	0.363753626270054
g37	g46	0.36309676377493205
g62	g41	0.36249781760860295
g53	g56	0.36236066252562704
g60	g35	0.36139904219753294
g32	g36	0.359091714372274
g28	g3	0.348134242843318
g31	g46	0.34629998685242896
g11	g46	0.34202387647148697
g53	g64	0.339187779139847
g24	g64	0.337569422597438
g62	g47	0.33671255497712205
g38	g46	0.336404838562643
g60	g3	0.33582204231478996
g18	g46	0.33569821287368296
g50	g3	0.33422716137715003
g58	g32	0.333660193085786
g63	g64	0.332724858176854
g25	g41	0.331964593646102
g60	g47	0.329626869085752
g64	g46	0.329596168130713
g6	g35	0.32950350624742797
g20	g46	0.32843305007984996
g22	g47	0.326494981006625
g18	g36	0.326403839758033
g57	g14	0.32628450965381
g53	g9	0.32477050335099394
g42	g2	0.32421192958926304
g19	g35	0.32144694765624704
g50	g4	0.319665203439367
g20	g47	0.31946672731001
g62	g14	0.314694334295786
g38	g13	0.313089787982399
g42	g56	0.31010314931034805
g42	g3	0.309725877318601
g1	g3	0.307486636855654
g1	g4	0.30640420565928006
g24	g25	0.304069262796177
g40	g32	0.30341855078036306
g53	g18	0.30328311509023603
g29	g35	0.302645031068928
g18	g41	0.29804711512000703
g50	g35	0.297421750758961
g0	g9	0.29607489820624605
g28	g25	0.294343764708681
g11	g13	0.29376813260778
g59	g47	0.293684975397032
g25	g47	0.29302120351608
g0	g3	0.291263448463891
g2	g3	0.289679463115297
g25	g46	0.289446159630863
g13	g36	0.28890426348914
g60	g25	0.28885479370587397
g47	g36	0.286394528787806
g24	g9	0.285268561696686
g34	g4	0.284149760008427
g8	g52	0.283250970954419
g44	g14	0.281992333999961
g13	g46	0.28055828371534497
g34	g3	0.280458589073919
g54	g64	0.277766750466864
g10	g41	0.27552777122813205
g46	g36	0.27335455499788797
g62	g46	0.27291525423864005
g28	g45	0.27129959858104197
g47	g46	0.27115050125031503
g54	g9	0.27005765199749304
g40	g46	0.268116585933169
g37	g36	0.264927362264103
g35	g25	0.264454771193885
g31	g13	0.263341151365881
g20	g36	0.261626197711067
g40	g41	0.261331851339714
g22	g14	0.25975702110239496
g12	g41	0.259736243099468
g6	g4	0.25934649551845396
g30	g3	0.258759583816987
g15	g25	0.257805654391517
g8	g25	0.255014517003194
g59	g14	0.254249887122204
g60	g41	0.253360011821969
g30	g4	0.252876681630463
g43	g52	0.251992552940038
g0	g14	0.25113685779206
g60	g45	0.250393351149703
g2	g4	0.250305956679496
g60	g64	0.249624892818859
g25	g36	0.24730891360083498
g36	g32	0.246730203517995
g31	g36	0.24672676567990198
g29	g14	0.243499875242893
g15	g3	0.24091403509404502
g33	g3	0.24048922953381305
g56	g4	0.24034379438027104
g44	g25	0.23846211511729198
g12	g46	0.23782076381972397
g56	g3	0.23749198146138395
g64	g32	0.237040947111999
g46	g32	0.23664030302243602
g8	g14	0.236577069308466
g9	g41	0.23573441690215902
g16	g14	0.235504664524864
g54	g2	0.23500206358627201
g50	g45	0.232424158761983
g17	g47	0.23026980369976302
g52	g27	0.22999331024306
g59	g41	0.229521391901642
g54	g47	0.229271587547572
g43	g36	0.22925199701011698
g29	g45	0.22891418959851298
g33	g56	0.228633643427572
g22	g46	0.227149746679206
g26	g0	0.22585158422858104
g6	g3	0.22337563256548001
g12	g14	0.222287640472272
g41	g46	0.22214892409957301
g17	g41	0.22146238905416396
g0	g64	0.221380141993125
g12	g36	0.220802759518026
g29	g56	0.219652850769368
g11	g36	0.218483002668424
g10	g47	0.218260361742171
g37	g13	0.217588644099795
g63	g29	0.21727740158492898
g13	g41	0.216725957434811
g41	g36	0.215318140735166
g5	g2	0.214751413755022
g28	g46	0.21432471633693603
g38	g36	0.21414042328079605
g58	g46	0.212856851725265
g28	g64	0.211710503223809
g62	g36	0.210990556137082
g18	g14	0.21023382075863298
g0	g18	0.20924174780930999
g5	g45	0.208719261987251
g17	g14	0.208466729934972
g36	g36	0.20787370822995604
g15	g52	0.207374559680082
g29	g64	0.207138869518377
g15	g35	0.206749388816052
g22	g36	0.205366417227453
g44	g64	0.20473777703557602
g26	g25	0.20398094329719502
g41	g14	0.199760513096225
g14	g36	0.197440608785373
g9	g0	0.19589076535546698
g10	g14	0.194947388549888
g52	g3	0.194888390824145
g28	g35	0.19368808328597303
g44	g47	0.19228943602458398
g46	g46	0.19200522490387
g5	g56	0.19112628062446402
g61	g25	0.190914874793845
g21	g25	0.190854249836004
g55	g36	0.190711171377
g1	g35	0.18985826173305198
g60	g9	0.189771834342845
g14	g46	0.188490474020562
g1	g45	0.18807990697945698
g25	g13	0.187617715219797
g42	g49	0.18721013388146
g28	g56	0.185907375359141
g49	g0	0.183415461248785
g63	g2	0.18310546612869896
g10	g46	0.18191209204419698
g16	g46	0.18178658040141002
g2	g45	0.181576309556168
g44	g9	0.181260200128779
g13	g14	0.180342636361705
g15	g4	0.179849524022475
g20	g13	0.179211711120451
g24	g2	0.179017373867071
g19	g3	0.178918918603757
g57	g25	0.17861588878901802
g51	g46	0.17857718943268697
g0	g56	0.178552569211168
g6	g52	0.17721079410214105
g38	g18	0.177066166060375
g19	g4	0.17691905748606
g55	g52	0.17637383282667604
g64	g36	0.176070867684534
g57	g46	0.17587988950580802
g59	g46	0.17575704408770698
g35	g3	0.175436377996118
g9	g52	0.17486306468056304
g38	g64	0.174771978997534
g53	g25	0.173796022038632
g61	g52	0.17375540483614602
g34	g45	0.17366221053237402
g58	g25	0.171085951659316
g44	g56	0.170623560320676
g11	g18	0.169869002055501
g51	g14	0.16834403095265102
g22	g13	0.16789388522385904
g15	g45	0.16768511860356697
g7	g0	0.167531440192104
g47	g14	0.167434484666664
g8	g3	0.16622676354608898
g41	g41	0.16603352939941798
g28	g47	0.16582114800632
g26	g52	0.165685832601891
g42	g7	0.165345495292745
g6	g45	0.164812034018758
g12	g47	0.163535102864398
g33	g2	0.16353041717131697
g49	g52	0.162790872797745
g33	g54	0.16266801716465498
g10	g36	0.16262515597046698
g21	g52	0.162294818441488
g31	g18	0.159794028863639
g63	g49	0.15973237551599803
g61	g4	0.15967798999816
g50	g25	0.15850109931134498
g60	g52	0.158167085157115
g31	g25	0.158037975955211
g64	g0	0.157153142224482
g28	g41	0.156420848441492
g50	g52	0.15543084302510402
g8	g64	0.15396188783643
g15	g2	0.153626667325525
g55	g0	0.15351753361806603
g35	g45	0.15228737859086403
g19	g45	0.15181693816075598
g16	g47	0.151776492828612
g57	g4	0.151085238420121
g63	g13	0.150970814425549
g63	g35	0.150711411482156
g40	g0	0.149226275061981
