Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
KEGG_2019	DNA replication	7/38	3.575644918478787e-11	1.3945015182067267e-09	1.3459554534148745e-09	5.24922626831801e-08	-68.68468621053779	1652.1613926936272	pcna;mcm7;mcm2;rpa1;mcm5;mcm4;mcm3
KEGG_2019	Mismatch repair	2/22	0.0023742156233940363	0.023148602328091857	0.006119432382608319	0.059664465730431125	-73.45252684911506	443.880095315062	pcna;rpa1
KEGG_2019	Base excision repair	1/37	0.11521650093250779	0.2808402210229877	0.17255549233839212	0.4423856186899887	-96.0	207.4504611567812	pcna
KEGG_2019	Hedgehog signaling pathway	1/56	0.1691956966257313	0.34063660893899117	0.2476742066846473	0.49761475724037585	-103.71823624741705	184.27611418956292	bcl2b
KEGG_2019	Biosynthesis of unsaturated fatty acids	1/29	0.09146832726035406	0.2688916053701388	0.1388045731619901	0.4423856186899887	-70.97002744037552	169.74345144705913	hacd3
KEGG_2019	Fanconi anemia pathway	1/51	0.15531350775069044	0.3365126001264959	0.22857058324467033	0.4952362636967859	-75.39027466814585	140.40003031429208	rpa1
KEGG_2019	Cell cycle	8/139	1.8178122251275125e-08	3.54473383899865e-07	3.602513330358221e-07	7.024900994198527e-06	-7.503273071257608	133.73118890328985	pcna;mad2l1;mcm7;plk1;mcm2;mcm5;mcm4;mcm3
KEGG_2019	Homologous recombination	1/40	0.12396354798159988	0.28438696301661154	0.18487983435535826	0.4423856186899887	-54.084143413507206	112.91512902510875	rpa1
KEGG_2019	Notch signaling pathway	4/60	4.5897226660165664e-05	0.0005966639465821538	0.00025186902731049783	0.0032742973550364705	-11.287856089525759	112.7555894566642	her15.1;dla;dlb;dld
KEGG_2019	Fatty acid elongation	1/33	0.10341984821928418	0.2688916053701388	0.15584287909307115	0.4423856186899887	-49.521423935216475	112.36204980901276	hacd3
KEGG_2019	Oocyte meiosis	3/138	0.0107163204168303	0.06965608270939698	0.031684823122143796	0.2059513502939346	-20.559469879442407	93.25749687811549	mad2l1;plk1;fbxo5
KEGG_2019	Nucleotide excision repair	2/44	0.009279772146378788	0.06965608270939698	0.021455947210650972	0.16735638824307758	-11.120804615971586	52.0444568737311	pcna;rpa1
