Gene1	Gene2	EdgeWeight
g36	g46	112.7887282894714
g46	g36	100.78480165862317
g45	g3	81.91118857349548
g14	g41	80.83281728338031
g39	g45	80.54482047027244
g30	g56	79.05446924406174
g30	g2	78.20664268008244
g2	g30	76.03460525449373
g56	g2	71.98110363715892
g14	g36	70.9883249606627
g45	g39	70.70029135319024
g3	g39	70.34160025907238
g46	g14	70.02281022710406
g14	g46	64.05258988680458
g4	g45	62.72401649207911
g39	g3	62.15729174890344
g30	g1	62.078066240899545
g41	g14	61.13950502911135
g3	g4	60.29068688737854
g45	g4	60.13301261612873
g18	g47	59.87335718965421
g4	g3	59.40352007713
g56	g30	58.92801846581565
g39	g4	57.31135539024836
g41	g36	57.224724498077535
g2	g56	56.71609955005572
g41	g46	55.64509444758786
g4	g39	53.6418634458598
g3	g45	53.6223669882307
g47	g13	53.38272253385906
g5	g4	53.253613223062665
g17	g12	49.342057250125464
g50	g6	49.07814889130099
g46	g41	46.301463135361004
g47	g18	45.83984421170001
g56	g1	45.64192869127242
g3	g56	44.76682033008735
g13	g14	43.892451508237706
g14	g47	43.17611668580446
g2	g1	42.682614307512544
g36	g14	42.37393745262154
g36	g41	42.01227947309216
g6	g50	41.595367902466776
g4	g5	41.47839324695838
g3	g2	41.35885962120733
g30	g45	41.21596953756885
g17	g18	41.051682779654215
g13	g47	40.20965789504484
g13	g36	40.19821664087296
g20	g17	40.091077327645095
g18	g20	39.35352251493185
g1	g2	39.22178180071868
g41	g18	38.466322685721934
g20	g22	38.32576719993274
g12	g17	37.9790326587366
g22	g17	37.459527904373054
g3	g30	37.44350863514293
g1	g30	36.7367549659875
g2	g3	36.29970325728315
g1	g6	35.97749561305249
g22	g12	35.94240652048498
g20	g18	34.83437833983108
g12	g18	34.54004711860952
g41	g47	34.20724645472484
g17	g20	33.65693838096203
g17	g22	33.60460813592561
g41	g13	32.799259277317724
g12	g22	32.396096308009575
g1	g56	31.779662121959014
g47	g31	31.577962156861197
g56	g45	30.932253584336166
g13	g18	30.578747693204303
g18	g13	30.416334985047
g45	g2	30.372067481307305
g22	g18	30.144686625597316
g47	g22	30.14416809598875
g17	g47	30.131023428950147
g47	g14	29.712987842050673
g6	g1	29.588765198404797
g47	g46	29.271185365705644
g18	g22	28.94872655960845
g50	g1	28.863786785021272
g45	g30	28.534668327317227
g20	g47	28.409743319060965
g2	g39	28.31300269896518
g2	g45	28.199168717733105
g13	g46	28.164846655921437
g18	g14	28.026137541118175
g30	g39	27.872127057426656
g56	g39	27.808861269026302
g39	g2	27.71145457134785
g39	g56	26.941321024089433
g47	g17	26.891117484498267
g50	g30	26.59671944166761
g47	g12	26.09929358514439
g30	g50	25.707501147339073
g2	g50	25.15854813817923
g31	g10	24.915402036909715
g20	g12	24.813799801986033
g2	g4	24.75825541357351
g11	g10	24.66312074071991
g22	g13	24.434740462016023
g50	g56	24.3431309642283
g13	g41	24.333901288623576
g61	g6	24.287827774220943
g22	g20	24.264155939607647
g17	g14	24.233539329494857
g6	g2	24.215920918083526
g30	g3	24.172939542798375
g56	g3	24.17228109224957
g3	g5	24.073357199869662
g47	g36	23.901360181297978
g1	g61	23.860678356872288
g21	g55	23.714637293749423
g59	g44	23.594485066349765
g13	g22	23.548360674043145
g14	g18	23.355730213507293
g45	g56	23.337784717528926
g14	g17	23.31302038054895
g12	g47	23.018224244586573
g31	g44	22.9558462291248
g39	g30	22.913735505836573
g39	g5	22.895777449794025
g61	g8	22.723859613106285
g18	g12	22.706170483468398
g5	g45	22.599810146411947
g59	g31	22.388371974534625
g11	g31	22.201897251775065
g22	g14	22.093910552777814
g6	g19	21.837920480427933
g56	g61	21.789372309675294
g9	g15	21.787289282378634
g41	g51	21.769181690124434
g20	g59	21.672486176775962
g5	g39	21.504761924546017
g22	g59	21.3886063249422
g61	g50	21.208157164394432
g2	g6	20.947713479094773
g6	g30	20.877732153584297
g12	g13	20.65234073572284
g1	g50	20.515690071064164
g9	g21	20.440533131557807
g31	g59	20.34779620524688
g14	g13	20.346387390798892
g31	g11	20.129084598433863
g46	g18	19.97425233617813
g10	g55	19.93243415195734
g21	g9	19.61580745477769
g61	g1	19.160469941011158
g50	g61	19.110472133161387
g18	g41	18.779585013522148
g56	g4	18.56392957196704
g6	g34	18.19180449359312
g21	g15	18.12099469324395
g59	g40	18.11234219564013
g6	g61	18.082562986291155
g47	g20	18.022175647002797
g12	g14	17.979796011995553
g22	g31	17.880859294629094
g18	g25	17.71549717519508
g20	g11	17.549778051967163
g24	g34	17.473670359898406
g41	g20	17.46922287438813
g41	g12	17.442660906081723
g12	g20	17.382836894554288
g6	g43	17.240975320239748
g1	g3	16.988948893924373
g46	g13	16.960332932910408
g10	g31	16.864646928158393
g10	g11	16.71520663507409
g30	g4	16.632560872853638
g6	g56	16.31804281335905
g10	g40	16.293285191587735
g55	g10	16.246136865750007
g50	g2	16.159554280882134
g10	g21	16.13180270617758
g31	g53	16.121235266640983
g30	g61	16.113329267333487
g45	g5	16.074468525845568
g13	g17	16.068400301825285
g40	g10	16.05311839093935
g41	g22	16.051327731448318
g50	g43	15.966205872185336
g22	g62	15.912886629165586
g22	g47	15.910754137143185
g26	g55	15.829042802520554
g61	g26	15.76820155972938
g17	g11	15.690889747457392
g55	g15	15.575199276190025
g14	g20	15.558587653655954
g55	g21	15.36616406521257
g12	g36	15.321625447061482
g13	g20	15.297840863037797
g11	g44	15.291803255833786
g18	g17	15.291262947204013
g26	g15	15.216313067182083
g15	g26	15.154414113105135
g12	g10	15.126093895864464
g54	g5	15.103104585182882
g12	g11	15.039938024154782
g9	g26	14.994680280757148
g22	g9	14.987866086463232
g7	g6	14.986753378176685
g22	g46	14.93980262402122
g28	g34	14.92039507487391
g52	g36	14.919024414823735
g50	g3	14.747251353201127
g12	g59	14.727499140907412
g36	g47	14.590240083957081
g13	g12	14.518287911786931
g19	g2	14.518183011719415
g7	g50	14.460663203133462
g30	g26	14.421891679094456
g11	g57	14.355449444227329
g1	g45	14.347867480861176
g1	g39	14.29394776956643
g47	g55	14.292226840679682
g61	g48	14.284681557705104
g45	g64	14.280209793099878
g36	g13	14.277498165882234
g4	g2	14.179344859408586
g17	g46	14.070798426422545
g10	g57	13.987015866237387
g30	g6	13.98578305430871
g47	g37	13.910902714759095
g6	g7	13.865165520634305
g10	g15	13.849388461028711
g11	g40	13.788909357035694
g38	g46	13.77606409192617
g59	g10	13.703428611910605
g18	g37	13.63689452074146
g6	g48	13.631123405742068
g22	g11	13.56402894317898
g59	g13	13.555330897345126
g3	g1	13.377736019450069
g22	g16	13.302553855659248
g61	g30	13.168216033512607
g18	g36	13.133193346920988
g2	g7	13.101278059081096
g12	g9	12.903366054797393
g17	g59	12.871105221724086
g59	g20	12.77046986667144
g18	g53	12.765327367487565
g22	g37	12.719468075205144
g40	g59	12.702168754310708
g50	g62	12.701230035832634
g11	g22	12.675749528459166
g59	g14	12.419678998274458
g17	g36	12.34060713558168
g17	g44	12.322629057168735
g14	g51	12.306227072387069
g50	g7	12.263713807399947
g47	g41	12.263360702055286
g1	g19	12.24374841406825
g36	g52	12.209580723488893
g20	g29	12.184592585974126
g59	g9	12.160742150213034
g12	g31	12.138216091785795
g31	g22	12.083126087972035
g52	g46	12.081371870660186
g1	g63	11.963536193845275
g63	g6	11.96299962289099
g40	g55	11.940865239279619
g5	g3	11.902096457256887
g59	g55	11.885058749655885
g48	g8	11.836786571297331
g61	g4	11.817416068753124
g36	g38	11.686610349383011
g12	g41	11.686043571127222
g47	g25	11.679218123505711
g44	g17	11.661103512875199
g46	g47	11.63632686059459
g46	g38	11.631077861127435
g21	g26	11.617992377427285
g63	g43	11.60590285307339
g50	g19	11.56294041838052
g6	g8	11.472419443489153
g26	g30	11.322772393469233
g14	g37	11.31914541033184
g20	g14	11.314209296537046
g15	g9	11.30931359403208
g49	g4	11.297530277939133
g55	g26	11.293600077427625
g22	g44	11.206924692961366
g13	g57	11.206649170715695
g32	g34	11.188760546676619
g1	g7	11.17484246629253
g22	g36	11.173294056053887
g22	g40	11.152259767535043
g9	g57	11.12769399523375
g4	g49	11.097331289199904
g59	g53	11.041328028800935
g12	g37	11.007044174636524
g2	g5	11.006569239542985
g45	g1	10.972486260327427
g60	g34	10.95961795507845
g47	g16	10.931709541422704
g18	g29	10.919717457190249
g36	g18	10.897982132196796
g59	g57	10.863337413642306
g40	g44	10.833998916935263
g12	g53	10.790940354519794
g45	g33	10.750069206514926
g59	g17	10.743315196803742
g32	g5	10.721877909785396
g19	g6	10.70052385961762
g18	g55	10.687455671558947
g46	g51	10.681541639076828
g41	g17	10.631525624043373
g1	g34	10.611719238514093
g56	g50	10.604547918056204
g17	g21	10.555331070622039
g22	g21	10.529455529596726
g20	g21	10.52355486388188
g31	g46	10.512016683337468
g13	g59	10.467401703677766
g12	g46	10.446294100447632
g61	g43	10.442606811679909
g8	g50	10.326300730337882
g56	g15	10.297751430829779
g41	g25	10.294628137382745
g56	g21	10.279297107071967
g31	g47	10.272291580520164
g55	g11	10.253480809616807
g48	g61	10.233118745557967
g11	g20	10.206790268343395
g8	g6	10.179657815861939
g22	g10	10.172139477759732
g1	g4	10.136708117005481
g47	g59	10.12501890954318
g31	g17	10.120125447561687
g2	g43	10.041671485372467
