Gene1	Gene2	EdgeWeight
g39	g45	111.74628826174246
g56	g2	84.91929384600985
g45	g3	84.44971750259755
g45	g39	81.42096875626433
g39	g3	78.6921483968632
g46	g36	77.4889855633277
g30	g2	77.38215731749905
g36	g46	74.96128409087841
g41	g14	70.82302738463045
g3	g39	69.03019115346162
g13	g47	66.70289835568282
g22	g12	65.2564297087042
g14	g41	61.905345975596106
g14	g46	61.90495509150782
g30	g56	61.49528645972825
g18	g47	61.15178341163032
g14	g36	60.64358225692333
g3	g4	59.275290839768886
g47	g18	58.225940868409204
g2	g56	57.57427604007185
g47	g13	56.94955065736991
g2	g30	56.78812969051133
g18	g13	56.13326030276919
g4	g3	55.53290874531147
g12	g20	54.01824681367886
g3	g45	53.67067059962226
g36	g18	52.814011519032405
g14	g18	52.56019103206432
g41	g36	52.45855553562954
g14	g13	51.9777058526096
g46	g14	49.72022722576428
g17	g12	49.63261395334254
g56	g30	49.386231373749894
g20	g12	49.04252118054468
g36	g41	48.748456452753494
g36	g14	48.57570871026935
g39	g4	48.19091143621061
g45	g4	47.36716646877435
g4	g5	47.11258801625578
g20	g17	46.69432801349824
g41	g13	46.02457045345483
g46	g41	45.070865315206326
g12	g17	44.84904287135835
g13	g18	44.17022132490531
g13	g41	44.123533812670985
g4	g45	43.34916612655913
g18	g14	43.304125132137635
g39	g2	42.15005067898458
g18	g17	41.90899912686631
g4	g39	41.373429319186016
g41	g18	40.730272854539976
g5	g4	39.969010614843825
g50	g6	39.426557807891975
g1	g2	39.148245850986406
g50	g61	38.93248723477675
g30	g45	38.8951967051785
g12	g47	37.72089968288152
g13	g46	37.488542724648525
g17	g22	36.49460753794655
g56	g3	36.22657466677399
g22	g17	35.188023724605124
g39	g56	34.79322560157204
g18	g41	33.70558292492995
g3	g2	32.721030393159275
g18	g36	32.505259972891196
g17	g20	32.419577563465985
g22	g20	31.865669761043364
g45	g56	31.79616394915699
g41	g46	31.68923082416307
g30	g3	31.26153180090491
g30	g1	30.606430625998087
g2	g1	30.565306450051352
g11	g31	30.50020174936201
g39	g5	30.47852975613462
g47	g14	30.223471684605013
g13	g14	30.094679923731483
g55	g9	29.865282274036304
g41	g47	29.544221657604844
g39	g30	29.463856652145395
g12	g13	29.20120670859036
g56	g45	28.9828964324125
g2	g3	28.966215203638434
g13	g36	28.949794883007943
g6	g50	28.90476236002781
g36	g13	28.823103041592397
g20	g22	28.59850712749711
g3	g30	28.396773972721657
g11	g44	27.766963486337037
g13	g22	27.654839663900194
g12	g22	27.543775508345142
g2	g45	27.40485422084896
g14	g12	27.12612846390907
g47	g41	26.92215903036173
g17	g18	25.957108996570447
g9	g55	25.841706073466217
g1	g50	25.43441230334935
g31	g11	25.240461803327467
g17	g59	25.190864678849906
g30	g39	25.18760668463816
g15	g55	25.156246580030828
g47	g36	24.707144938243538
g18	g20	24.632925379629388
g54	g5	24.546153955050546
g45	g30	24.49898629388545
g17	g13	24.27915688690323
g30	g50	24.07412448505571
g22	g31	24.024619874158486
g50	g1	23.98308427754231
g1	g56	23.95477927763188
g56	g1	23.938223516014773
g3	g5	23.932358451108065
g3	g56	23.899340806134454
g56	g39	23.85645631013453
g2	g6	22.702170248874783
g31	g10	22.643903081090144
g20	g41	22.542123542704516
g13	g17	22.41052439211761
g10	g40	22.306034823562893
g1	g30	22.096599686594764
g9	g21	21.90774458921672
g14	g47	21.87109474709169
g11	g40	21.58130380928278
g61	g50	21.50131047095916
g18	g46	21.469925332302026
g13	g20	21.20612344873702
g36	g47	20.7620464347791
g12	g41	20.457246972339398
g13	g12	20.428442775255533
g22	g18	20.424669473794005
g22	g47	20.387359602313296
g55	g40	20.268653238281146
g22	g11	20.2053390529452
g31	g22	20.138965417056493
g31	g59	19.93507620280112
g11	g59	19.873476244496214
g2	g39	19.847638512220218
g1	g6	19.802624272684398
g14	g51	19.7982567052087
g47	g46	19.75589183947818
g12	g18	19.64450107718989
g5	g45	19.63858175973085
g18	g22	19.601067104768727
g11	g10	19.47058503777528
g40	g10	19.368201785953477
g6	g43	19.195057337553912
g41	g22	19.179709558340047
g6	g1	18.99632161938969
g20	g31	18.989657409116422
g59	g10	18.854213539455078
g21	g55	18.710809289181014
g17	g14	18.286178838554246
g21	g9	18.019412462754143
g43	g50	17.950544575703088
g20	g13	17.939061847305666
g61	g56	17.871784310684735
g10	g31	17.829544008810092
g50	g19	17.715907263957387
g18	g12	17.681799768660017
g20	g36	17.412240721006807
g46	g18	17.39811261225364
g63	g19	17.239469602475832
g1	g39	17.1756722819973
g45	g5	17.017436295092246
g50	g8	16.791884272023793
g14	g20	16.777474859988384
g40	g55	16.665836264461557
g30	g6	16.4639941744782
g46	g38	16.366979478842786
g13	g11	16.352138362009526
g47	g12	16.331260153256974
g58	g4	16.235952805081197
g6	g2	16.178890417988967
g59	g11	16.15000120114572
g12	g31	16.106535320154702
g10	g59	16.011212558555812
g10	g21	15.986706776023311
g38	g46	15.952408517992636
g41	g12	15.95129766757034
g61	g55	15.937983898553025
g50	g43	15.823218138334319
g12	g53	15.794240440989642
g50	g3	15.757575539527194
g59	g17	15.650107584934005
g61	g63	15.572019420388026
g12	g14	15.551468492701831
g55	g15	15.242010974019994
g21	g43	15.205956794862368
g11	g18	15.133819969420655
g59	g55	15.026676266730533
g33	g64	14.96992727034333
g12	g59	14.923625795948482
g13	g57	14.91641042713991
g26	g9	14.868659696689761
g10	g57	14.746076742763117
g17	g62	14.678179153261409
g17	g36	14.583287244750926
g59	g53	14.575828297453274
g38	g36	14.565890250008687
g6	g7	14.523867960016641
g59	g31	14.472912006085393
g2	g50	14.425117851189926
g46	g52	14.415563087808454
g63	g6	14.404461675910756
g40	g11	14.375340115343485
g47	g40	14.308471287927182
g37	g16	14.277275418547854
g12	g62	14.23415362478499
g26	g21	14.19353773100219
g10	g26	14.143580389775932
g39	g61	14.102879897000392
g50	g48	14.023903158096376
g6	g63	14.013678017529518
g55	g26	13.987550044956715
g19	g63	13.950304335241425
g1	g19	13.877305504928739
g50	g63	13.873274665892307
g10	g55	13.868072302149153
g13	g59	13.852401396392883
g59	g40	13.851816390561032
g31	g20	13.814241593211275
g30	g61	13.792858846942275
g61	g43	13.691806773219442
g47	g20	13.642071321752539
g52	g36	13.571342854304055
g17	g11	13.561939633652774
g11	g9	13.548601204744086
g47	g22	13.483629693969581
g22	g59	13.331974833895908
g36	g52	13.321864444227664
g6	g5	13.268625920593564
g22	g13	13.10971421748385
g60	g34	13.021709588716366
g31	g53	13.01846623252819
g2	g4	12.95733350624653
g26	g55	12.941685074486255
g19	g50	12.940460008955398
g36	g38	12.905368235952695
g26	g6	12.899524054918196
g6	g19	12.865580977998654
g18	g31	12.837163576622677
g59	g20	12.789684760797398
g43	g21	12.778498582540704
g41	g20	12.726898973394999
g2	g61	12.661732700122485
g3	g1	12.636672443192987
g43	g6	12.591399616915062
g19	g30	12.579624008207428
g3	g64	12.571996202081053
g17	g41	12.529529821571936
g48	g7	12.520757685415044
g3	g50	12.502036673054853
g44	g6	12.493989809297554
g31	g55	12.450964910017095
g17	g31	12.414162871495169
g15	g9	12.363451956882846
g33	g45	12.306952566463098
g43	g48	12.296972758425614
g9	g8	12.284695770043184
g1	g45	12.244476352741135
g41	g59	12.211154565863064
g61	g30	12.159464821177338
g41	g51	12.12563126879345
g20	g62	12.032711853624045
g45	g64	12.003227091975855
g45	g61	11.970028470430595
g43	g7	11.89239639969645
g59	g21	11.85683815573591
g18	g25	11.821581756713467
g17	g47	11.819988527272713
g46	g17	11.74648478613388
g19	g6	11.71083768637326
g50	g7	11.689598180024127
g11	g53	11.648061561881812
g50	g56	11.642927796662034
g24	g34	11.634253696689182
g3	g33	11.602366177083573
g47	g17	11.580475220253133
g56	g6	11.54980761210766
g20	g46	11.54250301183661
g50	g2	11.501730776964164
g46	g13	11.447602774367185
g9	g26	11.418618863986962
g12	g44	11.406266403835039
g1	g4	11.38903949920522
g14	g22	11.34614355452515
g11	g22	11.317217421795824
g21	g26	11.25619569873283
g47	g51	11.221594327781068
g36	g20	11.21275045297298
g11	g12	11.176570504260118
g21	g15	11.122961782283694
g45	g33	11.050160835529091
g61	g9	10.981627675645637
g8	g21	10.967844105182149
g47	g37	10.961907061146634
g12	g16	10.935390729343515
g10	g9	10.876296937774672
g1	g55	10.871373768742632
g61	g2	10.870899766257844
g18	g29	10.831349996411461
g20	g59	10.781296587709939
g13	g16	10.768214529254736
g9	g63	10.75219965571241
g22	g16	10.712669797984915
g31	g9	10.705086554019983
g50	g15	10.668534177446674
g7	g6	10.651763938722846
g14	g17	10.648610823265383
g55	g21	10.644032181378424
g4	g58	10.562986990830922
g19	g43	10.539620706520108
g11	g13	10.534671045782346
g45	g2	10.517980262033484
g47	g31	10.500516995847264
g23	g5	10.474899007595434
g20	g14	10.47240898154239
g50	g9	10.413773205211287
g43	g56	10.329220106274368
g14	g59	10.298524482740307
g10	g11	10.285527670821429
g59	g12	10.272753105741652
g26	g44	10.242640541917565
g9	g31	10.218653245964429
g5	g3	10.215131071624812
g30	g29	10.205654401610024
g5	g39	10.126791982554591
g47	g11	10.111009267142162
g39	g33	10.094445971609137
g47	g29	10.064034770065774
g31	g18	10.033936906231206
g22	g46	9.97036997032492
g8	g9	9.965320908190137
g11	g57	9.91290644246088
g48	g43	9.892809700907046
g21	g63	9.891867430416927
g21	g8	9.88149994436942
g56	g63	9.833076388511149
g21	g10	9.824429826240356
g7	g43	9.816597685061359
g55	g47	9.804716270871454
g56	g7	9.79222364228883
g22	g10	9.78373917623382
g20	g47	9.768794651601056
g55	g10	9.730036495756288
g61	g26	9.72792471923951
g49	g4	9.714120757511393
g1	g3	9.71027470881617
g13	g10	9.671864078058402
g50	g45	9.654488850861801
g52	g46	9.651072400674632
g47	g55	9.61678679906542
g2	g43	9.604794623754369
g50	g30	9.598212372709833
g20	g53	9.597488619957216
g20	g11	9.58973939992316
g22	g40	9.568668477093038
g56	g50	9.5434266941865
g40	g34	9.542540703392195
g22	g41	9.536543379505588
g61	g48	9.504504750901546
g18	g16	9.485672472503289
g10	g44	9.467684330938027
g30	g15	9.426314087263671
g22	g14	9.403465166351175
g47	g21	9.39050524462471
g13	g31	9.347229513932682
g8	g55	9.342010412313208
g15	g21	9.337727001109283
g41	g25	9.299017910580584
g40	g57	9.290537082565654
g41	g37	9.282689497086984
g17	g44	9.227983665200933
g39	g64	9.216545726891171
g13	g37	9.212501544520752
g61	g8	9.125006781758843
g5	g54	9.12089743865399
g19	g1	9.108513711429673
g26	g48	9.060806153990221
g56	g33	9.041935771287807
g36	g51	9.026530797714257
g17	g40	9.019618515478813
g43	g19	8.995829292623839
g22	g37	8.99314740255118
g55	g8	8.964250606929824
g59	g22	8.927564391746866
g6	g61	8.907759862827794
g20	g16	8.901910967206625
g12	g36	8.872866152073458
g56	g19	8.858831799176025
g13	g25	8.833323846993144
g36	g22	8.821492132705776
g40	g19	8.81543443311026
g33	g3	8.801771102872825
g50	g26	8.797445275084524
g31	g17	8.793349244494019
g59	g15	8.789648141063013
g40	g8	8.781911617165129
g26	g61	8.766559884636905
g13	g62	8.735349863248006
g6	g15	8.719826023143327
g48	g6	8.695525717885888
g30	g19	8.678844493257794
g15	g61	8.656670721441603
g6	g30	8.641894934576058
g2	g26	8.636526875682332
g41	g31	8.618665324559581
g26	g40	8.61164410231135
g26	g2	8.571444360301285
g10	g46	8.567790374039363
g13	g51	8.530310881022812
g55	g59	8.527001475310666
g20	g55	8.518046799034236
g40	g26	8.512136039354479
g61	g6	8.495846214223425
g20	g44	8.463859197114662
g14	g38	8.430057982870814
g22	g36	8.418182958738745
g47	g10	8.417815456968256
g2	g19	8.384982280062227
g45	g50	8.382692417659111
g14	g29	8.372163325855924
g6	g26	8.366610364695934
g35	g4	8.35627583246735
g17	g37	8.341421099233036
g20	g29	8.3071449920038
g40	g48	8.282398633618124
g61	g40	8.23014264224371
g14	g37	8.225574773589281
