Gene1	Gene2	EdgeWeight
g24	g34	1.99706120790556
g34	g24	1.99706120790556
g28	g34	1.9964478495730773
g34	g28	1.9964478495730773
g39	g45	1.9926248018600223
g45	g39	1.9926248018600223
g3	g45	1.989902532749401
g45	g3	1.989902532749401
g32	g5	1.9897983294533428
g5	g32	1.9897983294533428
g3	g39	1.9863530673080243
g39	g3	1.9863530673080243
g0	g60	1.9855506648825283
g60	g0	1.9855506648825283
g36	g46	1.9838882091153125
g46	g36	1.9838882091153125
g30	g56	1.9827598841001688
g56	g30	1.9827598841001688
g34	g60	1.981108799391206
g60	g34	1.981108799391206
g32	g54	1.9803802420198484
g54	g32	1.9803802420198484
g2	g56	1.978422617885549
g56	g2	1.978422617885549
g4	g5	1.9758002004500237
g5	g4	1.9758002004500237
g2	g30	1.9732890842886752
g30	g2	1.9732890842886752
g3	g4	1.9716686061838125
g4	g3	1.9716686061838125
g42	g5	1.9674091791339188
g5	g42	1.9674091791339188
g14	g41	1.9650819636157968
g41	g14	1.9650819636157968
g14	g36	1.9636693265993148
g36	g14	1.9636693265993148
g14	g46	1.9610548634212333
g46	g14	1.9610548634212333
g35	g49	1.9564736845186548
g49	g35	1.9564736845186548
g20	g22	1.9539054874681123
g22	g20	1.9539054874681123
g12	g22	1.9531422101941835
g22	g12	1.9531422101941835
g41	g46	1.950291593224318
g46	g41	1.950291593224318
g2	g3	1.950081603623612
g3	g2	1.950081603623612
g36	g41	1.9482531982558111
g41	g36	1.9482531982558111
g3	g33	1.9481162408305543
g33	g3	1.9481162408305543
g4	g58	1.947437482769899
g58	g4	1.947437482769899
g23	g5	1.9467699151262623
g5	g23	1.9467699151262623
g28	g60	1.944314500801097
g60	g28	1.944314500801097
g39	g64	1.9433980146903744
g64	g39	1.9433980146903744
g12	g20	1.9432115876841136
g20	g12	1.9432115876841136
g12	g17	1.941747408678732
g17	g12	1.941747408678732
g45	g64	1.940227491145296
g64	g45	1.940227491145296
g18	g47	1.9397052082088928
g47	g18	1.9397052082088928
g43	g63	1.9385312455768364
g63	g43	1.9385312455768364
g4	g45	1.938282388784557
g45	g4	1.938282388784557
g17	g20	1.9368275114899665
g20	g17	1.9368275114899665
g26	g9	1.9367113925500992
g9	g26	1.9367113925500992
g17	g22	1.934593291974367
g22	g17	1.934593291974367
g33	g45	1.9329134379281812
g45	g33	1.9329134379281812
g48	g61	1.932878622777486
g61	g48	1.932878622777486
g2	g45	1.932644720386366
g45	g2	1.932644720386366
g35	g5	1.9306862884610727
g5	g35	1.9306862884610727
g19	g63	1.9302241952519088
g63	g19	1.9302241952519088
g36	g38	1.9302008364558487
g38	g36	1.9302008364558487
g13	g47	1.930004370518139
g47	g13	1.930004370518139
g2	g39	1.928624565818155
g39	g2	1.928624565818155
g57	g59	1.927746838513677
g59	g57	1.927746838513677
g1	g2	1.926113926880366
g2	g1	1.926113926880366
g3	g30	1.924615653612877
g30	g3	1.924615653612877
g13	g41	1.924566688686168
g41	g13	1.924566688686168
g13	g18	1.9231872137724164
g18	g13	1.9231872137724164
g38	g46	1.9228542654424907
g46	g38	1.9228542654424907
g36	g52	1.922533205104792
g52	g36	1.922533205104792
g39	g4	1.9211668866304088
g4	g39	1.9211668866304088
g30	g45	1.9174640207994755
g45	g30	1.9174640207994755
g36	g51	1.917243167777988
g51	g36	1.917243167777988
g30	g39	1.9158551024092216
g39	g30	1.9158551024092216
g19	g6	1.913815316877968
g6	g19	1.913815316877968
g10	g21	1.9115272545088768
g21	g10	1.9115272545088768
g29	g47	1.9091411747970937
g47	g29	1.9091411747970937
g14	g51	1.907319524604293
g51	g14	1.907319524604293
g13	g14	1.9071684804746536
g14	g13	1.9071684804746536
g19	g50	1.9044606505384865
g50	g19	1.9044606505384865
g20	g62	1.9041368085003707
g62	g20	1.9041368085003707
g45	g56	1.9038201939308559
g56	g45	1.9038201939308559
g43	g50	1.903342600535278
g50	g43	1.903342600535278
g41	g47	1.9032266306858028
g47	g41	1.9032266306858028
g41	g51	1.9027425058007241
g51	g41	1.9027425058007241
g43	g6	1.902081800714566
g6	g43	1.902081800714566
g3	g56	1.9006385229733835
g56	g3	1.9006385229733835
g37	g47	1.8996823764718165
g47	g37	1.8996823764718165
g1	g7	1.8991480365183009
g7	g1	1.8991480365183009
g19	g7	1.8986319302256789
g7	g19	1.8986319302256789
g53	g57	1.8986003053669984
g57	g53	1.8986003053669984
g46	g52	1.8970045610928945
g52	g46	1.8970045610928945
g12	g62	1.89545381630876
g62	g12	1.89545381630876
g1	g56	1.8943432377338127
g56	g1	1.8943432377338127
g6	g8	1.894025071222584
g8	g6	1.894025071222584
g48	g50	1.893160594400772
g50	g48	1.893160594400772
g39	g56	1.8930947077672464
g56	g39	1.8930947077672464
g20	g47	1.8922676447470264
g47	g20	1.8922676447470264
g24	g58	1.8913768462197469
g58	g24	1.8913768462197469
g14	g18	1.8900409008159882
g18	g14	1.8900409008159882
g1	g43	1.8897596189190835
g43	g1	1.8897596189190835
g15	g48	1.8897499340458357
g48	g15	1.8897499340458357
g46	g51	1.8883325059796432
g51	g46	1.8883325059796432
g14	g47	1.8880004764978624
g47	g14	1.8880004764978624
g18	g41	1.8868733117827892
g41	g18	1.8868733117827892
g24	g28	1.886805503992238
g28	g24	1.886805503992238
g15	g9	1.8866728087865756
g9	g15	1.8866728087865756
g63	g7	1.8859770185745333
g7	g63	1.8859770185745333
g53	g59	1.8843021315031736
g59	g53	1.8843021315031736
g17	g47	1.8840157319892936
g47	g17	1.8840157319892936
g35	g54	1.8836510642136173
g54	g35	1.8836510642136173
g6	g63	1.8828001658024829
g63	g6	1.8828001658024829
g12	g47	1.8820488021085389
g47	g12	1.8820488021085389
g17	g59	1.881569409470945
g59	g17	1.881569409470945
g50	g6	1.881529381690516
g6	g50	1.881529381690516
g4	g49	1.8813523464257376
g49	g4	1.8813523464257376
g22	g47	1.8809893957195416
g47	g22	1.8809893957195416
g29	g41	1.8807014002334663
g41	g29	1.8807014002334663
g26	g55	1.8806440914295068
g55	g26	1.8806440914295068
g1	g6	1.878808667543748
g6	g1	1.878808667543748
g1	g63	1.878749681183216
g63	g1	1.878749681183216
g18	g29	1.8763879090371696
g29	g18	1.8763879090371696
g17	g62	1.8734724208520812
g62	g17	1.8734724208520812
g1	g19	1.8731968668844619
g19	g1	1.8731968668844619
g22	g37	1.8729192838291508
g37	g22	1.8729192838291508
g18	g22	1.8726437889641647
g22	g18	1.8726437889641647
g61	g8	1.8718022080076893
g8	g61	1.8718022080076893
g35	g58	1.8717363204701325
g58	g35	1.8717363204701325
g13	g29	1.8716193461888109
g29	g13	1.8716193461888109
g28	g35	1.869789419662765
g35	g28	1.869789419662765
g6	g7	1.8674994614260307
g7	g6	1.8674994614260307
g33	g39	1.866830623691728
g39	g33	1.866830623691728
g23	g42	1.8649448429379456
g42	g23	1.8649448429379456
g50	g7	1.8609976038768268
g7	g50	1.8609976038768268
g3	g64	1.860825181414005
g64	g3	1.860825181414005
g26	g40	1.8588647085068344
g40	g26	1.8588647085068344
g25	g41	1.8584857430544035
g41	g25	1.8584857430544035
g1	g30	1.8580504175344912
g30	g1	1.8580504175344912
g18	g37	1.857763657339772
g37	g18	1.857763657339772
g18	g20	1.8576701807473048
g20	g18	1.8576701807473048
g25	g47	1.8563373064553907
g47	g25	1.8563373064553907
g19	g61	1.8549908911648811
g61	g19	1.8549908911648811
g18	g25	1.854052807485826
g25	g18	1.854052807485826
g13	g37	1.8521677817036128
g37	g13	1.8521677817036128
g14	g38	1.8515589323811812
g38	g14	1.8515589323811812
g16	g17	1.8477870670131475
g17	g16	1.8477870670131475
g12	g37	1.8460403345277843
g37	g12	1.8460403345277843
g22	g62	1.8451823089527644
g62	g22	1.8451823089527644
g35	g42	1.8449987263984469
g42	g35	1.8449987263984469
g35	g4	1.8445435696049128
g4	g35	1.8445435696049128
g49	g58	1.843904154176844
g58	g49	1.843904154176844
g56	g8	1.8429963011975767
g8	g56	1.8429963011975767
g10	g26	1.8426784507221767
g26	g10	1.8426784507221767
g12	g25	1.8419252907649117
g25	g12	1.8419252907649117
g22	g59	1.8418209591957668
g59	g22	1.8418209591957668
g4	g56	1.8416148071280596
g56	g4	1.8416148071280596
g12	g18	1.8409491612911717
g18	g12	1.8409491612911717
g31	g57	1.8404116382462108
g57	g31	1.8404116382462108
g14	g25	1.8373052266365368
g25	g14	1.8373052266365368
g43	g56	1.836638709883396
g56	g43	1.836638709883396
g2	g43	1.834360804974387
g43	g2	1.834360804974387
g49	g5	1.832411896686516
g5	g49	1.832411896686516
g43	g8	1.8320767908610955
g8	g43	1.8320767908610955
g50	g63	1.8311177654016333
g63	g50	1.8311177654016333
g17	g18	1.8307096789408317
g18	g17	1.8307096789408317
g31	g44	1.8296481319047808
g44	g31	1.8296481319047808
g14	g29	1.8290203589795568
g29	g14	1.8290203589795568
g2	g4	1.828935221906644
g4	g2	1.828935221906644
g6	g61	1.828378080466118
g61	g6	1.828378080466118
g1	g50	1.8275359473527248
g50	g1	1.8275359473527248
g16	g22	1.8272997605293837
g22	g16	1.8272997605293837
g30	g4	1.8265054070038549
g4	g30	1.8265054070038549
g13	g36	1.82523420941828
g36	g13	1.82523420941828
g38	g41	1.824872752294703
g41	g38	1.824872752294703
g27	g48	1.82411486388203
g48	g27	1.82411486388203
g18	g46	1.8230574900515
g46	g18	1.8230574900515
g55	g9	1.822987074021216
g9	g55	1.822987074021216
g13	g25	1.8221993176732747
g25	g13	1.8221993176732747
g16	g20	1.8209706234771408
g20	g16	1.8209706234771408
g44	g59	1.8200593667034608
g59	g44	1.8200593667034608
