Gene1	Gene2	EdgeWeight
g46	g36	132.1956915370986
g36	g46	109.95316574213291
g3	g45	97.2438677964818
g14	g41	92.39895333414286
g45	g39	82.96541751704879
g39	g3	79.20742831203381
g2	g56	76.96703531930581
g56	g30	73.83798523275286
g41	g36	73.67969392287056
g18	g13	72.99458503708226
g47	g13	71.47733559963255
g45	g3	68.91041987301485
g3	g39	66.51585752361807
g39	g45	66.22042236140568
g47	g18	64.97979228379867
g41	g14	64.51568121822466
g56	g2	64.46829035342861
g30	g56	61.01802817771911
g3	g4	60.088874186462796
g12	g22	57.05809693233958
g14	g36	55.218130968920185
g2	g30	53.7213972320104
g36	g41	53.21131531598237
g22	g17	52.40164138683679
g56	g3	52.185189106982286
g14	g46	51.82905664041944
g3	g30	51.37378010615997
g46	g14	50.941205043682295
g4	g3	50.53972063446654
g17	g20	49.34834848655832
g56	g1	49.23081650657401
g36	g14	48.271734101438675
g39	g4	47.60608628042254
g30	g1	47.466063154915936
g45	g4	47.3815401372775
g22	g12	46.40346120292104
g18	g47	46.366038085117395
g20	g17	45.96562733666021
g41	g47	45.30993737452529
g13	g18	44.98758310056508
g41	g46	44.21089191399994
g12	g20	43.035180527592814
g56	g45	42.652360362264936
g12	g17	42.650088015550104
g41	g13	41.55737099954935
g2	g3	40.649842158240055
g14	g13	40.38891249936215
g30	g2	40.2508648452792
g13	g47	39.75114248808213
g39	g56	39.21716070924348
g3	g56	38.91840530229171
g3	g2	38.900197231782336
g5	g4	38.0662211842578
g46	g41	38.05924462547354
g17	g12	37.98765845678143
g56	g39	37.26603582269849
g22	g20	36.21697103412664
g30	g39	36.030030123128746
g4	g5	35.8907924839437
g2	g1	35.85307727128497
g20	g22	35.47924798253327
g1	g2	34.81421463345389
g13	g14	34.41599516100244
g17	g22	34.1314022610835
g13	g36	34.084163629403555
g18	g20	33.9749898729356
g47	g12	32.7635306619626
g39	g30	32.24549958239654
g1	g56	31.96957264818579
g45	g2	31.93258028618852
g14	g18	31.717088624166927
g6	g50	31.542440938812362
g60	g34	31.37422268080109
g1	g30	31.098755086159173
g47	g41	30.97843497311726
