Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
KEGG_2019	Protein export	1/22	0.021781850621997823	0.17170432893095638	0.02345636358644535	0.18302133883134622	-13.762199130301113	52.66350734391362	hspa5
KEGG_2019	Other types of O-glycan biosynthesis	1/29	0.0286173881551594	0.17170432893095638	0.03050355647189104	0.18302133883134622	-13.264360768894978	47.13809963180604	lfng
KEGG_2019	Notch signaling pathway	1/60	0.058347327070767695	0.23338930828307078	0.06120532148157423	0.24482128592629696	-11.287856089525759	32.072656547763344	lfng
KEGG_2019	Cell adhesion molecules (CAMs)	1/131	0.12321509925280476	0.2517818191704991	0.12848131007045063	0.26268426497794023	-4.934549448757496	10.332076468778382	cldn7b
KEGG_2019	Melanogenesis	1/137	0.12849784865342534	0.2517818191704991	0.13397742537887342	0.26268426497794023	-3.1253292726892323	6.412685355850013	fzd6
KEGG_2019	Protein processing in endoplasmic reticulum	1/176	0.16210574235537262	0.2517818191704991	0.16900281645791862	0.26268426497794023	-2.3745571022771643	4.320521906727544	hspa5
KEGG_2019	Wnt signaling pathway	1/184	0.16884576240214383	0.2517818191704991	0.1760395344152115	0.26268426497794023	-1.5379668879740014	2.735688791173045	fzd6
KEGG_2019	mTOR signaling pathway	1/186	0.17052270175040676	0.2517818191704991	0.1777909333787174	0.26268426497794023	-0.7140250332465098	1.2630294869007817	fzd6
KEGG_2019	Tight junction	1/211	0.1912150956027677	0.2517818191704991	0.19942299128967106	0.26268426497794023	0.7418744043671606	-1.2273246166212106	cldn7b
KEGG_2019	Focal adhesion	1/234	0.20981818264208255	0.2517818191704991	0.21890355414828344	0.26268426497794023	3.326389478036106	-5.194203474045948	cav1
KEGG_2019	Neuroactive ligand-receptor interaction	1/461	0.37288189786382886	0.37288189786382886	0.3908974045714225	0.3908974045714225	9.162160492134538	-9.038412112155036	s1pr2
KEGG_2019	Endocytosis	1/302	0.2624704036247471	0.2863313494088152	0.27420312314970996	0.29913067979968366	7.008805255205576	-9.375096718446837	cav1
