Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
KEGG_2019	Toll-like receptor signaling pathway	1/96	0.05611845856898459	0.12656893850243783	0.06496946882715969	0.1459420442743991	-21.25302559480425	61.2148875219056	ctsk
KEGG_2019	Phosphatidylinositol signaling system	1/108	0.06292646071555574	0.12656893850243783	0.0727810120275599	0.1459420442743991	-10.995787241842503	30.412022172802214	plcb3
KEGG_2019	Inositol phosphate metabolism	1/86	0.050410521633143114	0.12656893850243783	0.05842223383254592	0.1459420442743991	-8.523475730762433	25.46435563195045	plcb3
KEGG_2019	Melanogenesis	2/137	0.0029391556013179856	0.04706238046525242	0.0032859599785882085	0.05247423247890891	-3.5574522277793443	20.73864072269581	plcb3;fzd7b
KEGG_2019	Wnt signaling pathway	2/184	0.005229153385028047	0.04706238046525242	0.00583047027543432	0.05247423247890891	-2.7320405587612697	14.352791169019241	plcb3;fzd7b
KEGG_2019	Cell adhesion molecules (CAMs)	1/131	0.07584947104579196	0.12656893850243783	0.0876162173028237	0.1459420442743991	-3.968506095437703	10.234795264532453	cldnb
KEGG_2019	AGE-RAGE signaling pathway in diabetic complications	1/123	0.07137315823589924	0.12656893850243783	0.08247649192804266	0.1459420442743991	-3.2438859335998766	8.563318483228407	plcb3
KEGG_2019	Lysosome	1/137	0.07919371589852925	0.12656893850243783	0.09145681736469517	0.1459420442743991	-2.338232540894984	5.929426461688196	ctsk
KEGG_2019	Vascular smooth muscle contraction	1/157	0.09026124347330199	0.12656893850243783	0.1041712995638391	0.1459420442743991	-2.2357576064833053	5.377102365901211	plcb3
KEGG_2019	Gap junction	1/123	0.07137315823589924	0.12656893850243783	0.08247649192804266	0.1459420442743991	-1.8825320571158304	4.969571029916006	plcb3
KEGG_2019	GnRH signaling pathway	1/123	0.07137315823589924	0.12656893850243783	0.08247649192804266	0.1459420442743991	-1.644539160433835	4.341309428629572	plcb3
KEGG_2019	Apoptosis	1/161	0.0924600622006046	0.12656893850243783	0.10669809565665457	0.1459420442743991	-1.192669639768876	2.839720755213543	ctsk
KEGG_2019	NOD-like receptor signaling pathway	1/148	0.08529603490770331	0.12656893850243783	0.09846641143000504	0.1459420442743991	-0.6152648820241863	1.5145528362581648	plcb3
KEGG_2019	mTOR signaling pathway	1/186	0.10609267283689736	0.12656893850243783	0.12236967933065902	0.1459420442743991	-0.10225327893493484	0.22939933074226998	fzd7b
KEGG_2019	Apelin signaling pathway	1/175	0.10011762037737496	0.12656893850243783	0.11549980715604709	0.1459420442743991	0.2215374889525828	-0.5098484994945679	plcb3
KEGG_2019	Tight junction	1/211	0.11953733080785796	0.12656893850243783	0.13783415292582143	0.1459420442743991	6.6181073102456605	-14.057697545709159	cldnb
KEGG_2019	Adrenergic signaling in cardiomyocytes	1/202	0.1147187569743967	0.12656893850243783	0.1322906859143621	0.1459420442743991	6.6181073102456605	-14.330000714547042	plcb3
KEGG_2019	Calcium signaling pathway	1/268	0.1495008955284956	0.1495008955284956	0.1723284901706165	0.1723284901706165	9.86535808890858	-18.74864835026345	plcb3
