,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1.0,0.3351518149199049,0.19980124381694972,0.16070561824927385,0.12348058891678833,0.06808646666877642,0.05329470662270935,0.04271331805779112,0.04242160997472886,0.038627250795317446,0.030709692443363072,0.020796530810664612,0.027002739381527516,0.0,0.0005231913047266463,0.025754762105009144,0.006204044013012013,0.0030678373365001536,0.008746156596950107,0.006895360617499985
1,1.0,0.33891281190956013,0.204170950585611,0.15618406223388573,0.11637998553853146,0.06786647200993746,0.06080398106820216,0.05082723563789392,0.04254272961707454,0.04101983099356541,0.03931842892712218,0.04350484816287115,0.0067391615857655875,0.010832692283702977,0.0,0.0047914978056904835,0.022073697593881114,0.01591377785849418,0.0301056578203058,0.022256611226018512
2,1.0,0.3367326702349045,0.20168637454609212,0.15354211561613096,0.11361341429460782,0.0653071944360072,0.0556627872458301,0.047437891736689136,0.047068110283837214,0.044869341013004084,0.03310339327636186,0.0386484466708036,0.0,0.025559706423212005,0.010117671490324906,0.02819162982286158,0.009869056009826446,0.01338934886526896,0.03059962324764484,0.02297801121388644
3,1.0,0.33459522206808523,0.19850714708979444,0.15017115705945605,0.12206273039065293,0.06624646022260566,0.0541747513608073,0.047549680765955005,0.04411355217038113,0.03346510055538577,0.03610600255157634,0.025130459236155558,0.024742011679961685,0.03180653744197305,0.0036424675330109296,0.009626718214877728,0.0010142013030384983,0.014689638849561683,0.0,0.011408741432798871
4,1.0,0.3366646117336697,0.20099976674306344,0.15281410024745448,0.12495822643664546,0.08743200396271715,0.05481711512736699,0.04550897379678908,0.03994325956274731,0.03719436605229065,0.038194657973043174,0.0,0.041421585111466895,0.0008385519705476154,0.040932509788064265,0.03694154713526381,0.01873345858673296,0.009351564605339112,0.01945110024132902,0.020189738784874175
5,1.0,0.3337404498279688,0.1993482463601795,0.142455924393107,0.12223519237891724,0.08566808487151766,0.05507760313775208,0.04862105095181613,0.03891824250833076,0.03563620694669434,0.027699123932624203,0.035904599194996556,0.03191495733029637,0.019402039824585857,0.0006276052203056863,0.0,0.007986472878572163,0.01464498759131269,0.013177870800918094,0.01895248625382872
6,1.0,0.33832108344075773,0.20299501877357248,0.16421284254672522,0.11506643307283529,0.08967145422763657,0.06038949623058185,0.05110833977904795,0.04386318630556908,0.03760066132284204,0.042805557612548104,0.03747842010602967,0.0,0.03238364208109057,0.005138551071333737,0.038764622120989946,0.018056013063215533,0.01668056380075657,0.01477110724535322,0.0240005492585913
7,1.0,0.33775424226477696,0.20278335907972836,0.1546986098319665,0.11483142228587638,0.08959229420508978,0.05866289681060643,0.053045761300751997,0.04247548752547621,0.043609588769604586,0.034809978342926824,0.034717479372611736,0.004033168359946202,0.0014585560661273427,0.0,0.03704579816228962,0.005627922597257911,0.0045362198122702,0.021654021495301965,0.0245549637630102
8,1.0,0.33964071028893944,0.20533617853894695,0.15725333931338856,0.12940032670459992,0.06930796431911923,0.05988251797841409,0.04617590996602635,0.04168838054745943,0.04013432602377872,0.03814044911607641,0.041893824351229556,0.0,0.04213989469104962,0.03753968028088709,0.011421988244133624,0.023401912531755123,0.02820452263127692,0.032822605234432,0.03063157937732326
9,1.0,0.33408413305632684,0.1983652528090635,0.15001402200375458,0.10992589392249472,0.06290426938302894,0.05385321646417255,0.04379205224169512,0.0425546394370945,0.03907050593068257,0.031189091942803854,0.03050624412093717,0.030439161749850983,0.0,0.00527652270485966,0.01991059171671016,0.014848118797012972,0.01348045519694014,0.01327174545227372,0.013078590496912254
