,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1.0,0.2014978223903722,0.06533282332701376,0.049571065683574216,0.03614919664380594,0.0,0.014639425086054791,0.03454551331438612,0.0673227415792207,0.09571857891169298,0.1189567950680946,0.13969875399580586,0.18060408646617782,0.179969060097039,0.2137656284817546,0.2784693774269523,0.2871559242341326,0.3163750303789956,0.35662003746316523,0.38744703620639187
1,1.0,0.2069765097607367,0.07154966862775307,0.04451132572712644,0.0276962891842393,0.0,0.024091106217560845,0.04454124919507428,0.06710561435444094,0.09811768511871939,0.1289067401935654,0.16705182440358948,0.15403284162774455,0.192061874287391,0.21144262849296772,0.2503436757937691,0.3048501504651116,0.3300688962202375,0.3807144380417001,0.403822850322124
2,1.0,0.2064841397791062,0.07114301528450419,0.04408369213439807,0.027261129940308465,0.0,0.02091231771543785,0.043593377425713384,0.07606207769660753,0.1062518199251539,0.1245206526249976,0.16435936395440806,0.1491320265091251,0.21390942471021712,0.22759777393286387,0.28304776948723875,0.2931469054944252,0.33046272177291014,0.38483654860439187,0.40826931246191206
3,1.0,0.20249569684825014,0.06573790685256115,0.03852112288972526,0.03655442434115914,0.0,0.018051950616135324,0.042902944646593555,0.07173469782355422,0.09156330173232624,0.12798101762583255,0.14740131267275988,0.18003748881378975,0.22197721820596594,0.21994106015100107,0.26053228119557953,0.2829023442130804,0.33309448069164366,0.3478784669653579,0.3952410846602319
4,1.0,0.19020873662511284,0.051343951696305005,0.02370784517855438,0.021920815110814004,0.007838057990327912,0.0,0.021796179180343305,0.04835080748148046,0.07848698800790899,0.11339021079291427,0.09845754631791598,0.18475593648582272,0.16678648293663528,0.2513968116495889,0.27995371683787373,0.2904337247416692,0.312136128351404,0.3586089254099495,0.3931794592071377
5,1.0,0.18595106400408978,0.048671215764796265,0.010005287762367244,0.018001743966801095,0.005198424251134347,0.0,0.025510544038190777,0.046890422977911794,0.0764403477624639,0.1000670057073238,0.14423409446919713,0.17288363295407552,0.19068781776945837,0.2005246001093366,0.23345212724482572,0.27734054869534897,0.31953922355390935,0.35139852290107904,0.39247248931598216
6,1.0,0.18687953795081683,0.047443854719198625,0.031575751479440875,0.0024423526161334425,0.0037086698979414802,0.0,0.021890575013402552,0.046387052533101776,0.07214120701811691,0.11257263956053341,0.13952400671904905,0.12532459521474554,0.20054240210887464,0.19944074057212463,0.27624874590799287,0.28351319919751783,0.31552237541146944,0.3468480698436846,0.3924305625273215
7,1.0,0.18791392610984342,0.04924080268488245,0.02153493871664638,0.004324193591071836,0.00579578126679782,0.0,0.02653195855433146,0.046737980458967626,0.08189233025784148,0.10435976776828898,0.13794755615997595,0.1324647887526752,0.1628825280158206,0.19472564662748126,0.27574488198249125,0.2693252372586181,0.30163688521306203,0.3572049345668338,0.39461581826125103
8,1.0,0.20658076820333757,0.07144340846856488,0.044200096470032826,0.04227150301599331,0.0,0.021130855466286146,0.03690445281982955,0.06421440113985201,0.09519517139662069,0.1256255671953166,0.16324782247737743,0.14374917248605334,0.22940663609378,0.2565755753532488,0.2568184860202126,0.30473508429397506,0.34367030610717286,0.3823746182975302,0.41255831054013
9,1.0,0.20515639918228534,0.06942762817685584,0.04231002403572483,0.025464702993785684,0.0,0.021738445042818494,0.04222116936921976,0.07367314768994626,0.10233211328112841,0.1255245959444485,0.1576659821897523,0.19057285777294042,0.18572265733894358,0.22527244006530975,0.2764550643512291,0.3031519159736851,0.33444197290850275,0.3671727843031432,0.39992293264718504
10,1.0,0.19309595030719948,0.054726271123711194,0.027265072782768848,0.024252005602075105,0.011375492466809597,0.0,0.024144799292154736,0.05773679339390852,0.08674780430232955,0.11006338521432804,0.1466798444508959,0.18044509390351804,0.17412167438851092,0.21218426363818782,0.2342472717018301,0.2844521145342355,0.3332092238986459,0.34534875842295976,0.3823247128977467
11,1.0,0.204841945681333,0.07074782406741205,0.04367698826570612,0.023690741926502987,0.0,0.020495755360663212,0.0468336725794006,0.0714492521225409,0.10002012938806269,0.1285421927647961,0.16300292111205758,0.18776105078210023,0.17475008254924854,0.26753844085815576,0.27750291728647036,0.30300959214953055,0.3267055443969896,0.37008010764897864,0.40343682500129807
12,1.0,0.20158777923803098,0.06524962495428004,0.038018616436007055,0.03607755011825844,0.0,0.012388562740969626,0.04240272830424704,0.058098532404376325,0.11114987614208559,0.12590005696770667,0.10511233821790865,0.13934829705547278,0.21604862012820905,0.22456002401877007,0.24915258593447387,0.2860384790025718,0.3207104099292908,0.3635859829551317,0.3991810225835561
13,1.0,0.2137487039695616,0.07977005337121594,0.05296205180802389,0.0,0.03744101512119902,0.029540967299975372,0.05322223703464101,0.07916111006292322,0.10712889247714266,0.13594745465990407,0.16362010202375474,0.1867107011234504,0.21117191033248298,0.27035261844474767,0.26962950210383335,0.29012438535023816,0.3299690512455102,0.36737031373218404,0.41565855310194666
14,1.0,0.19309595030719948,0.054723995312117975,0.027188697831084678,0.010148237466910164,0.011957240710947014,0.0,0.02956349758629433,0.05262783370831749,0.08262131526919017,0.11735625113487108,0.1014475171177135,0.12968450759947192,0.17560788688387935,0.20799946440065112,0.25450085823668755,0.2918726053552296,0.314199111219417,0.36062559458882154,0.3943577408055795
15,1.0,0.20587277991933983,0.07026633924016866,0.0431731757930582,0.026343037188886087,0.0,0.022699958030528048,0.04184210653108781,0.06975911141802218,0.09560987464011873,0.1348913618049764,0.1513129028634246,0.1563459485568503,0.17970195007386303,0.2603843893163844,0.2609760840561909,0.2940855781570341,0.3333343118773069,0.3553811061512709,0.39270331679965537
16,1.0,0.20487521302517359,0.06909842621954232,0.04197954040572147,0.040225955315081524,0.0,0.01958337161446494,0.041065683858050775,0.06851030521982966,0.09587929696338135,0.12812732047754494,0.10803978750445778,0.19379765541520497,0.16999787887478873,0.21414233561029367,0.26196383838847,0.2961035902513765,0.335940722624279,0.37521917411279276,0.40214888303127755
17,1.0,0.204082611769918,0.0683583852596144,0.041024560468894265,0.03926922735861228,0.0,0.051469916091250616,0.039351980607552496,0.05947621019813521,0.09617335241243918,0.1284460422598028,0.12025174228070545,0.18022618645884325,0.17830648448720945,0.2214031052197235,0.24885654690382836,0.2944110780263348,0.3302468699264121,0.3634679147023279,0.4105503458439964
18,1.0,0.2017591723156304,0.06563874008418033,0.047443746775617426,0.036411583307734495,0.0,0.01774432058722146,0.03518490607764009,0.06469639970050509,0.0926332791449943,0.11980195945834639,0.15485070625668065,0.15163704326365363,0.21737949287679276,0.2444873792314763,0.2582619818371134,0.2968693458474769,0.33560626809958255,0.3862990712040621,0.39063835844817274
