Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
KEGG_2019	Steroid biosynthesis	1/19	0.06536620295191892	0.35430863767280735	0.05673621593562908	0.2836810796781454	-69.15447876136328	188.6361244987277	hsd17b7
KEGG_2019	Steroid hormone biosynthesis	1/37	0.12339823756697246	0.37378838564503997	0.10519532174132573	0.3068196884122001	-27.86927151480339	58.31194836085321	hsd17b7
KEGG_2019	Phototransduction	2/37	0.007637274912151404	0.26730462192529897	0.005549774050212893	0.19424209175745133	-11.677840162287094	56.9261359073925	gnb1a;calml4a
KEGG_2019	Notch signaling pathway	2/60	0.01926213900812905	0.3370874326422584	0.013617435980618342	0.1975422280503555	-11.376757846551245	44.933800008052216	mfng;dll4
KEGG_2019	RNA degradation	1/86	0.263978634965548	0.5488881067107358	0.22551404342102213	0.4690062419741629	-32.43471069647564	43.199373004716406	eno1a
KEGG_2019	Other types of O-glycan biosynthesis	1/29	0.09805844915133627	0.37378838564503997	0.08395463467534564	0.29367740440635415	-12.622847270479937	29.31266937180039	mfng
KEGG_2019	Peroxisome	1/87	0.26660279468807163	0.5488881067107358	0.22780303181602202	0.4690062419741629	-19.69089501259076	26.03127240388489	prdx1
KEGG_2019	ECM-receptor interaction	1/79	0.2453485173844839	0.5488881067107358	0.20931140957830519	0.4690062419741629	-10.854599839494734	15.251532940713325	tnc
KEGG_2019	Adipocytokine signaling pathway	1/86	0.263978634965548	0.5488881067107358	0.22551404342102213	0.4690062419741629	-10.241748522847598	13.640852813497483	stat3
KEGG_2019	Phagosome	2/152	0.10162327576836827	0.37378838564503997	0.07257193019965807	0.29367740440635415	-5.579535933803974	12.757512263179366	tuba1a;tuba1c
KEGG_2019	Cardiac muscle contraction	2/100	0.04921883364976153	0.3445318355483307	0.03465204591047484	0.24256432137332407	-3.3175449292433536	9.990716656972221	atp1a3b;atp1b2b
KEGG_2019	Adrenergic signaling in cardiomyocytes	3/202	0.03515198883565604	0.3430351573870233	0.020158178796040763	0.1975422280503555	-2.9307711618069026	9.812438964017637	atp1a3b;calml4a;atp1b2b
