Gene1	Gene2	EdgeWeight
g46	g36	0.2279398660873961
g36	g46	0.22271855847199856
g45	g39	0.20652674709809046
g45	g3	0.19587466289013766
g39	g45	0.19521413781954366
g41	g14	0.1841957457139548
g30	g56	0.18150744470195768
g56	g30	0.17939348297303884
g3	g45	0.16885981591694207
g14	g41	0.1679498874985623
g18	g13	0.16527781775432215
g12	g22	0.1642222828159838
g2	g30	0.16066809076478575
g3	g39	0.1584414316998089
g2	g56	0.15590996612278474
g22	g12	0.15588854169819816
g39	g3	0.1527959711605108
g22	g17	0.15238853727565166
g30	g2	0.1521097309201781
g2	g1	0.14911289366401173
g22	g20	0.1488464649366162
g13	g18	0.14769106061173984
g18	g47	0.14627665001216328
g41	g13	0.14496033583286255
g56	g2	0.14047985256671414
g45	g4	0.1395023451121588
g3	g4	0.13674731563022766
g14	g36	0.13568803788406805
g17	g22	0.13252603668430346
g13	g47	0.13102409445980825
g36	g41	0.13070588619484028
g14	g46	0.12758659020364008
g41	g46	0.12757300176723732
g41	g18	0.12702169104015149
g20	g22	0.12699585355923249
g1	g50	0.12527566780436533
g12	g17	0.12402726111007414
g12	g20	0.12305926110177005
g46	g14	0.12184290470760155
g20	g12	0.12126958945518447
g47	g18	0.12124525368791335
g36	g14	0.12080285901481673
g41	g47	0.12038652183322307
g39	g4	0.11939556619937072
g17	g20	0.1163035363365908
g3	g2	0.11549512420617453
g13	g41	0.11527122309777905
g17	g12	0.11071097609685153
g4	g3	0.10864125494685356
g3	g30	0.10862608346767724
g41	g36	0.10778902241883363
g20	g17	0.10682687386672307
g14	g18	0.10656455851957758
g47	g13	0.10648565509468867
g61	g6	0.10639950300476304
g14	g13	0.10550148627403053
g14	g47	0.10436778722385164
g50	g6	0.1035766117778192
g50	g1	0.10350676857409956
g46	g41	0.10276456966119477
g18	g41	0.10221095517211576
g13	g14	0.10078298206912524
g6	g61	0.09915470267510618
g56	g1	0.09689399012853186
g30	g1	0.0958100358188273
g6	g50	0.09515514142057112
g61	g15	0.09506265855906523
g2	g3	0.09399426757786336
g45	g30	0.09332011979168416
g3	g56	0.0930753664558268
g4	g39	0.09244401889431887
g1	g2	0.09216840254751156
g4	g45	0.09131069564573484
g1	g6	0.09062862881964724
g47	g14	0.08955876302802379
g47	g41	0.08912431061128298
g18	g14	0.08873901923615496
g39	g56	0.08867573129212293
g2	g50	0.08796080421884281
g30	g39	0.08736242137651372
g11	g31	0.08605048696017484
g39	g2	0.0858788544129461
g4	g5	0.08463336206469799
g45	g56	0.08422700805387343
g1	g26	0.08396628973140695
g56	g45	0.08384005346051537
g31	g11	0.08371736271169619
g2	g6	0.08314866438661297
g50	g61	0.08234391477771939
