Gene1	Gene2	EdgeWeight
g45	g3	101.56640376351444
g46	g36	93.87764931398284
g45	g39	86.44736982379257
g14	g41	79.50122858898695
g39	g45	76.17853577579355
g36	g46	75.92144590328331
g56	g30	75.02837875490323
g41	g14	67.35411895204243
g47	g18	66.69401468886609
g13	g18	63.06156652007489
g2	g30	62.53676567827674
g3	g39	62.07259170007179
g3	g45	61.49199669030014
g30	g56	60.768640963164756
g18	g47	59.049660147632224
g12	g17	58.09115891551093
g30	g2	56.709378516629116
g50	g6	56.12651773665867
g2	g56	54.56418280884793
g46	g14	53.72679135747369
g4	g3	52.84680651432842
g56	g3	52.19096708288583
g56	g2	49.82615685891383
g41	g36	49.608789897981346
g4	g45	48.005397470852635
g36	g14	47.15272300509468
g39	g3	46.981592194045476
g20	g17	46.66732631227131
g13	g47	46.35504632092603
g41	g13	45.91542173314034
g4	g39	45.5504631948853
g22	g17	44.988383996496495
g56	g39	44.959027258662545
g1	g2	44.016007548490855
g45	g30	43.868647831753314
g4	g5	43.67385183588125
g14	g13	43.24343597684416
g2	g3	43.12818642560057
g3	g56	42.520729887561615
g46	g41	42.08356621397928
g30	g1	41.892609631930135
g14	g18	41.448241946037655
g1	g6	41.357955062542175
g5	g4	41.30863614723077
g47	g13	40.90207586504656
g13	g46	40.899863556615
g18	g41	40.488439528140304
g17	g20	40.33763580862429
g14	g36	40.204806303042226
g3	g2	40.06621917552396
g17	g12	39.8886780014439
g41	g46	38.59132147802389
g14	g46	38.0593533628805
g20	g22	37.466390431985104
g18	g13	37.41629594011098
g12	g20	37.16519614062468
g2	g1	37.1119290826263
g20	g12	37.10558586598477
g41	g47	36.534457476944105
g6	g50	36.398553308408815
g41	g18	35.377616973713685
g50	g1	34.62143368868701
g39	g4	34.33317528637369
g39	g2	33.44619117623536
g56	g45	33.39282177526429
g46	g18	32.67318578525086
g30	g6	32.03843738555426
g30	g3	31.57009348914333
g1	g30	31.207271780569148
g3	g30	30.570519766643876
g2	g50	29.881863087278237
g13	g36	29.622500193506433
g6	g61	29.48630740507595
g3	g5	29.371364312641422
g46	g13	29.36014909727452
g30	g39	28.386759942321987
g22	g12	28.280070178311792
g6	g5	28.273541330880548
g22	g10	28.270730796214032
g36	g41	28.237805864399572
g13	g14	28.115072003068967
g2	g39	28.070924555798502
g36	g13	27.998279349813014
g6	g1	27.786013407415943
g14	g47	27.413259159307586
g12	g22	27.343650041910887
g22	g20	27.19334332344523
g1	g56	26.91780522906832
g17	g22	26.631308500715747
g3	g4	26.501961811867837
g47	g36	26.066719414022913
g20	g18	25.806879450326342
g45	g56	25.541261496143772
g47	g41	25.284431325338012
g45	g4	24.985452297485057
g47	g22	24.491596805330573
g17	g18	24.46445956076064
g50	g2	23.440264377717515
g30	g45	23.399669918890506
g18	g14	23.370589189198803
g39	g56	23.349870192131647
g20	g36	23.02722142372693
g56	g50	22.948712330771144
g47	g17	22.380850710668682
g11	g10	22.33722328661015
g13	g41	22.32507574777869
g5	g23	22.111795596501388
g18	g22	21.8482771223242
g30	g50	21.72373494635044
g2	g45	21.723277308930093
g56	g1	21.596617696603627
g12	g18	21.431430267804
g3	g1	21.43025483839729
g12	g11	21.39178230239595
g18	g17	21.356628585409414
g1	g50	21.318463061898374
g45	g5	21.31592062638313
g2	g4	21.286182138190128
g39	g30	21.278092237667057
g26	g9	21.15936255181422
g1	g61	20.706618815756432
g45	g64	20.44888492500282
g12	g31	20.38522830321301
g36	g47	20.05592489565416
g1	g39	20.046204224121144
g9	g55	19.94940697068965
g18	g20	19.842710337385608
g15	g6	19.82965462944928
g47	g20	19.751566800794645
g50	g61	19.74706427232032
g47	g14	19.663556971134764
g30	g61	19.55522842596501
g61	g6	19.50102914745133
g61	g2	19.48033531875695
g21	g48	19.407603979162168
g61	g15	19.375583718136546
g5	g45	19.254031173019964
g40	g10	19.07835317036597
g31	g59	18.74030931654988
g20	g11	18.640014555944663
g17	g59	18.364476484171924
g39	g5	18.338312796985463
g57	g16	18.295494687393397
g11	g40	18.28133787644066
