Gene1	Gene2	corVal	pValue
g0	g0	1	0
g1	g1	1	0
g10	g10	1	0
g11	g11	1	0
g12	g12	1	0
g13	g13	1	0
g14	g14	1	0
g15	g15	1	0
g16	g16	1	0
g17	g17	1	0
g18	g18	1	0
g19	g19	1	0
g2	g2	1	0
g20	g20	1	0
g21	g21	1	0
g22	g22	1	0
g23	g23	1	0
g24	g24	1	0
g25	g25	1	0
g26	g26	1	0
g27	g27	1	0
g28	g28	1	0
g29	g29	1	0
g3	g3	1	0
g30	g30	1	0
g31	g31	1	0
g32	g32	1	0
g33	g33	1	0
g34	g34	1	0
g35	g35	1	0
g36	g36	1	0
g37	g37	1	0
g38	g38	1	0
g39	g39	1	0
g4	g4	1	0
g40	g40	1	0
g41	g41	1	0
g42	g42	1	0
g43	g43	1	0
g44	g44	1	0
g45	g45	1	0
g46	g46	1	0
g47	g47	1	0
g48	g48	1	0
g49	g49	1	0
g5	g5	1	0
g50	g50	1	0
g51	g51	1	0
g52	g52	1	0
g53	g53	1	0
g54	g54	1	0
g55	g55	1	0
g56	g56	1	0
g57	g57	1	0
g58	g58	1	0
g59	g59	1	0
g6	g6	1	0
g60	g60	1	0
g61	g61	1	0
g62	g62	1	0
g63	g63	1	0
g64	g64	1	0
g7	g7	1	0
g8	g8	1	0
g9	g9	1	0
g56	g2	0.349430504000919	3.27319668000385e-08
g2	g56	0.349430504000919	3.27319668000394e-08
g39	g45	0.320938118352985	4.44475088522139e-07
g45	g39	0.320938118352984	4.44475088522144e-07
g36	g46	0.31822928662991	5.61916647864144e-07
g46	g36	0.31822928662991	5.61916647864153e-07
g3	g39	0.311479060200905	9.97912585611951e-07
g39	g3	0.311479060200905	9.97912585611957e-07
g17	g20	0.248071976408207	0.000113699622451879
g20	g17	0.248071976408207	0.000113699622451881
g2	g30	0.242739312845451	0.000160803383765491
g30	g2	0.24273931284545	0.000160803383765494
g13	g47	0.239014139991312	0.000203930434235233
g47	g13	0.239014139991312	0.000203930434235236
g14	g41	0.234308899558361	0.000273853658843324
g41	g14	0.234308899558361	0.000273853658843326
g33	g64	0.232069127923711	0.000314463783961723
g64	g33	0.23206912792371	0.000314463783961725
g12	g17	0.231795099864122	0.00031979989383883
g17	g12	0.231795099864121	0.000319799893838834
g21	g9	0.229292875456158	0.000372571625391479
g9	g21	0.229292875456157	0.00037257162539148
g18	g13	0.223600136773197	0.000524163008044294
g13	g18	0.223600136773196	0.000524163008044298
g50	g6	0.220617233111726	0.000624725119417013
g6	g50	0.220617233111726	0.000624725119417022
g43	g21	0.218356705875125	0.000712504337313559
g21	g43	0.218356705875125	0.000712504337313564
g24	g60	0.215648624193505	0.000832605676775107
g60	g24	0.215648624193504	0.000832605676775109
g30	g56	0.213127021043276	0.000960947107074256
g56	g30	0.213127021043276	0.000960947107074275
g24	g16	0.20955776599955	0.00117388156350578
g16	g24	0.20955776599955	0.00117388156350579
g22	g12	0.209317051336701	0.00118969612243687
g12	g22	0.209317051336701	0.00118969612243687
g31	g10	0.208022929988395	0.00127812078795083
g10	g31	0.208022929988395	0.00127812078795083
g14	g46	0.198355606266688	0.00215465317103706
g46	g14	0.198355606266688	0.00215465317103706
g11	g40	0.197194847256412	0.00229049118098627
g40	g11	0.197194847256412	0.00229049118098628
g50	g36	0.196368704672881	0.00239186937008891
g36	g50	0.196368704672881	0.00239186937008895
g41	g13	0.19290660099626	0.00286261168086155
g13	g41	0.19290660099626	0.00286261168086157
g18	g46	0.190675349860804	0.00320899116609127
g46	g18	0.190675349860804	0.00320899116609132
g32	g0	0.189986915675933	0.00332328031096515
g0	g32	0.189986915675933	0.00332328031096516
g48	g5	0.189431550205429	0.00341814875762532
g5	g48	0.189431550205429	0.00341814875762532
g14	g36	0.188661779925718	0.00355369348663175
g36	g14	0.188661779925718	0.00355369348663178
g34	g37	0.18839534130119	0.00360172926593924
g37	g34	0.18839534130119	0.00360172926593925
g27	g39	0.187146605589422	0.00383477417165489
g39	g27	0.187146605589421	0.00383477417165492
g56	g39	0.186603354763089	0.00394034154921375
g39	g56	0.186603354763089	0.00394034154921379
g4	g3	0.186427442089239	0.00397508367940045
g3	g4	0.186427442089239	0.00397508367940048
g31	g11	0.180505880182389	0.00531835698637078
g11	g31	0.180505880182389	0.00531835698637082
g21	g8	0.17689861935734	0.00632405467031559
g8	g21	0.17689861935734	0.00632405467031561
g60	g44	0.175363396822633	0.00680137871762855
g44	g60	0.175363396822633	0.00680137871762855
g18	g47	0.174444989090601	0.00710206715252643
g47	g18	0.174444989090601	0.00710206715252646
g22	g47	0.174392513059068	0.00711960066408901
g47	g22	0.174392513059068	0.00711960066408907
g43	g12	0.174203227467771	0.00718316682670545
g12	g43	0.174203227467771	0.00718316682670551
g46	g44	0.172092817656206	0.00792693133521739
g44	g46	0.172092817656206	0.00792693133521739
g12	g20	0.16506072187329	0.0109238921023478
g20	g12	0.16506072187329	0.0109238921023478
g12	g32	0.163834771213373	0.0115382577949778
g32	g12	0.163834771213373	0.0115382577949779
g8	g5	0.163070993866139	0.011936236529497
g5	g8	0.163070993866138	0.011936236529497
g3	g45	0.161442713688771	0.0128252651899241
g45	g3	0.161442713688771	0.0128252651899242
g9	g11	0.161418180230783	0.0128390939529758
g11	g9	0.161418180230783	0.0128390939529759
g47	g14	0.161184431812151	0.0129715096715437
g14	g47	0.161184431812151	0.0129715096715437
g9	g23	0.161180672570088	0.0129736490088131
g23	g9	0.161180672570088	0.0129736490088132
g52	g5	0.158995314822473	0.0142710357658542
g5	g52	0.158995314822473	0.0142710357658542
g1	g13	0.158865330491581	0.0143516676889366
g13	g1	0.158865330491581	0.0143516676889367
g19	g40	0.157776121326603	0.0150431637826905
g40	g19	0.157776121326603	0.0150431637826906
g11	g2	0.157669647567111	0.0151122991762978
g2	g11	0.15766964756711	0.0151122991762979
g57	g38	0.157406739807598	0.0152842021898873
g38	g57	0.157406739807598	0.0152842021898873
g29	g10	0.15699001287563	0.0155601853419356
g10	g29	0.156990012875629	0.0155601853419357
g54	g2	0.155509022109703	0.0165765554736879
g2	g54	0.155509022109703	0.0165765554736879
g60	g31	0.155427491017455	0.0166341532899298
g31	g60	0.155427491017455	0.0166341532899298
g12	g13	0.155115141823494	0.0168564320030746
g13	g12	0.155115141823494	0.0168564320030749
