Gene1	Gene2	EdgeWeight
g45	g39	0.2106014475026472
g39	g45	0.2096579455290812
g45	g3	0.20462596433097205
g46	g36	0.19410824546684735
g18	g47	0.19016472086091885
g2	g56	0.18380327901863336
g47	g18	0.18039774691219645
g3	g45	0.1797392538606426
g14	g41	0.17524250862786014
g56	g2	0.17255924315462282
g39	g3	0.17253976572216945
g36	g46	0.17231242717071601
g41	g14	0.1689808172385918
g3	g39	0.16541558142157226
g2	g30	0.15391272027324754
g56	g30	0.15345222368375366
g30	g2	0.1521766336741217
g47	g13	0.15097589809147702
g17	g12	0.14906953755607988
g12	g17	0.1486395203020866
g18	g13	0.14828930515410646
g30	g56	0.14710941944725325
g4	g5	0.14047296324471406
g45	g4	0.13897051180504136
g13	g47	0.13825535123257535
g17	g20	0.13666503701435245
g22	g12	0.13323277853444074
g20	g17	0.132048034910105
g14	g36	0.13096937868985456
g12	g22	0.12983440838272425
g39	g4	0.12865177659967558
g13	g18	0.12810617669165034
g3	g4	0.1279237754879364
g5	g54	0.1273806900197758
g4	g39	0.12649783301373516
g14	g46	0.12452820652357008
g41	g46	0.12446504116266292
g41	g36	0.12382275462760355
g4	g45	0.12067054138785407
g12	g20	0.12020368787121564
g36	g14	0.11383968983937748
g2	g1	0.11353146908679812
g17	g22	0.11332759149985255
g41	g13	0.11225902208613536
g36	g41	0.11094325428756104
g50	g6	0.1089968618358581
g46	g14	0.1077339186937309
g41	g18	0.10755506984126964
g46	g41	0.10536969076836082
g20	g12	0.10522511204481873
g14	g18	0.10325328985399493
g18	g41	0.10261096849619036
g14	g47	0.10079764009006767
g30	g1	0.09979570118350363
g18	g14	0.0997610726823148
g4	g3	0.0995833405087247
g13	g22	0.0993448612078679
g13	g14	0.09890287631098592
g22	g31	0.09829689444273956
g20	g22	0.0965707921063114
g11	g31	0.0960067281888746
g6	g50	0.09591737627632063
g13	g12	0.0958154357280967
g14	g13	0.09573607701357742
g31	g11	0.0942034834591628
g41	g47	0.09418285868626396
g13	g41	0.092925686229686
g47	g14	0.09163326662566454
g31	g10	0.0910444494011806
g50	g61	0.09061926110953616
g13	g20	0.08946118332095733
g5	g4	0.08941415479651081
g45	g30	0.08889028354534023
g22	g20	0.08881655408637086
g11	g40	0.08865136040549983
g20	g31	0.08818537063946942
g39	g56	0.08600682990579799
g3	g2	0.0847967362164021
g10	g40	0.08411192647205365
g47	g41	0.08256981117513817
g22	g17	0.08252996689288457
g3	g30	0.08181511870475884
g55	g9	0.08131659403812026
g45	g2	0.08045639910574266
g2	g3	0.07975678534328857
g56	g1	0.07967344296722938
g45	g56	0.07908564940251675
g39	g30	0.07902966411621308
g30	g50	0.07848759603603489
g18	g17	0.07823674091708925
g30	g45	0.07820287397320838
g39	g2	0.07796846000511844
g9	g55	0.07794074959583921
g18	g12	0.07690582928355717
g18	g46	0.07592915015083603
g50	g1	0.07550061918549217
g9	g21	0.07517203474873567
g3	g56	0.07444390496740518
g18	g36	0.07430965897152103
g47	g22	0.07426642558891138
g21	g9	0.07395298423592382
g13	g46	0.07298789977429072
g2	g6	0.07189422336159859
g59	g10	0.0715352527612322
g12	g31	0.07019568951426013
g50	g19	0.06959462977270321
g11	g59	0.06949535625821557
g47	g17	0.069441870865877
g20	g59	0.06903883192363328
g61	g50	0.06888933995122018
g0	g54	0.06846396456243847
g1	g50	0.06821762069390391
g10	g31	0.06787216901988745
g12	g47	0.06753346766433738
g1	g56	0.06747753294054315
g39	g5	0.0674503989261223
g12	g13	0.06743089484750607
g56	g39	0.0671491958856027
g12	g59	0.06704782191292383
g13	g17	0.06624929218648305
g10	g59	0.0662488725822674
g30	g39	0.06615944042977387
g30	g3	0.06609520200568057
g11	g10	0.06588021930042443
g54	g5	0.06546855032537517
g12	g11	0.06406367190472373
g1	g2	0.06356949381050303
g10	g57	0.0634308807132005
g1	g6	0.0632150136861264
g50	g48	0.06284192301333298
g55	g26	0.06234334193897612
g10	g11	0.062002997412822114
g30	g61	0.06179286421138139
g13	g36	0.06120460625812625
g12	g18	0.06112522884062724
g40	g55	0.061068314298104776
g47	g20	0.06071248796199855
g1	g30	0.0600692658084267
g22	g13	0.06004924507650607
g50	g43	0.05989679876942701
g3	g5	0.059874531880351925
g36	g18	0.05965071889116324
g22	g11	0.0595887950785195
g6	g1	0.059437735498107165
g40	g10	0.059192239824710564
g31	g59	0.058973700161082734
g10	g9	0.058891104139336764
g46	g52	0.05887320865126847
g59	g11	0.05886890926127297
g21	g43	0.05861072875363101
g20	g11	0.0586012752464589
g47	g12	0.0584826769787347
g47	g36	0.058334707366980536
g15	g55	0.05809787314277633
g47	g46	0.05750201393771271
g56	g50	0.057433745053188975
g11	g9	0.05731990825978961
g11	g44	0.057273373362956924
