Gene1	Gene2	corVal	pValue
g0	g0	1	0
g1	g1	1	0
g10	g10	1	0
g11	g11	1	0
g12	g12	1	0
g13	g13	1	0
g14	g14	1	0
g15	g15	1	0
g16	g16	1	0
g17	g17	1	0
g18	g18	1	0
g19	g19	1	0
g2	g2	1	0
g20	g20	1	0
g21	g21	1	0
g22	g22	1	0
g23	g23	1	0
g24	g24	1	0
g25	g25	1	0
g26	g26	1	0
g27	g27	1	0
g28	g28	1	0
g29	g29	1	0
g3	g3	1	0
g30	g30	1	0
g31	g31	1	0
g32	g32	1	0
g33	g33	1	0
g34	g34	1	0
g35	g35	1	0
g36	g36	1	0
g37	g37	1	0
g38	g38	1	0
g39	g39	1	0
g4	g4	1	0
g40	g40	1	0
g41	g41	1	0
g42	g42	1	0
g43	g43	1	0
g44	g44	1	0
g45	g45	1	0
g46	g46	1	0
g47	g47	1	0
g48	g48	1	0
g49	g49	1	0
g5	g5	1	0
g50	g50	1	0
g51	g51	1	0
g52	g52	1	0
g53	g53	1	0
g54	g54	1	0
g55	g55	1	0
g56	g56	1	0
g57	g57	1	0
g58	g58	1	0
g59	g59	1	0
g6	g6	1	0
g60	g60	1	0
g61	g61	1	0
g62	g62	1	0
g63	g63	1	0
g64	g64	1	0
g7	g7	1	0
g8	g8	1	0
g9	g9	1	0
g39	g45	0.376718432495124	2.08534995550166e-09
g45	g39	0.376718432495124	2.08534995550174e-09
g36	g46	0.304357074210475	1.80154657360432e-06
g46	g36	0.304357074210475	1.80154657360434e-06
g2	g1	0.295396122558365	3.70649532144501e-06
g1	g2	0.295396122558365	3.70649532144507e-06
g4	g3	0.26986886311374	2.54235067664175e-05
g3	g4	0.26986886311374	2.54235067664175e-05
g56	g30	0.269051753450886	2.69562771761499e-05
g30	g56	0.269051753450886	2.69562771761499e-05
g39	g55	0.262952078621578	4.14832892995806e-05
g55	g39	0.262952078621578	4.14832892995808e-05
g56	g1	0.262126292188537	4.3941074267052e-05
g1	g56	0.262126292188537	4.39410742670524e-05
g47	g13	0.252738471207894	8.34216891368183e-05
g13	g47	0.252738471207894	8.34216891368187e-05
g9	g55	0.247031415922237	0.000121729348762376
g55	g9	0.247031415922237	0.000121729348762377
g19	g43	0.231792668314443	0.000319847617777081
g43	g19	0.231792668314443	0.000319847617777083
g18	g14	0.226841827290945	0.000432009264169952
g14	g18	0.226841827290945	0.000432009264169953
g17	g12	0.223181655821634	0.000537304234381365
g12	g17	0.223181655821633	0.000537304234381369
g17	g22	0.22061279157484	0.000624887329126456
g22	g17	0.22061279157484	0.000624887329126465
g12	g20	0.213599299294817	0.000935604438011422
g20	g12	0.213599299294816	0.000935604438011428
g2	g39	0.212466458556582	0.00099745371574255
g39	g2	0.212466458556582	0.00099745371574255
g45	g3	0.202055200123965	0.0017692177532847
g3	g45	0.202055200123965	0.00176921775328471
g63	g41	0.193602104160895	0.00276179250733555
g41	g63	0.193602104160895	0.00276179250733555
g39	g3	0.192207783124174	0.00296726253613231
g3	g39	0.192207783124174	0.00296726253613232
g40	g49	0.19209888465888	0.00298387932167346
g49	g40	0.19209888465888	0.00298387932167347
g18	g47	0.191972896624826	0.00300320901842153
g47	g18	0.191972896624826	0.00300320901842154
g2	g30	0.188379098322337	0.00360467657488785
g30	g2	0.188379098322337	0.00360467657488794
g41	g47	0.187308586324016	0.00380379514124471
g47	g41	0.187308586324016	0.00380379514124472
g14	g46	0.186619767131392	0.00393711417950016
g46	g14	0.186619767131391	0.00393711417950022
g59	g22	0.182133685297028	0.00491348279145563
g22	g59	0.182133685297028	0.00491348279145565
g21	g10	0.179079246823874	0.00569754447158573
g10	g21	0.179079246823874	0.00569754447158576
g56	g2	0.179027916622746	0.00571162822136569
g2	g56	0.179027916622746	0.00571162822136579
g56	g62	0.177575762066362	0.0061232124204403
g62	g56	0.177575762066362	0.00612321242044037
g45	g19	0.174404211149125	0.00711568870834519
g19	g45	0.174404211149125	0.00711568870834521
g56	g5	0.173218468983684	0.00752210622891205
g5	g56	0.173218468983684	0.00752210622891209
g32	g30	0.17053351004782	0.00851972090886267
g30	g32	0.17053351004782	0.00851972090886267
g55	g20	0.166595904529402	0.0101954104589064
g20	g55	0.166595904529402	0.0101954104589065
g41	g46	0.166552270821053	0.010215507192221
g46	g41	0.166552270821053	0.0102155071922211
g9	g12	0.165853673643914	0.0105420711613636
g12	g9	0.165853673643914	0.0105420711613636
g37	g29	0.164271038420003	0.0113162234637964
g29	g37	0.164271038420003	0.0113162234637964
g64	g18	0.163908236834576	0.0115006012695661
g18	g64	0.163908236834576	0.0115006012695661
g42	g9	0.163849231198575	0.0115308374090509
g9	g42	0.163849231198574	0.011530837409051
g39	g56	0.162523692783271	0.0122288062563366
g56	g39	0.162523692783271	0.0122288062563366
g41	g13	0.161501316027753	0.012792285824278
g13	g41	0.161501316027753	0.012792285824278
g50	g45	0.161449248486345	0.0128215839329163
g45	g50	0.161449248486344	0.0128215839329164
g4	g25	0.161400853292152	0.0128488685176304
g25	g4	0.161400853292152	0.0128488685176304
g53	g44	0.159485409363264	0.0139705802847969
g44	g53	0.159485409363264	0.0139705802847969
g3	g10	0.159294663517579	0.0140868522920998
g10	g3	0.159294663517578	0.0140868522921
g53	g56	0.159075412548257	0.0142215474926918
g56	g53	0.159075412548257	0.0142215474926918
g64	g60	0.156973588933626	0.0155711509966101
g60	g64	0.156973588933625	0.0155711509966101
g19	g62	0.155626498487567	0.0164938700885177
g62	g19	0.155626498487567	0.0164938700885177
g49	g39	0.153891468566955	0.0177523825899697
g39	g49	0.153891468566955	0.0177523825899697
g29	g62	0.152887375978242	0.0185182531367501
g62	g29	0.152887375978242	0.0185182531367501
g29	g10	0.151474405316635	0.0196445800138628
g10	g29	0.151474405316635	0.0196445800138629
g33	g30	0.150797832154712	0.0202046304671731
g30	g33	0.150797832154712	0.0202046304671731
g26	g27	0.149540304335483	0.021282423876625
g27	g26	0.149540304335483	0.021282423876625
g30	g39	0.146713609030217	0.0238881752478948
g39	g30	0.146713609030217	0.0238881752478951
g31	g49	0.145508079446285	0.025080490514871
g49	g31	0.145508079446285	0.0250804905148711
g54	g14	0.145051553114863	0.0255451929071919
g14	g54	0.145051553114863	0.025545192907192
g34	g6	0.14454069335432	0.0260739583795348
