Gene1	Gene2	corVal	pValue
g0	g0	1	0
g1	g1	1	0
g10	g10	1	0
g11	g11	1	0
g12	g12	1	0
g13	g13	1	0
g14	g14	1	0
g15	g15	1	0
g16	g16	1	0
g17	g17	1	0
g18	g18	1	0
g19	g19	1	0
g2	g2	1	0
g20	g20	1	0
g21	g21	1	0
g22	g22	1	0
g23	g23	1	0
g24	g24	1	0
g25	g25	1	0
g26	g26	1	0
g27	g27	1	0
g28	g28	1	0
g29	g29	1	0
g3	g3	1	0
g30	g30	1	0
g31	g31	1	0
g32	g32	1	0
g33	g33	1	0
g34	g34	1	0
g35	g35	1	0
g36	g36	1	0
g37	g37	1	0
g38	g38	1	0
g39	g39	1	0
g4	g4	1	0
g40	g40	1	0
g41	g41	1	0
g42	g42	1	0
g43	g43	1	0
g44	g44	1	0
g45	g45	1	0
g46	g46	1	0
g47	g47	1	0
g48	g48	1	0
g49	g49	1	0
g5	g5	1	0
g50	g50	1	0
g51	g51	1	0
g52	g52	1	0
g53	g53	1	0
g54	g54	1	0
g55	g55	1	0
g56	g56	1	0
g57	g57	1	0
g58	g58	1	0
g59	g59	1	0
g6	g6	1	0
g60	g60	1	0
g61	g61	1	0
g62	g62	1	0
g63	g63	1	0
g64	g64	1	0
g7	g7	1	0
g8	g8	1	0
g9	g9	1	0
g36	g46	0.338441391137273	9.23618990844905e-08
g46	g36	0.338441391137273	9.23618990844922e-08
g39	g45	0.303213433156584	1.97795921645201e-06
g45	g39	0.303213433156583	1.97795921645203e-06
g40	g31	0.26171090055122	4.52286715593101e-05
g31	g40	0.26171090055122	4.52286715593103e-05
g5	g30	0.259321350962665	5.33536131764683e-05
g30	g5	0.259321350962665	5.33536131764687e-05
g47	g22	0.254643309249485	7.3390861666465e-05
g22	g47	0.254643309249484	7.33908616664661e-05
g56	g30	0.249739327276536	0.000101860277787667
g30	g56	0.249739327276536	0.000101860277787668
g3	g45	0.239511739419412	0.000197602273516868
g45	g3	0.239511739419412	0.000197602273516869
g2	g30	0.238453032619659	0.000211292930113303
g30	g2	0.238453032619659	0.000211292930113305
g14	g36	0.233385729757443	0.000289961292397073
g36	g14	0.233385729757443	0.000289961292397075
g4	g3	0.233031159894778	0.00029637899668783
g3	g4	0.233031159894778	0.000296378996687831
g30	g6	0.221605664829154	0.000589579325397224
g6	g30	0.221605664829154	0.000589579325397226
g22	g17	0.219087844879753	0.000682939580453939
g17	g22	0.219087844879752	0.000682939580453956
g61	g15	0.216742167452141	0.000782022825007022
g15	g61	0.216742167452141	0.000782022825007031
g22	g12	0.214761911905862	0.000875816935367164
g12	g22	0.214761911905862	0.00087581693536717
g20	g17	0.209418157308085	0.00118302995402263
g17	g20	0.209418157308085	0.00118302995402263
g9	g21	0.198416634208577	0.00214771869446197
g21	g9	0.198416634208577	0.00214771869446198
g18	g20	0.192264972236923	0.00295856970365071
g20	g18	0.192264972236923	0.00295856970365072
g47	g18	0.190148682312951	0.00329609871724302
g18	g47	0.190148682312951	0.00329609871724308
g6	g50	0.187223297511236	0.00382007846091849
g50	g6	0.187223297511236	0.00382007846091851
g2	g56	0.185652109841415	0.00413152548743024
g56	g2	0.185652109841415	0.00413152548743031
g32	g11	0.184608565980414	0.00435084575203158
g11	g32	0.184608565980414	0.0043508457520316
g2	g50	0.181744712602326	0.00500762609982745
g50	g2	0.181744712602326	0.00500762609982745
g42	g55	0.179415310337867	0.00560610324032499
g55	g42	0.179415310337867	0.00560610324032501
g36	g47	0.178839778313131	0.00576351586949916
g47	g36	0.178839778313131	0.00576351586949918
g43	g7	0.176740574816024	0.00637177074906091
g7	g43	0.176740574816024	0.00637177074906093
g39	g2	0.176215380394779	0.00653265575411451
g2	g39	0.176215380394779	0.00653265575411457
g12	g20	0.173894912980304	0.00728778959023353
g20	g12	0.173894912980303	0.00728778959023373
g38	g31	0.173509402823289	0.00742051790231647
g31	g38	0.173509402823289	0.00742051790231651
g39	g61	0.170215557853848	0.00864531947540199
g61	g39	0.170215557853848	0.00864531947540205
g56	g1	0.16962121215794	0.00888451670416916
g1	g56	0.169621212157939	0.00888451670416942
g2	g1	0.168677248179041	0.00927650345919302
g1	g2	0.168677248179041	0.00927650345919316
g17	g12	0.167166317498456	0.00993588938113301
g12	g17	0.167166317498456	0.00993588938113311
g18	g14	0.166705314091789	0.0101451725088552
g14	g18	0.166705314091789	0.0101451725088553
g17	g46	0.166469169029344	0.010253878996907
g46	g17	0.166469169029343	0.0102538789969071
g46	g41	0.165951175179097	0.0104959463454528
g41	g46	0.165951175179097	0.010495946345453
g61	g5	0.165085617037207	0.0109117214032057
g5	g61	0.165085617037207	0.0109117214032057
g41	g13	0.165005716765152	0.0109508254007925
g13	g41	0.165005716765152	0.0109508254007926
g37	g50	0.163105443718214	0.0119180287594251
g50	g37	0.163105443718214	0.0119180287594251
g58	g40	0.162266073107072	0.0123686935720933
g40	g58	0.162266073107072	0.0123686935720933
g23	g9	0.160275477270214	0.0134978990162908
g9	g23	0.160275477270214	0.0134978990162908
g52	g56	0.159307464407645	0.014079022838493
g56	g52	0.159307464407645	0.014079022838493
g42	g19	0.158730604559567	0.014435662026477
g19	g42	0.158730604559567	0.0144356620264771
g7	g8	0.157351245043285	0.0153207054623634
g8	g7	0.157351245043284	0.0153207054623635
g1	g6	0.156948056151479	0.0155882117006389
g6	g1	0.156948056151479	0.015588211700639
g55	g9	0.1567635166471	0.0157120054392638
g9	g55	0.1567635166471	0.0157120054392639
g14	g5	0.155995137356516	0.016236737268245
g5	g14	0.155995137356516	0.016236737268245
g38	g25	0.155744654742886	0.01641106948342
g25	g38	0.155744654742885	0.0164110694834201
g64	g63	0.15445589086656	0.0173340972652671
g63	g64	0.15445589086656	0.0173340972652672
g7	g58	0.153766435630071	0.0178462228935129
g58	g7	0.153766435630071	0.0178462228935129
g26	g15	0.152642131617017	0.0187096215271989
g15	g26	0.152642131617017	0.0187096215271989
g13	g14	0.151346818978719	0.0197491502243545
g14	g13	0.151346818978719	0.0197491502243546
g6	g42	0.151299983765446	0.0197876575331455
g42	g6	0.151299983765446	0.0197876575331455
g59	g9	0.150938139314664	0.0200873632627712
g9	g59	0.150938139314664	0.0200873632627712
g4	g5	0.150261352104976	0.0206585047029336
g5	g4	0.150261352104976	0.0206585047029338
