Gene1	Gene2	corVal	pValue
g0	g0	1	0
g1	g1	1	0
g10	g10	1	0
g11	g11	1	0
g12	g12	1	0
g13	g13	1	0
g14	g14	1	0
g15	g15	1	0
g16	g16	1	0
g17	g17	1	0
g18	g18	1	0
g19	g19	1	0
g2	g2	1	0
g20	g20	1	0
g21	g21	1	0
g22	g22	1	0
g23	g23	1	0
g24	g24	1	0
g25	g25	1	0
g26	g26	1	0
g27	g27	1	0
g28	g28	1	0
g29	g29	1	0
g3	g3	1	0
g30	g30	1	0
g31	g31	1	0
g32	g32	1	0
g33	g33	1	0
g34	g34	1	0
g35	g35	1	0
g36	g36	1	0
g37	g37	1	0
g38	g38	1	0
g39	g39	1	0
g4	g4	1	0
g40	g40	1	0
g41	g41	1	0
g42	g42	1	0
g43	g43	1	0
g44	g44	1	0
g45	g45	1	0
g46	g46	1	0
g47	g47	1	0
g48	g48	1	0
g49	g49	1	0
g5	g5	1	0
g50	g50	1	0
g51	g51	1	0
g52	g52	1	0
g53	g53	1	0
g54	g54	1	0
g55	g55	1	0
g56	g56	1	0
g57	g57	1	0
g58	g58	1	0
g59	g59	1	0
g6	g6	1	0
g60	g60	1	0
g61	g61	1	0
g62	g62	1	0
g63	g63	1	0
g64	g64	1	0
g7	g7	1	0
g8	g8	1	0
g9	g9	1	0
g45	g3	0.437155311979165	1.75877726172407e-12
g3	g45	0.437155311979165	1.75877726172413e-12
g36	g46	0.406351507968005	7.74380040858107e-11
g46	g36	0.406351507968005	7.7438004085813e-11
g30	g56	0.395820540873766	2.59155123831111e-10
g56	g30	0.395820540873766	2.59155123831111e-10
g2	g1	0.359877952259456	1.17586206868987e-08
g1	g2	0.359877952259455	1.17586206868991e-08
g45	g39	0.338635694531779	9.07145922519331e-08
g39	g45	0.338635694531779	9.07145922519333e-08
g22	g12	0.23926160077642	0.000200760106513816
g12	g22	0.23926160077642	0.000200760106513817
g18	g13	0.231881770830132	0.000318103124709323
g13	g18	0.231881770830131	0.000318103124709329
g55	g21	0.220998114215263	0.000610958834772846
g21	g55	0.220998114215263	0.000610958834772848
g39	g11	0.216045416905714	0.000813912996195161
g11	g39	0.216045416905714	0.000813912996195163
g47	g18	0.215200110585519	0.000854210844123046
g18	g47	0.215200110585519	0.000854210844123049
g14	g41	0.214677951571445	0.00088001376895018
g41	g14	0.214677951571444	0.000880013768950186
g61	g6	0.208898546386782	0.001217657574096
g6	g61	0.208898546386782	0.001217657574096
g2	g56	0.207679481399627	0.00130257942370642
g56	g2	0.207679481399627	0.00130257942370643
g6	g50	0.207268626618545	0.00133240187733536
g50	g6	0.207268626618545	0.00133240187733537
g17	g12	0.206734561231824	0.00137210334429221
g12	g17	0.206734561231824	0.00137210334429222
g31	g59	0.203222404554248	0.00166137692227911
g59	g31	0.203222404554248	0.00166137692227912
g1	g50	0.201988316475716	0.00177558681906924
g50	g1	0.201988316475716	0.00177558681906925
g18	g12	0.200353322533116	0.00193794294121028
g12	g18	0.200353322533115	0.0019379429412103
g40	g10	0.198525380696698	0.00213541243175407
g10	g40	0.198525380696697	0.0021354124317541
g47	g14	0.196257484333269	0.00240582486949356
g14	g47	0.196257484333269	0.00240582486949358
g1	g6	0.192376455768408	0.0029416903786231
g6	g1	0.192376455768408	0.00294169037862313
g12	g20	0.189292064030502	0.00344235771516984
g20	g12	0.189292064030502	0.00344235771516984
g60	g14	0.187560168619421	0.00375612752918516
g14	g60	0.187560168619421	0.00375612752918518
g47	g20	0.187356275972054	0.00379471758694234
g20	g47	0.187356275972054	0.00379471758694236
g22	g17	0.184736029033178	0.00432350615630455
g17	g22	0.184736029033178	0.00432350615630459
g4	g3	0.184697108601293	0.00433183775494474
g3	g4	0.184697108601293	0.00433183775494474
g31	g13	0.182679644219251	0.00478402695628194
g13	g31	0.182679644219251	0.00478402695628195
g57	g19	0.181366668394306	0.00510067403719894
g19	g57	0.181366668394306	0.00510067403719896
g22	g20	0.180690890631119	0.00527087894606915
g20	g22	0.180690890631119	0.00527087894606915
g5	g0	0.180018108071578	0.00544537576754768
g0	g5	0.180018108071578	0.00544537576754768
g35	g58	0.1799064174896	0.00547484079474964
g58	g35	0.1799064174896	0.00547484079474967
g34	g50	0.177203388346577	0.00623294155664637
g50	g34	0.177203388346577	0.00623294155664639
g19	g24	0.174267311182728	0.00716158969331642
g24	g19	0.174267311182728	0.00716158969331643
g26	g15	0.174212463492217	0.00718005346459017
g15	g26	0.174212463492217	0.00718005346459018
g37	g24	0.168685320932618	0.00927308721769897
g24	g37	0.168685320932618	0.00927308721769898
g27	g22	0.168329788680443	0.00942460360047587
g22	g27	0.168329788680443	0.00942460360047587
g19	g8	0.167513927928105	0.00978061986679811
g8	g19	0.167513927928105	0.00978061986679815
g64	g1	0.165516866414515	0.010702784975101
g1	g64	0.165516866414515	0.010702784975101
g17	g20	0.163854289626309	0.0115282425849604
g20	g17	0.163854289626309	0.0115282425849604
g18	g41	0.162821034011821	0.0120690832666704
g41	g18	0.162821034011821	0.0120690832666705
g11	g55	0.161764586964213	0.0126450442962081
g55	g11	0.161764586964213	0.0126450442962081
g46	g41	0.161345661858443	0.0128800470249852
g41	g46	0.161345661858443	0.0128800470249852
g42	g25	0.160149508716617	0.013572309447103
g25	g42	0.160149508716617	0.0135723094471031
g4	g5	0.159521244901402	0.0139488303641156
g5	g4	0.159521244901402	0.0139488303641156
g9	g55	0.158585485217282	0.0145266176737265
g55	g9	0.158585485217282	0.0145266176737265
g47	g41	0.158515631006562	0.0145705785366119
g41	g47	0.158515631006562	0.014570578536612
g14	g46	0.156851560658071	0.0156528365258584
g46	g14	0.156851560658071	0.0156528365258585
g39	g4	0.156217606997192	0.0160832597413731
g4	g39	0.156217606997192	0.0160832597413733
g22	g9	0.15589957502306	0.0163030555420648
g9	g22	0.15589957502306	0.0163030555420649
g30	g35	0.155767302465802	0.0163952400951294
g35	g30	0.155767302465802	0.0163952400951294
g28	g29	0.153424455482703	0.0181050965014838
g29	g28	0.153424455482703	0.0181050965014839
g11	g59	0.151977415347599	0.0192369787955344
g59	g11	0.151977415347599	0.0192369787955345
g58	g51	0.151393157943972	0.0197111149287836
g51	g58	0.151393157943972	0.0197111149287837
g41	g13	0.150787036911644	0.0202136775537241
g13	g41	0.150787036911644	0.0202136775537241
