,PseudoTime
E147_1184,0.473768522226672
E248_649,0.2595114136964357
E242_2013,0.8057669203043653
E90_1317,0.527032438926712
E118_695,0.27793352022426915
E264_2494,0.9983980776932319
E13_1434,0.5738886663996796
E79_1626,0.6507809371245494
E139_1624,0.6499799759711654
E26_2363,0.9459351221465759
E217_601,0.24028834601521826
E148_1621,0.6487785342410893
E201_2173,0.8698438125750901
E185_1129,0.4517420905086103
E14_708,0.28313976772126553
E124_262,0.10452543051661994
E175_2360,0.9447336804164999
E28_1995,0.7985582699239087
E288_2498,1.0
E78_2165,0.8666399679615538
E223_383,0.15298358029635561
E38_2394,0.9583500200240288
E88_823,0.32919503404084904
E51_396,0.15818982779335203
E172_164,0.06527833400080096
E195_722,0.28874649579495393
E95_1926,0.7709251101321586
E245_543,0.2170604725670805
E256_1598,0.6395674809771726
E15_800,0.3199839807769323
E155_31,0.012014417300760914
E64_503,0.20104124949939928
E168_234,0.09331197436924309
E52_526,0.21025230276331597
E286_54,0.021225470564677613
E171_1204,0.4817781337605126
E159_666,0.26631958350020024
E27_654,0.26151381657989586
E173_1166,0.46655987184621545
E203_747,0.2987585102122547
E278_2244,0.8982779335202242
E43_480,0.1918301962354826
E130_1519,0.6079295154185022
E177_239,0.09531437725270324
E210_1545,0.618342010412495
E181_656,0.26231477773327994
E268_1181,0.4725670804965959
E189_699,0.27953544253103724
E105_343,0.13696435722867442
E160_1962,0.7853424108930717
E102_1254,0.5018021625951141
E98_1229,0.49179014817781336
E296_548,0.21906287545054065
E101_400,0.15979175010012014
E252_1549,0.6199439327192631
E243_967,0.3868642370845014
E5_1138,0.4553464156988386
E31_1981,0.7929515418502202
E280_2494,0.9983980776932319
E22_1120,0.44813776531838206
E228_1111,0.44453344012815377
E84_672,0.2687224669603524
E72_728,0.29114937925510614
E36_1319,0.5278334000800962
E141_1924,0.7701241489787746
E76_790,0.315979175010012
E231_1587,0.6351621946335603
E200_2353,0.9419303163796556
E57_2397,0.9595514617541049
E125_382,0.1525830997196636
E99_821,0.32839407288746497
E32_2048,0.8197837404885863
E260_756,0.302362835402483
E241_1578,0.631557869443332
E67_2328,0.9319183019623548
E270_552,0.22066479775730877
E150_2189,0.8762515018021626
E7_417,0.16659991990388467
E91_1441,0.5766920304365238
E206_2011,0.8049659591509811
E234_478,0.19102923508209851
E92_513,0.20504605526631958
E83_498,0.19903884661593912
E283_2028,0.8117741289547457
E117_714,0.2855426511814177
E42_397,0.15859030837004406
E132_1023,0.4092911493792551
E193_1898,0.7597116539847817
E267_1603,0.6415698838606327
E111_2062,0.8253904685622747
E1_2356,0.9431317581097317
E122_2280,0.9126952342811374
E24_1936,0.7749299158990789
E216_393,0.15698838606327592
E20_224,0.08930716860232278
E265_1693,0.6776131357629155
E114_2183,0.8738486183420104
E29_2395,0.9587505006007209
E65_1094,0.4377252703243893
E63_2471,0.9891870244293152
E6_2134,0.8542250700841009
E113_2372,0.9495394473368042
E294_780,0.3119743692430917
E275_2056,0.8229875851021226
E133_1317,0.527032438926712
E244_1817,0.7272727272727273
E249_1304,0.5218261914297156
E162_371,0.14817781337605127
E138_1530,0.6123348017621145
E190_1167,0.4669603524229075
E232_2317,0.9275130156187424
E247_841,0.3364036844213056
E116_2292,0.9175010012014417
E56_469,0.18742490989187024
E259_1591,0.6367641169403284
E149_36,0.014016820184221065
E198_625,0.24989987985582698
E153_489,0.19543452142571086
E222_2299,0.920304365238286
E299_573,0.2290748898678414
E246_766,0.3063676411694033
E187_1431,0.5726872246696035
E129_753,0.3011613936724069
E273_560,0.223868642370845
E199_393,0.15698838606327592
E93_1735,0.6944333199839807
E54_1565,0.6263516219463356
E287_1051,0.42050460552663194
E152_402,0.16059271125350422
E180_644,0.25750901081297556
E58_534,0.21345614737685223
E254_2065,0.8265919102923508
E60_232,0.09251101321585903
E86_2041,0.816980376451742
E182_1022,0.4088906688025631
E96_931,0.37244693632358833
E211_432,0.1726071285542651
E18_508,0.20304365238285943
E45_2354,0.9423307969563476
E87_687,0.27472967561073286
E81_1924,0.7701241489787746
E97_2077,0.8313976772126552
E61_599,0.2394873848618342
E121_969,0.3876651982378855
E290_34,0.013215859030837005
E239_241,0.09611533840608731
E107_860,0.34401281537845413
E250_35,0.013616339607529036
E291_41,0.016019223067681217
E237_1326,0.5306367641169403
E2_809,0.3235883059671606
E257_2273,0.9098918702442932
E94_1348,0.539447336804165
E48_182,0.0724869843812575
E164_461,0.184221065278334
E104_803,0.32118542250700843
E37_333,0.13295955146175412
E188_550,0.21986383660392472
E271_590,0.23588305967160592
E123_2226,0.8910692831397677
E253_1705,0.6824189026832199
E8_2192,0.8774529435322387
E295_428,0.171005206247497
E170_1124,0.44973968762515015
E39_572,0.22867440929114938
E214_1927,0.7713255907088507
E44_102,0.040448538245895074
E205_753,0.3011613936724069
E59_1874,0.750100120144173
E112_2482,0.9935923107729275
E127_1674,0.6700040048057669
E75_2480,0.9927913496195434
E236_1723,0.6896275530636764
E218_2299,0.920304365238286
E35_649,0.2595114136964357
E23_2180,0.8726471766119344
E108_550,0.21986383660392472
E230_1793,0.7176611934321185
E224_1175,0.47016419703644374
E298_1132,0.45294353223868644
E34_1440,0.5762915498598318
E115_2001,0.8009611533840608
E227_2432,0.973568281938326
E12_1037,0.41489787745294354
E202_2160,0.8646375650780938
E46_843,0.33720464557468965
E179_921,0.368442130556668
E119_1585,0.6343612334801763
E50_1134,0.45374449339207046
E215_1424,0.5698838606327593
