Gene1	Gene2	EdgeWeight
g45	g39	107.4416232539628
g56	g30	90.9286974937108
g46	g36	88.31487039905218
g30	g2	85.25290264555302
g39	g45	78.59498011350084
g3	g39	75.3484235401915
g13	g18	71.57904624208395
g45	g3	70.09762858767013
g3	g45	69.48153175496925
g30	g56	69.17555764179457
g22	g17	66.52986162841779
g2	g30	64.75254581700949
g4	g3	64.66778361315896
g36	g14	64.43200662856702
g39	g3	62.8473322337648
g47	g18	62.203413970755655
g17	g22	60.524315565705635
g2	g1	58.397266643855154
g4	g5	57.7950875517896
g18	g13	56.909112828822224
g13	g47	54.54611273684721
g56	g2	54.111019004545575
g17	g20	53.801403238514744
g13	g14	53.55655292996796
g3	g2	53.345812268540456
g41	g46	51.87128959706321
g36	g46	51.3748341259867
g5	g4	51.284862693561784
g14	g36	49.97522764101378
g6	g50	49.936257072312266
g2	g56	49.115208031270754
g14	g41	48.99400325267642
g1	g50	48.949665281066686
g41	g14	48.75872275101768
g17	g12	48.35985463049296
g41	g36	48.22099367469183
g47	g13	48.157506705002405
g18	g41	47.956743128531656
g18	g47	47.69278261209502
g4	g45	47.38933912642843
g22	g12	46.11105965341815
g2	g3	44.8803980371359
g47	g14	44.50444693570465
g14	g46	43.85841493921559
g4	g39	43.49134328998519
g14	g13	42.944183305403364
g13	g46	42.73926682252783
g20	g17	42.415535997565975
g47	g12	42.268940107253705
g50	g1	40.694988099301575
g14	g18	40.6184100740806
g46	g41	40.16812152459672
g18	g36	39.80048806179625
g41	g13	39.64932923792489
g30	g3	39.44852697436719
g12	g20	39.186811614197055
g3	g30	38.92632474366671
g45	g4	38.58776375359517
g6	g1	38.22293200158397
g50	g6	38.134695995751464
g18	g12	37.80266723963466
g39	g4	37.758652487273906
g20	g22	37.40684971709355
g2	g45	37.11693757278745
g13	g36	37.03319305302556
g20	g18	36.70980778729818
g20	g12	36.21594120114646
g56	g1	35.94588054306941
g13	g41	35.87502476187781
g13	g20	34.95639983396965
g22	g20	34.777862456235816
g1	g56	34.075313273820896
g12	g22	33.899753690923895
g14	g47	33.47094689588684
g18	g22	33.014412151603175
g12	g17	32.761384805092106
g18	g17	32.66725695846685
g41	g47	32.56343759541545
g46	g47	32.21975917483048
g36	g41	32.14000639475075
g47	g36	31.795873802656466
g46	g13	31.789192592523452
g1	g6	31.483025086283003
g3	g4	31.453230511464056
g30	g1	31.37504381956529
g31	g59	31.269077499374013
g47	g46	31.13676762882216
g39	g2	30.9514767835863
g30	g45	30.691838237824626
g1	g30	30.33941144409026
g36	g18	30.08338268907896
g40	g10	29.86520567642993
g3	g56	29.80809723571673
g41	g18	29.37475921266469
g47	g41	29.21579748995409
g20	g11	29.16503798137409
g56	g3	28.80989325037714
g36	g47	28.265877154051736
g20	g47	28.04382927253468
g1	g2	27.95965774281439
g20	g36	27.953111291431984
g12	g18	27.875037108790607
g56	g45	27.864400486596125
g36	g13	26.978168050402452
g46	g14	26.76632914015385
g59	g31	26.693903809258504
g55	g9	26.64812433690616
g18	g46	26.416127252487946
g56	g39	25.436483941778175
g45	g56	25.21244531589421
g18	g14	25.210630267060107
g13	g17	25.17044617419854
g30	g39	24.71220984562043
g47	g20	24.661445522594853
g46	g18	24.641796667228228
g22	g47	24.23456233185443
g2	g50	24.212160485378003
g10	g40	23.530146432442926
g47	g17	23.333878889655622
g11	g10	23.274158938732953
g22	g59	22.798719379173967
g12	g13	22.61981113263265
g45	g30	22.582821342646252
g47	g31	22.56860696336609
g54	g5	22.51521644731915
g13	g22	22.215871402028245
g45	g2	21.987140865131675
g21	g40	21.960110866180788
g55	g21	21.849239182004094
g1	g3	21.56608159932157
g39	g56	21.479743841559532
g39	g30	21.16896047108498
g22	g11	20.98316145319976
g13	g12	20.891134992383012
g50	g2	20.68812751051946
g10	g9	20.416782666184048
g22	g18	20.40380335517695
g61	g48	20.257672630040414
g11	g59	20.227547603070217
g59	g11	20.208963621533826
g11	g57	20.177503051856906
g17	g13	19.95711273879018
g47	g22	19.85864120748755
g50	g63	19.8570396271302
g18	g20	19.70510675209201
g6	g43	19.401903577360123
g31	g10	19.360986532594076
g17	g11	19.341750394303826
g14	g17	19.14583102032772
g6	g5	18.910636086765212
g26	g15	18.56722789216428
g22	g41	18.530597974750272
g6	g19	18.486921900032137
g22	g36	18.40032608709973
g11	g53	18.263610017418834
g15	g26	18.206047730787756
g40	g55	18.158844781300395
g47	g37	18.14627985682469
g2	g6	18.118509252140875
