TF	target	importance
g46	g36	106.06695608449922
g18	g47	104.24360597231004
g39	g3	92.09581070037905
g56	g30	88.2122327843904
g45	g39	83.83750054998943
g14	g41	83.66505364113829
g56	g2	82.78770387870368
g30	g56	81.89653844550257
g3	g4	81.07807011445041
g36	g41	81.00508418321934
g2	g56	75.66355988544272
g13	g47	74.62242646603589
g3	g45	72.83501599147243
g39	g45	70.10375431321273
g47	g18	68.23041203762716
g17	g20	67.95316561261255
g4	g3	67.540647197682
g36	g14	66.76638896965267
g2	g30	62.151498218095796
g36	g46	61.14462686826216
g41	g36	61.10642093842011
g18	g13	60.859041776248816
g14	g46	60.72007521120191
g30	g2	60.58264317635907
g41	g46	60.56442729496417
g41	g14	60.47723515714141
g39	g4	60.10590817650037
g3	g2	58.74747896686359
g4	g39	58.3316858195524
g41	g13	57.530128911660654
g47	g13	57.248552803496516
g46	g14	56.33777527116071
g45	g3	55.532749613469676
g41	g18	54.92326757081111
g4	g5	54.27665267360904
g3	g39	53.73888120866219
g13	g18	53.292296948478544
g20	g17	52.76470937783296
g2	g3	52.435293780410184
g12	g22	51.95793919066696
g22	g17	50.89436237117589
g20	g12	50.45290118259737
g14	g36	48.86878962466767
g17	g22	48.01290291592596
g6	g1	46.41671348076964
g56	g39	46.31587991791205
g13	g41	45.20569386502533
g1	g6	44.68781096225919
g46	g41	43.70852339878111
g5	g4	43.16793063306604
g14	g13	43.065135711403876
g1	g30	42.01698464039602
g13	g14	41.98417651102895
g4	g45	41.327557970529234
g17	g12	41.27766818515984
g47	g17	39.49650910232597
g39	g30	38.9692618928203
g3	g30	38.496014930507535
g22	g20	37.89565584856548
g50	g6	37.865238766550604
g22	g12	37.22917602777907
g47	g12	36.4144494287795
g17	g13	36.38870137627943
g45	g4	36.11088915264323
g30	g45	35.58472224738828
g4	g56	35.30948247364771
g56	g1	35.203819060522186
g12	g20	35.135808798933795
g31	g11	34.87174699364443
g20	g13	34.111068360149154
g30	g4	33.95042236605908
g2	g1	33.052041883275926
g39	g2	32.072113968645006
g3	g56	31.963931077429976
g47	g20	31.953209598586067
g56	g3	31.068845399237514
g11	g31	30.823905184473688
g30	g1	30.714978807159625
g56	g45	30.598611107210413
g50	g1	30.593808585011416
g41	g47	30.192424895230843
g17	g47	30.03340609357903
g21	g9	29.666707026743495
g14	g47	29.508279465785822
