Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Chromosome_Location_hg19	chr19	32/1756	0.2277912218222121	1.0	0	0	1.1497308911132988	1.7008265280783748	OAZ1;LMNB2;PSMD8;RPS15;FBL;PTBP1;RPS16;SNRPD2;RPS19;POLD1;BSG;NUP62;UQCRFS1;RPL18;RPS11;MBD3;LIG1;GPX4;RPS5;NDUFA3;CD3EAP;TBCB;SMARCA4;HNRNPUL1;EIF3K;PSMC4;UBA2;CALM3;RPL28;LSM14A;THOP1;ASF1B
Chromosome_Location_hg19	chr17	28/1529	0.23856955769049484	1.0	0	0	1.1553705128813496	1.6557549711199488	YWHAE;EIF4A1;RAB5C;PSMD11;SRSF1;ATP5H;MRPL12;PSMB6;PSMB3;C1QBP;ARHGDIA;PSMD3;RPL38;RPL19;SMARCE1;TAF15;RPL23;ALYREF;RPA1;RPL23A;DYNLL2;PSMC5;MYBBP1A;PSME3;LUC7L3;RPL27;RPL26;KPNB1
Chromosome_Location_hg19	chr1	46/2689	0.31105447900126515	1.0	0	0	1.0792890300828355	1.2603799236121271	SF3B4;RPL5;KHDRBS1;MEAF6;KDM1A;HDAC1;RPL11;HP1BP3;AK2;TACSTD2;HNRNPR;NUCKS1;YBX1;PMF1;MRPL20;PSMB4;RBBP4;USP1;RCC1;BCAS2;WLS;CCT3;SF3A3;IVNS1ABP;NUDC;PARP1;TAF12;RPS8;POLR3GL;RCC2;RPL22;ATPIF1;RPA2;SARS;ILF2;UCHL5;DDOST;PSMA5;UCK2;EBNA1BP2;NASP;EIF3I;ANP32E;SNRPE;TARDBP;GSTM5
Chromosome_Location_hg19	chr2	27/1751	0.5892883099180138	1.0	0	0	0.9728555291523366	0.514484650082363	PSMD14;RPL31;CDCA7;OLA1;ATP5G3;BZW1;EEF1B2;ORC4;MAT2A;PCBP1;RPS27A;CCT7;CCT4;EIF5B;DDX18;NOP58;SSB;RRM2;GCA;HSPE1;POLE4;MSH2;NCL;HAT1;RPL37A;SUCLG1;MCM6
Chromosome_Location_hg19	chr16	16/1113	0.6923848151762075	1.0	0	0	0.906975491821632	0.3334163321397188	GINS2;UBE2I;NDUFB10;HSBP1;COX4I1;KIF22;TUFM;GCSH;NUDT21;PSMD7;RPS15A;KARS;NDUFAB1;RPL13;UQCRC2;RPS2
Chromosome_Location_hg19	chr20	10/757	0.7646121123166153	1.0	0	0	0.8334409861273748	0.2236844062929882	NOP56;AHCY;PCNA;DDX27;SNRPB2;SRSF6;EIF2S2;PFDN4;RPS21;SNRPB
Chromosome_Location_hg19	chr6 apd hap1	1/115	0.8416014434125854	1.0	0	0	0.5486215882594979	0.09460909171234036	LSM2
Chromosome_Location_hg19	chr6 mcf hap5	2/207	0.8427569624922653	1.0	0	0	0.6095795425105534	0.10428483412904356	LSM2;ABCF1
Chromosome_Location_hg19	chr6 dbb hap3	2/210	0.8484997516197299	1.0	0	0	0.6008712633318313	0.0987144281427438	LSM2;ABCF1
Chromosome_Location_hg19	chr6 qbl hap6	2/218	0.8628945065723181	1.0	0	0	0.5788209417416723	0.08535457744751329	LSM2;ABCF1
