SourceGENES,TargetGENES,Interaction,Edges
g15,g32,1,activation
g29,g38,0.869664524349901,activation
g18,g33,0.869012882910465,repression
g46,g25,0.813553273271515,activation
g14,g25,0.797665977698588,repression
g20,g21,0.78047946533448,activation
g47,g33,0.764702469464331,repression
g41,g25,0.732322238889424,repression
g20,g9,0.721987668571975,repression
g57,g54,0.701524329733751,repression
g14,g51,0.649147479553277,repression
g15,g54,0.645672488074265,activation
g51,g33,0.645147038907313,repression
g18,g60,0.64396318155212,repression
g13,g21,0.618385071616045,repression
g53,g21,0.616755027086381,repression
g57,g15,0.590333245618668,repression
g46,g51,0.58788581356168,activation
g11,g33,0.585451830708021,activation
g20,g10,0.571268878166493,activation
g57,g27,0.568044277968842,repression
g37,g33,0.564791596301158,repression
g57,g21,0.559946308654937,repression
g29,g29,0.556201276622269,activation
g17,g42,0.554700325835844,repression
g29,g41,0.536863152248439,repression
g29,g52,0.517080602501505,activation
g20,g11,0.516919462355702,repression
g18,g21,0.514763956572579,activation
g29,g14,0.50052306246394,repression
g11,g60,0.492037261205378,repression
g17,g9,0.487296008110464,activation
g17,g53,0.48089586547247,repression
g15,g16,0.479658119815927,repression
g20,g53,0.476642659375249,repression
g47,g10,0.474861030413617,activation
g57,g48,0.46443308938474,repression
g57,g19,0.461594008227915,repression
g13,g9,0.457944943327619,repression
g29,g36,0.451672366877975,activation
g57,g32,0.45062112086489,repression
g29,g46,0.443316953237181,repression
g57,g5,0.437319054259113,repression
g14,g41,0.434578716279708,activation
g18,g9,0.434526650003118,repression
g47,g9,0.4339566844242,activation
g14,g13,0.431990592451225,activation
g14,g38,0.424992723183663,activation
g13,g33,0.42305903382104,repression
g53,g40,0.415423961596255,activation
g14,g29,0.413359461913466,repression
g15,g58,0.409830113305153,activation
g57,g58,0.408626916854229,activation
g25,g33,0.407486610887796,repression
g11,g21,0.404836496184376,repression
g17,g11,0.398877936470151,activation
g18,g40,0.397219016333433,repression
g20,g13,0.391191507522879,repression
g53,g55,0.390672978779573,activation
g14,g47,0.387922352208602,repression
g17,g10,0.382361311269388,activation
g57,g8,0.377834672259541,repression
g41,g51,0.377627406136653,repression
g53,g9,0.37704038762067,repression
g57,g7,0.376588424793311,activation
g57,g6,0.374481092087232,activation
g57,g16,0.370196223108323,repression
g13,g10,0.367721462189195,activation
g18,g10,0.367023586812795,repression
g53,g15,0.366655548713622,activation
g17,g33,0.362475066683306,activation
g29,g51,0.359893122138737,activation
g5,g58,0.359639414262304,repression
g14,g11,0.356636459544006,repression
g47,g53,0.355786521006238,activation
g17,g40,0.355767540989057,activation
g41,g44,0.353284339271609,repression
g15,g48,0.35296175126911,repression
g13,g40,0.351738312793241,activation
g29,g13,0.3512732751895,activation
g13,g60,0.351052948462659,activation
g17,g21,0.348547845504013,repression
g36,g51,0.347712465157796,repression
g41,g16,0.346150318788279,activation
g46,g44,0.345489134961964,activation
g14,g44,0.343568034773936,repression
g14,g14,0.342574587940781,activation
g20,g42,0.341449285229721,repression
g20,g40,0.339536537043641,activation
g53,g60,0.333688554724846,activation
g29,g25,0.332810826887435,activation
g46,g47,0.330691785472081,activation
g53,g26,0.329550640663756,activation
g15,g5,0.32852076279154,activation
g37,g26,0.32713665378552,activation
g37,g10,0.32672678403051,repression
g47,g21,0.323104394087692,repression
g41,g11,0.322983323165998,repression
g20,g51,0.322465075507192,repression
g47,g59,0.321191656271453,repression
g15,g6,0.3166461438805,repression
g37,g9,0.315780434064277,repression
g14,g17,0.314468593212311,activation
g53,g8,0.31020655271065,repression
g46,g13,0.308165861594386,activation
g57,g61,0.305834781803181,repression
g17,g57,0.305144127547556,activation
g5,g32,0.305040952824255,repression
g20,g15,0.302760647741983,repression
g57,g4,0.302700892713424,repression
g15,g27,0.300365240731119,repression
g20,g59,0.294380355738859,activation
g41,g47,0.292767673496077,activation
g46,g37,0.291588640781013,repression
g46,g41,0.290381147323813,activation
g57,g1,0.287832373474779,activation
g42,g7,0.286595494055059,repression
g53,g63,0.285468246441807,repression
