SourceGENES,TargetGENES,Interaction,Edges
g57,g24,1.01596767853993,repression
g45,g0,1,activation
g39,g0,0.82501516294075,activation
g4,g0,0.759632100021795,activation
g58,g24,0.758798028250891,activation
g3,g0,0.756784308867097,activation
g59,g24,0.750002850084145,repression
g39,g29,0.691753837404417,repression
g25,g24,0.665373504807217,repression
g39,g24,0.581385382363963,activation
g14,g52,0.544399595774499,repression
g56,g0,0.519466981970432,repression
g45,g49,0.515352480290732,repression
g9,g23,0.504174563688405,repression
g15,g64,0.501636023204709,activation
g36,g23,0.497825170233874,repression
g44,g7,0.489410712370306,repression
g9,g7,0.484736120211413,activation
g59,g26,0.477284087784668,activation
g59,g48,0.470848064925261,activation
g22,g24,0.466125010502841,activation
g16,g24,0.466023481018627,repression
g21,g23,0.456291924196477,activation
g11,g24,0.445736469331666,repression
g5,g0,0.444660095912229,activation
g15,g7,0.440944324618095,activation
g36,g52,0.439188078656024,repression
g17,g55,0.432015934839156,repression
g59,g63,0.422118925955428,repression
g53,g24,0.421060936670725,activation
g12,g24,0.419909911114914,activation
g21,g7,0.415203469350202,repression
g59,g32,0.414285473919547,activation
g18,g24,0.410680688925035,repression
g62,g24,0.409636881181822,repression
g3,g49,0.408792717045111,repression
g21,g63,0.397571227991787,activation
g18,g55,0.394110245621759,activation
g4,g24,0.392076454148702,repression
g4,g49,0.389340344816437,repression
g57,g27,0.38766560304758,activation
g47,g55,0.385695694392662,activation
g59,g33,0.383141702984608,repression
g15,g49,0.381291182870721,repression
g59,g62,0.380876090765911,repression
g45,g28,0.377506589335831,repression
g9,g43,0.376958785752218,repression
g44,g0,0.372461984566923,activation
g59,g44,0.372368815909778,repression
g15,g32,0.371089848739678,repression
g39,g49,0.369995690154345,activation
g44,g24,0.369397989333009,activation
g25,g29,0.363923754585887,activation
g14,g17,0.363613983706584,activation
g18,g10,0.3621103329398,repression
g59,g9,0.360587846012395,activation
g18,g43,0.359690756164251,repression
g39,g27,0.350811340861831,activation
g16,g29,0.350270017036882,repression
g44,g49,0.348809568815356,activation
g56,g49,0.345964407664218,repression
g4,g29,0.345153688817812,repression
g57,g48,0.344243776359874,repression
g15,g23,0.342651418585547,activation
g14,g47,0.340889149765372,activation
g39,g6,0.33944313202655,activation
g18,g48,0.339240261588099,activation
g39,g28,0.338530720489861,activation
g59,g8,0.337058417692085,repression
g60,g32,0.336578608184259,activation
g14,g55,0.336302649423428,activation
g57,g29,0.335836844368089,activation
g2,g0,0.329895619239125,activation
g15,g61,0.327234812256523,repression
g14,g12,0.32208552725183,repression
g15,g0,0.32143672536411,activation
g14,g16,0.319670905493307,activation
g59,g21,0.317243657220593,repression
g10,g7,0.316564923505194,activation
g59,g55,0.315324699686461,activation
g47,g10,0.313406601745332,activation
g47,g29,0.313162923208772,activation
g53,g62,0.312109324511926,activation
g59,g43,0.309114249786317,activation
g57,g61,0.309111711861498,repression
g18,g21,0.307356714859048,activation
g57,g28,0.305488562572001,activation
g57,g63,0.304602601299655,repression
g41,g52,0.303268175094705,activation
g39,g60,0.302028210298557,repression
g60,g38,0.301697012163256,activation
g36,g55,0.300122689634491,repression
g45,g34,0.296426368137499,repression
g53,g32,0.296399644310483,activation
g57,g49,0.295639472181417,repression
g21,g55,0.294384219221727,activation
g10,g48,0.293927414965087,activation
g41,g11,0.292667609640555,activation
g58,g21,0.292421203425479,activation
g10,g64,0.292313358359166,repression
g47,g11,0.291328779419068,activation
g57,g21,0.28830097981651,repression
g25,g27,0.287377391650946,repression
g15,g50,0.287304253135594,repression
g47,g24,0.287029204463592,activation
g57,g32,0.286619243527977,activation
g11,g62,0.286300042549585,activation
g16,g62,0.285690793177928,activation
g3,g24,0.285358192831536,activation
g45,g30,0.283512228927192,activation
g44,g61,0.281077236299892,activation
g21,g48,0.280876874963706,activation
g47,g43,0.28084808721272,activation
g58,g29,0.280247551732186,activation
g36,g41,0.279063656588625,activation
g58,g27,0.276010961368828,activation
g41,g17,0.272888184740564,repression
g17,g21,0.272645352652583,activation
g57,g15,0.271039529916764,repression
g17,g9,0.270769907085395,repression
g21,g64,0.269066179021977,activation
g14,g41,0.268874947665654,activation
g41,g12,0.26849650412639,activation
g17,g10,0.268127229900364,repression
g12,g10,0.266642003308564,activation
g17,g38,0.266301415410685,repression
g25,g62,0.265925922979932,activation
g41,g51,0.265913635554932,repression
g47,g21,0.265426813388463,repression
g44,g50,0.265053708911191,repression
g18,g62,0.263452059775968,activation
g18,g8,0.262706065224706,activation
g59,g10,0.262610006767321,activation
g41,g16,0.262546304202276,repression
g4,g28,0.262222922145055,activation
g27,g32,0.261357049053654,activation
g59,g61,0.260485334700864,repression
g45,g2,0.259491208521987,repression
g18,g9,0.259184904104134,activation
g3,g28,0.258982653093797,repression
g45,g6,0.25876362064917,activation
g18,g29,0.258182803279076,repression
g12,g11,0.257915619055961,activation
g12,g55,0.256762627168875,activation
g12,g21,0.255459490070787,repression
g11,g26,0.255359966300817,repression
g45,g1,0.255300955113676,activation
g9,g32,0.254879698254792,activation
g14,g11,0.254776772993716,activation
g4,g6,0.253902119354811,activation
g59,g7,0.25301902396813,repression
g14,g18,0.251179894624492,activation
g44,g23,0.251179275671009,activation
g41,g47,0.250746143846351,activation
g36,g47,0.250215380839898,repression
g11,g48,0.250177990220899,repression
g57,g8,0.250074667373069,repression
g21,g43,0.249502856168404,activation
g39,g30,0.248907456941429,activation
g57,g44,0.248454156430004,activation
g21,g32,0.248390357082927,repression
g14,g13,0.247806516653387,activation
g39,g34,0.246280338765923,repression
g45,g56,0.244446976499299,activation
g12,g29,0.243986518082108,activation
g58,g60,0.242443434327111,repression
g4,g34,0.242159584386068,repression
g41,g54,0.241769329145623,repression
g39,g1,0.241035469957277,activation
g18,g31,0.240842679905647,activation
g39,g56,0.240526915618401,activation
g44,g27,0.240266778325063,repression
g59,g15,0.240185795324923,repression
g4,g60,0.238532457545679,activation
g44,g64,0.238429703466042,repression
g57,g26,0.237159237325065,activation
g53,g29,0.236378425618432,repression
g10,g61,0.236350668522832,activation
g18,g11,0.235892929461557,activation
g36,g38,0.235307320251147,repression
g44,g6,0.234016534270123,repression
g16,g25,0.232640581450459,repression
g39,g2,0.232591767199704,activation
g45,g3,0.232530310719777,activation
g53,g26,0.23217299501136,activation
g53,g44,0.232010230041785,repression
