Gene1	Gene2	EdgeWeight
g24	g57	1.01596767853993
g0	g45	1.0
g0	g39	0.82501516294075
g0	g4	0.759632100021795
g24	g58	0.7587980282508909
g0	g3	0.756784308867097
g24	g59	0.750002850084145
g29	g39	0.691753837404417
g24	g25	0.665373504807217
g24	g39	0.581385382363963
g52	g14	0.5443995957744989
g0	g56	0.5194669819704321
g49	g45	0.5153524802907321
g23	g9	0.504174563688405
g64	g15	0.501636023204709
g23	g36	0.49782517023387396
g7	g44	0.48941071237030603
g7	g9	0.484736120211413
g26	g59	0.47728408778466797
g48	g59	0.470848064925261
g24	g22	0.46612501050284105
g24	g16	0.466023481018627
g23	g21	0.45629192419647707
g24	g11	0.445736469331666
g0	g5	0.444660095912229
g7	g15	0.44094432461809496
g52	g36	0.43918807865602394
g55	g17	0.43201593483915596
g63	g59	0.42211892595542794
g24	g53	0.421060936670725
g24	g12	0.419909911114914
g7	g21	0.415203469350202
g32	g59	0.41428547391954706
g24	g18	0.410680688925035
g24	g62	0.40963688118182207
g49	g3	0.40879271704511105
g63	g21	0.39757122799178707
g55	g18	0.394110245621759
g24	g4	0.392076454148702
g49	g4	0.389340344816437
g27	g57	0.38766560304758
g55	g47	0.38569569439266205
g33	g59	0.383141702984608
g49	g15	0.381291182870721
g62	g59	0.38087609076591106
g28	g45	0.377506589335831
g43	g9	0.376958785752218
g0	g44	0.37246198456692303
g44	g59	0.37236881590977794
g32	g15	0.371089848739678
g49	g39	0.36999569015434497
g24	g44	0.369397989333009
g29	g25	0.36392375458588705
g17	g14	0.363613983706584
g10	g18	0.36211033293980005
g9	g59	0.360587846012395
g43	g18	0.35969075616425106
g27	g39	0.350811340861831
g29	g16	0.35027001703688204
g49	g44	0.348809568815356
g49	g56	0.34596440766421804
g29	g4	0.345153688817812
g48	g57	0.3442437763598739
g23	g15	0.342651418585547
g47	g14	0.340889149765372
g6	g39	0.33944313202655
g48	g18	0.339240261588099
g28	g39	0.338530720489861
g8	g59	0.33705841769208505
g32	g60	0.33657860818425894
g55	g14	0.33630264942342797
g29	g57	0.33583684436808897
g0	g2	0.32989561923912497
g61	g15	0.327234812256523
g12	g14	0.32208552725183004
g0	g15	0.32143672536411
g16	g14	0.319670905493307
g21	g59	0.317243657220593
g7	g10	0.31656492350519394
g55	g59	0.31532469968646104
g10	g47	0.31340660174533197
g29	g47	0.313162923208772
g62	g53	0.312109324511926
g43	g59	0.309114249786317
g61	g57	0.309111711861498
g21	g18	0.30735671485904803
g28	g57	0.305488562572001
g63	g57	0.30460260129965505
g52	g41	0.303268175094705
g60	g39	0.30202821029855703
g38	g60	0.30169701216325606
g55	g36	0.300122689634491
g34	g45	0.29642636813749895
g32	g53	0.29639964431048305
g49	g57	0.295639472181417
g55	g21	0.294384219221727
g48	g10	0.293927414965087
g11	g41	0.292667609640555
g21	g58	0.292421203425479
g64	g10	0.292313358359166
g11	g47	0.291328779419068
g21	g57	0.28830097981651
g27	g25	0.287377391650946
g50	g15	0.287304253135594
g24	g47	0.287029204463592
g32	g57	0.28661924352797696
g62	g11	0.286300042549585
