Gene1	Gene2	EdgeWeight
g33	g6	1.1719932350678401
g33	g50	1.14705313314029
g33	g39	1.04710968373789
g33	g45	1.03302425268635
g0	g27	1.0
g54	g50	0.9139714971883571
g51	g12	0.9131671312394158
g44	g22	0.9118981250706221
g33	g8	0.9071526361860279
g23	g47	0.864389717709057
g23	g22	0.840550438522494
g33	g61	0.824060036046789
g60	g46	0.765158773823766
g0	g15	0.7634809608538149
g38	g39	0.751298555441688
g54	g6	0.7323520101174771
g0	g53	0.714826744203723
g60	g12	0.708097109170514
g31	g47	0.692978150198915
g33	g1	0.686305977416898
g51	g47	0.6803475523538299
g51	g14	0.6789510689493761
g0	g13	0.6556031239218729
g60	g18	0.6541847767525301
g44	g53	0.652270688896308
g60	g47	0.6469380239617121
g51	g53	0.627328789685929
g24	g27	0.626462952665895
g23	g12	0.601885587705833
g60	g36	0.5887173133995639
g38	g45	0.5877533233174571
g10	g22	0.575885047106657
g32	g27	0.572679474892297
g58	g8	0.558728218790826
g24	g10	0.55698845442809
g44	g12	0.553737261549099
g54	g45	0.5526956304848321
g31	g22	0.551111591659729
g19	g53	0.5500992888128741
g31	g12	0.5481117488217689
g34	g39	0.5476392793455349
g44	g47	0.541648656535231
g0	g57	0.540056468580937
g61	g53	0.539629239780845
g0	g8	0.538331661688616
g60	g14	0.536982567374743
g32	g8	0.530368483353237
g54	g8	0.519450933930236
g0	g11	0.5169825126455521
g34	g45	0.514879129463956
g51	g45	0.5125891249915461
g0	g10	0.5086414002194679
g38	g6	0.5085036669829579
g60	g22	0.508212994018405
g26	g50	0.507786981254348
g57	g13	0.504225972382176
g44	g13	0.5029581777903871
g5	g8	0.49982045519881
g49	g8	0.497172051966816
g4	g8	0.49337271526416
g38	g61	0.48810719058061897
g10	g47	0.48543538126636
g24	g26	0.48358733501217605
g51	g18	0.48201339186391495
g23	g14	0.481232709029034
g28	g18	0.479534741901751
g4	g39	0.472954287727321
g44	g10	0.47267949791339897
g1	g39	0.47240706761261203
g1	g50	0.47126999744515596
g13	g47	0.470171443702835
g37	g47	0.46508119566412504
g51	g57	0.46087021742038303
g0	g31	0.46057300745254903
g59	g22	0.46052407432542497
g4	g61	0.456240434002515
g28	g12	0.44984101248300107
g44	g9	0.44957662456213304
g23	g13	0.44593386786074196
g57	g47	0.444310746757448
g10	g12	0.443722226413251
g13	g22	0.441061709243404
g13	g12	0.43870144507654396
g9	g13	0.438369349659392
g63	g53	0.43667585602863
g63	g15	0.433081821094365
g18	g46	0.432398388303416
g54	g61	0.428605608648331
g19	g39	0.42456560099936
g58	g6	0.422470619575054
g58	g61	0.41922718572144896
g59	g47	0.417101234299044
g35	g41	0.417013858876687
g9	g22	0.412884157320901
g60	g13	0.412070367178024
g14	g36	0.41050465585116797
g40	g22	0.40983740012987396
g51	g7	0.40793215761963003
g51	g50	0.40459130896515294
g8	g53	0.402876484538056
g11	g22	0.40255486327698103
g35	g22	0.39694746770465394
g34	g6	0.396407331602794
g4	g6	0.395854751539161
g44	g18	0.39480993748038
g41	g46	0.3886252163273
g32	g15	0.386633718376502
g62	g27	0.38626134361940206
g14	g46	0.3836109787344129
g34	g50	0.37889627523355895
g33	g26	0.377748829707575
g32	g26	0.37505834771513297
g48	g53	0.375037564639057
g2	g39	0.373790744431948
g38	g56	0.373420108172419
g0	g26	0.373228419085727
g1	g27	0.37117788727275297
g15	g47	0.37101119196839705
g6	g39	0.37076577494382595
g53	g13	0.37068741997126
g64	g27	0.37011666659747794
g27	g47	0.36845898556511997
g27	g22	0.36810747676847794
g33	g43	0.3665770590482029
g1	g45	0.36607086842988296
g21	g10	0.36587357604965703
g11	g47	0.365639779270886
g57	g11	0.36503167630859495
g0	g50	0.36358527890074394
g55	g13	0.3633081505256429
g1	g61	0.362950533696549
g13	g46	0.361996645671446
g4	g50	0.36088112630535707
g1	g6	0.36087741966989706
g52	g53	0.36049633395609604
g6	g53	0.35983375751579205
g54	g39	0.3594093713274699
g16	g13	0.35839276940632203
g19	g7	0.35802914192286606
g59	g12	0.35760755276702705
g49	g61	0.35425865443625004
g31	g41	0.35300356388751997
g63	g27	0.352301028114779
g5	g61	0.351329589032061
g44	g8	0.347861100241766
g39	g50	0.34747343646719503
g57	g27	0.34526015407583804
g24	g15	0.344978693830353
g57	g28	0.344408090797495
g15	g50	0.34418358720710196
g53	g27	0.342860156856749
g23	g18	0.34271218115010604
g23	g20	0.341987626543448
g60	g41	0.341169209253682
g24	g13	0.33858742200678005
g7	g27	0.338116901280711
g29	g8	0.338056737767607
g43	g53	0.336255528092587
g17	g41	0.33591301420684494
g7	g10	0.334790439326443
g31	g18	0.334767348258407
g21	g15	0.334241065613893
g18	g36	0.333554643403023
g26	g47	0.330921008589363
g7	g13	0.330283319640336
g16	g27	0.329298588417728
g39	g39	0.327672194128908
g6	g61	0.327636618607883
g56	g15	0.326894570672708
g0	g28	0.32646685844880396
g9	g10	0.326190834309435
g11	g41	0.326013019069802
g46	g46	0.324326484017542
g16	g10	0.324173219785998
g34	g1	0.323199073537739
g49	g10	0.32293486362534696
g30	g27	0.322797307039604
g1	g8	0.322760961752759
g15	g22	0.322482304620599
g63	g10	0.322205982746732
g37	g22	0.322058047734025
g30	g15	0.321903693280905
g54	g41	0.321371726552501
g4	g45	0.31959017440304405
g25	g10	0.31934280525627196
g44	g60	0.317620958068963
g38	g41	0.315280235410487
g37	g12	0.314810559074438
g1	g15	0.31471536745337503
g38	g1	0.314346751347755
g5	g10	0.31285911071084904
g52	g13	0.312505286845692
g36	g46	0.31182229855586996
g18	g22	0.311520673816438
g44	g20	0.31123726739304997
g32	g11	0.30951881126741904
g40	g47	0.30842247840459003
g13	g18	0.30826977434136105
g15	g11	0.307789591869716
g37	g41	0.30657145290897697
g32	g10	0.303337194226697
g32	g61	0.302076950911835
g31	g14	0.299824420486406
g56	g27	0.299780562941242
g0	g61	0.29952683192447604
g0	g22	0.29932820794687
g13	g41	0.297589993841216
g41	g36	0.297415460976118
g61	g27	0.29717166667050804
g44	g57	0.297052261748516
g13	g36	0.29581173481803996
g38	g50	0.29490718143031897
g7	g8	0.293898866383838
g62	g10	0.292806490792911
g2	g50	0.2916262417735
g15	g27	0.290505468475562
g48	g10	0.29020969363866306
g2	g15	0.29006442106567604
g46	g36	0.28931428592435804
g2	g45	0.28928161980459305
g35	g47	0.28912997431113696
g31	g13	0.287984639935546
g61	g50	0.285730256929606
g44	g15	0.28552371319748
g28	g47	0.28506463325799203
g47	g36	0.28496362147506704
g39	g27	0.284847863446647
g33	g56	0.284613066088351
g39	g45	0.284327416301126
g20	g18	0.283761396618164
g58	g50	0.28214107921763504
g26	g6	0.281552366492974
g10	g13	0.280940825495443
g22	g47	0.28050475470998903
g62	g8	0.280464057699535
g45	g39	0.277786937416448
g56	g39	0.27750661947391997
g22	g14	0.276233285776578
g44	g31	0.275726137799433
g27	g12	0.273196446303738
g21	g27	0.27314040496095804
g9	g18	0.272805572598506
g53	g10	0.271859745400035
g8	g12	0.270550123580687
g44	g27	0.270017100425387
g50	g6	0.26965085545726003
g33	g0	0.26874944867937195
g6	g45	0.26831246685008103
g22	g12	0.26634937864485503
g50	g53	0.26532877039734
g39	g15	0.264554982060575
g24	g8	0.264017459733705
g61	g15	0.263818133589075
