g0,g1,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g2,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g3,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g4,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g5,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g6,g60,g61,g62,g63,g64,g7,g8,g9,Time
0.0,1.6756329889330226,0.0,0.0,0.006197027240584861,0.0,0.05615376963145608,0.0,2.5655220471764717,0.0,0.07465106210280142,0.0,2.433968039541725,0.0,0.001255109741840673,0.0,0.0,0.0,1.6636664670378694,0.0,0.0,0.0,2.271797311486461,2.0278958345403613,1.47000521581798,0.0,0.0,0.08170237941097871,0.002930396051637734,0.9905449918227188,0.0,0.0,1.957102005085701,1.5954009750851146,1.1949149983480527,0.023744696591117186,0.0,1.8892364184027788,0.05827880068816809,2.2136538754780957,1.83204589050124,0.0,0.012257563759212348,0.0,0.7461027970883277,0.032853279193689904,1.8035533739820817,1.8207789971872648,0.0,2.373182657818905,0.0,0.0,2.213197276870194,0.0,0.0,0.0,2.097584170944208,0.0,3.3393110138313484,2.2387378749728013,0.0,0.0,0.0,0.0,0.0,0.34650000000000003
1.994713666756344,0.0003245657018526373,0.0,2.0133501680908084,0.7495138131851133,0.007743846766594609,0.0,0.030341323733545488,0.0,0.0,0.0,2.366789714034734,0.0,0.0,2.403367888608775,0.8540281067484439,0.0,2.0353516048992817,3.012246295442252,0.0,2.1951641161440585,0.0,0.0,0.0,0.03439382300276357,1.9340136684105789,0.0,2.21052155296743,0.0365114459090998,2.1472506199011026,0.01555880269454604,2.3059948269361863,1.795069794837033,0.026318055582113708,0.0,1.8949020801467131,0.08237993910644846,2.371491370213561,2.0879160426553183,0.0,0.0,0.0,0.0,2.1657822567327067,2.0453031053615693,0.0,0.0,1.9254455277774327,1.8625496219887,0.0,0.0008749202384488574,2.1740631222983136,0.0,0.0,0.0,1.8522608137336165,0.0,0.0,0.023033147228651508,1.740836916100594,0.0,0.0,2.6565264772306203,1.991077291747064,2.9089558084513527,0.6185
2.4379141258657904,0.0009670973302720383,0.0,0.0,0.0,0.0,0.0,2.2885761393090083,2.6238647825411263,0.02136317003508693,0.0,2.55473295753576,0.054073525313385086,0.0019373667948180198,0.0,0.0,0.0,2.1958671945693817,2.3316019022259304,2.2134060811152305,2.5954744382514146,2.053076253970523,0.0,0.0,0.0,0.0,1.8602879029939987,2.4262113277207016,0.0,0.0,0.0,2.04269896784694,2.724381367104228,0.0,0.0,0.005825182901777344,0.0,2.0564410945060887,1.5667282151917512,0.0,0.0,0.0078792595827001,0.07731966240187023,0.0,1.8236656016785893,0.03346188100987206,0.022465200974773385,1.7570692215334272,2.2043006967836867,0.0,0.033807382172776027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.351077349607639,2.3352951950574705,0.0,1.223505485740698,0.0,0.2475
2.46836454671686,0.0138675487563352,0.0,1.915642748733506,1.8929589859042333,1.81866057920756,2.1852418064501684,0.0,0.5605339079952625,1.3823983814674479,1.6428735580366036,2.9721778750755097,0.0,1.2967468109259106,0.0,1.8289323824747727,1.2345937103204814,0.0,0.0,0.001513315765748475,0.0,0.0,0.0,0.04813199894173044,0.0,1.6654144650788332,0.0,0.0,0.07627836235053044,0.0,2.174416664217848,0.3999224803353848,0.0,0.0,0.0,0.0,2.157062990915657,2.3114907869809804,1.8947904178144857,0.03059629728883524,0.06779650073838002,1.7665402824419156,1.7042915206655591,1.6287512250620189,0.0,0.0,0.0,0.002880942665397873,0.09037678124118732,0.012449875352945896,0.0,0.0,0.0,0.0,2.133694047125392,2.6746623393555824,0.0,2.0781206937750434,0.0,0.6005798963674904,0.0,0.0,0.0,2.6136870038515188,1.6677401576366242,0.7130000000000001
3.0585401227024103,2.156135461271828,0.0,0.025379347379308373,0.0009957502141617232,0.0,0.019325388577815225,2.01328077609534,2.2129109193321126,0.0,0.0,0.0,1.821710395287846,0.0,0.0,0.0,0.0,0.0,2.5886939914195155,2.2234131632048864,2.560835169748456,2.8633580650385904,2.474965931088389,1.9005391583022595,1.730603570242238,0.0,0.0,0.0,0.0,0.0,0.0,2.57854414220672,2.058359943166952,1.609233735903785,1.5990479538015154,0.0,0.0,0.24327326738971755,0.0016628976985413534,1.9170019138310013,2.1085138473406424,0.06426002518459806,0.0,0.0,0.0,1.0613330638047445,2.0843664559791897,0.0,0.0,0.0,0.0,0.0,1.4787628208488557,2.129958020936657,0.0,0.0607030285701679,0.0,2.1182135205042614,2.153917871432085,0.0,0.0,0.027992629405362318,0.0,0.0,0.011438002641132169,0.44
2.55873474629436,1.5343585912150202,0.09746328841006516,0.0,0.007932902972713244,0.0,0.011005412193882451,2.2338537141530095,0.0,0.011895761675730782,0.00413404468606121,0.008063584508642467,1.6601900089970645,0.0,0.0,0.010661705500891992,1.4649832973644774,2.1594463018116947,2.4780520451534773,2.6815697005083052,1.807227143888712,0.0,1.982297710222316,1.5834848610308148,2.1975124144870883,0.00651111384706516,0.0,0.029958124506039636,0.0,0.0,0.0,0.0,0.0,2.1059747531872457,0.5861725337162049,0.0,0.0,0.0,0.0,2.199782731312097,1.1552991673019,0.006829577318279538,0.0,0.0,2.268899094617051,0.0,0.0,0.0,1.901528391716872,2.4054619889931157,0.020543366974985284,0.0,2.0223678842547685,1.7900419640579324,0.0,0.0,2.1543027113031523,2.314495583271131,0.0,0.0,0.0,0.08503469887803719,0.007974442371950441,0.004063552156767197,0.0,0.34650000000000003
1.8967591996683395,0.0,1.939068745740273,0.0,2.086149754862443,0.0,0.01328475430987582,0.0,0.0,1.87368321978025,0.0,1.8890205200522323,0.010689096617788364,1.7341100832791525,2.291006812378711,1.7834509553855742,2.194008446903606,0.0,0.0,0.0,1.6628221503167828,2.2577775145312087,1.6325246689372221,0.0,0.0,1.842867347111304,2.482095199788733,2.621253060025304,0.047633109505641334,2.52478930650278,0.0,2.397306905625064,2.6198974253200573,0.015286022150314894,0.02574840764665961,1.857838498556645,0.0,2.525780907114519,0.0,0.04073502123354239,0.0,0.0,0.0,0.0,2.0333777104568083,0.009470586494380128,0.0,0.0,0.0,0.07126812974451073,0.002938551928155671,2.0089460501367866,0.0,0.0,2.543010999577461,1.9273471889667908,0.0,1.9298260287604632,0.0,0.4741069024849177,0.0,0.0,2.365764615349972,2.4625773845080716,2.4104348600030434,0.532
0.0,0.0,0.0,0.0,0.00446010584079237,0.004793837762229652,0.0076244924835276095,0.0,0.0,0.0,0.012431339154083378,2.5901952311596133,0.0,0.0,2.281337387056415,0.0,0.0,2.111416394232647,2.16275023507817,0.03927843485326343,0.0,0.0,0.0,0.0,0.04235289883119552,0.0,2.311299485075545,2.05191530615077,0.08714469097716614,0.0,0.05032599823464187,0.0,2.5028756185144707,0.018836094441857482,0.0,1.836485937630962,0.0,2.4830248802623243,0.0,0.0,0.005349633063411768,0.0,0.0,2.4938506713512543,1.6035951008959999,0.0,0.0,2.239512888728126,0.0,0.0,0.0011440616748296481,1.5179792440827768,0.0,0.2470756230533324,2.46247419150214,0.0,0.0,0.0,0.020807344839173125,2.4317085039875543,2.5761797184564683,0.0,2.2023291875375435,2.119840007692764,2.202739226452245,0.6185
0.001766761092686785,0.0,2.554879261025676,2.426552246727285,2.280478523283793,1.2167384962294847,1.777561429232262,0.01972788995206989,0.008009255245651053,1.4382063210028018,1.6687927919990084,2.7726593078242874,0.0,2.2564976749420955,2.4857601404235963,2.354864513138544,2.0764621429522196,0.0,0.0,0.002451393260450138,0.0,0.0,0.0,0.0,0.0,2.1782663715633954,0.0,2.4704716216778047,2.320776250252324,0.0,2.4674731391939826,0.02693563563991646,0.10141360694413168,0.0,0.0,2.1051937971997376,1.4067150422741983,2.105981185839883,1.8509134906274487,0.0,0.014760180144492091,2.2952283531519178,1.8290415071086807,2.5099564397924743,2.0183952579830056,0.017805545919422162,0.0,0.0838126028150072,0.0,0.0,0.01599240063930102,0.0,0.0005889187283722964,0.0,2.4013923537168482,2.428848453801613,0.0,0.0,0.0,0.0,2.46616453077611,2.334600258157192,0.0,2.27528419732804,2.471194562109866,0.7130000000000001
1.5592652159085574,0.00725807388133878,2.2329662194295774,1.4899740893810776,0.0,0.023651466673151426,0.0,0.01598882755223044,0.0,0.0,0.0,2.7698290211980554,0.01241538861398746,1.2423060586304284,1.8566030153777664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06280363172201169,0.0,0.0,2.7992013195948737,2.6773322345748642,0.0002639407118143009,2.3112345792598457,0.0,1.7118591076458267,2.4149697867143702,0.0002368669057630224,0.0,2.184535174089286,0.0,0.0,2.4131812794751104,0.0,0.0,0.0,0.1017513372376074,2.129248755952859,1.4796498418027624,0.03991817054711447,0.0,2.3298828148769717,0.0,0.024823420586174136,0.07896687985415754,0.0,0.0,0.0,2.088683450376659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1526732975768983,2.4261208606979747,1.7931466217957677,0.7130000000000001
